g,i,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland
DAP117,SAFLR,2014,123,192,43,0,341,28,369,1.396679049,493.76326999999986,1.4,0.0
DAP117,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP117,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.55169305,826.8259999999998,2.58,0.0
DAP117,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.642979671,582.2016199999998,7.5,335.06046580000003
DAP118,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,4149.422740999999
DAP118,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,8508.499999999998,1.15,241.12440899999999
DAP118,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,292.1894757
DAP118,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP118,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,487.3995182
DAP118,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1382.71133,1.34,0.0
DAP118,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP118,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,235.235,3.28,472.3079996
DAP118,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP118,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3820.817,2.1,555.8555534
DAP118,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,41.041000000000004,13.72,0.0
DAP118,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,471.2735506
DAP118,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,15.52779206
DAP118,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP118,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.79,2670.05758
DAP118,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,400.4,4.74,0.0
DAP118,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,520.6000799999998,1.57,40.01513657
DAP118,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP118,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,649.6489999999999,3.9,0.0
DAP118,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,590.5899999999998,8.0,425.13311919999995
DAP119,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,5609.71383
DAP119,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,8508.499999999998,1.15,0.0
DAP119,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,1580.741046
DAP119,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP119,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,677.3108981
DAP119,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1382.71133,1.34,0.0
DAP119,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP119,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,235.235,3.28,625.8289347
DAP119,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP119,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3820.817,2.1,0.0
DAP119,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,41.041000000000004,13.72,0.0
DAP119,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,625.0993913
DAP119,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,0.0
DAP119,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP119,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.79,1804.3861530000001
DAP119,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,400.4,4.74,75.08195451
DAP119,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,520.6000799999998,1.57,313.2793788
DAP119,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP119,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,649.6489999999999,3.9,0.0
DAP119,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,590.5899999999998,8.0,410.23048910000006
DAP120,ALFAL,2014,553,527,276,0,1182,608,1790,4.361771624,230.10988,5.11,70.02917585
DAP120,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.631040968,6596.589999999998,0.95,0.0
DAP120,CORN,2014,678,593,162,0,1122,74,1196,2.30865375,200.2,4.68,192.935528
DAP120,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP120,CUCUR,2014,624,3340,3581,0,7603,145,7748,3.063539055,345.35500999999994,42.0,0.0
DAP120,DRYBN,2014,299,519,358,0,1194,36,1230,2.082948344,1522.5209999999993,2.47,0.0
DAP120,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP120,GRAIN,2014,317,319,135,0,614,188,801,1.152820207,228.09787,2.8,134.4212468
DAP120,ONGAR,2014,416,3216,1228,0,4900,187,5087,3.6247793710000002,272.28201,17.34,0.0
DAP120,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.308391849,3882.08821,2.4,571.1530188999999
DAP120,OTHFLD,2014,155,293,86,0,652,17,669,2.329128241,28.39837,12.72,0.0
DAP120,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.720162383,3030.9979699999994,1.83,0.0
DAP120,PASTR,2014,245,139,190,0,519,148,666,4.648426015,105.105,3.355,267.5515461
DAP120,POTATO,2014,583,2266,407,0,3187,268,3455,3.0958333330000003,552.5519999999998,19.41,0.0
DAP120,PRTOM,2014,582,1588,758,0,2987,185,3172,3.0514996780000003,82.94286,42.63,0.0
DAP120,RICE,2014,550,819,318,0,1769,68,1837,3.053119693,424.76434,4.51,0.0
DAP120,SAFLR,2014,123,192,43,0,341,28,369,1.396679049,493.76326999999986,1.4,0.0
DAP120,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP120,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.55169305,826.8259999999998,2.58,0.0
DAP120,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.642979671,582.2016199999998,7.5,635.6074565
DAP121,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,248.52828,5.13,230.31333790000002
DAP121,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,6596.589999999998,0.95,0.0
DAP121,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,1064.955373
DAP121,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP121,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,0.0
DAP121,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1991.50952,4.8,0.0
DAP121,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP121,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,232.70247,2.4,0.0
DAP121,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP121,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3525.992469999999,2.09,0.0
DAP121,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,34.724689999999995,13.22,0.0
DAP121,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,0.0
DAP121,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,90.36035119
DAP121,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP121,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.85,83.28441473
DAP121,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,413.413,4.49,0.0
DAP121,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,510.50999999999993,1.23,0.0
DAP121,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP121,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,760.0192599999998,1.77,0.0
DAP121,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,670.67,7.03,0.0
DAP122,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,0.0
DAP122,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,8508.499999999998,1.15,0.0
DAP122,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,1251.34171
DAP122,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP122,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,0.0
DAP122,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1382.71133,1.34,0.0
DAP122,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP122,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,235.235,3.28,0.0
DAP122,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP122,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3820.817,2.1,0.0
DAP122,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,41.041000000000004,13.72,0.0
DAP122,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,0.0
DAP122,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,0.0
DAP122,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP122,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.79,0.0
DAP122,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,400.4,4.74,0.0
DAP122,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,520.6000799999998,1.57,0.0
DAP122,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP122,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,649.6489999999999,3.9,0.0
DAP122,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,590.5899999999998,8.0,0.0
DAP123,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,1514.625493
DAP123,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,8508.499999999998,1.15,0.0
DAP123,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,179.97657980000002
DAP123,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP123,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,0.0
DAP123,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1382.71133,1.34,0.0
DAP123,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP123,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,235.235,3.28,745.0689375
DAP123,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP123,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3820.817,2.1,0.0
DAP123,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,41.041000000000004,13.72,0.0
DAP123,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,1214.4290369999999
DAP123,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,0.0
DAP123,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP123,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.79,2429.7517789999997
DAP123,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,400.4,4.74,0.0
DAP123,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,520.6000799999998,1.57,0.0
DAP123,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP123,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,649.6489999999999,3.9,0.0
DAP123,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,590.5899999999998,8.0,0.0
DAP124,ALFAL,2014,553,527,276,0,1182,608,1790,4.361771624,230.10988,5.11,0.0
DAP124,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.631040968,6596.589999999998,0.95,0.0
DAP124,CORN,2014,678,593,162,0,1122,74,1196,2.30865375,200.2,4.68,0.0
DAP124,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP124,CUCUR,2014,624,3340,3581,0,7603,145,7748,3.063539055,345.35500999999994,42.0,0.0
DAP124,DRYBN,2014,299,519,358,0,1194,36,1230,2.082948344,1522.5209999999993,2.47,0.0
DAP124,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP124,GRAIN,2014,317,319,135,0,614,188,801,1.152820207,228.09787,2.8,0.0
DAP124,ONGAR,2014,416,3216,1228,0,4900,187,5087,3.6247793710000002,272.28201,17.34,0.0
DAP124,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.308391849,3882.08821,2.4,73.0841675
DAP124,OTHFLD,2014,155,293,86,0,652,17,669,2.329128241,28.39837,12.72,0.0
DAP124,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.720162383,3030.9979699999994,1.83,0.0
DAP124,PASTR,2014,245,139,190,0,519,148,666,4.648426015,105.105,3.355,0.0
DAP124,POTATO,2014,583,2266,407,0,3187,268,3455,3.0958333330000003,552.5519999999998,19.41,0.0
DAP124,PRTOM,2014,582,1588,758,0,2987,185,3172,3.0514996780000003,82.94286,42.63,0.0
DAP124,RICE,2014,550,819,318,0,1769,68,1837,3.053119693,424.76434,4.51,0.0
DAP124,SAFLR,2014,123,192,43,0,341,28,369,1.396679049,493.76326999999986,1.4,0.0
DAP124,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP124,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.55169305,826.8259999999998,2.58,0.0
DAP124,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.642979671,582.2016199999998,7.5,0.0
DAP125,ALFAL,2014,553,527,276,0,1182,608,1790,4.518898177,254.254,7.3,469.7102688999999
DAP125,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.11828565,8508.499999999998,1.15,230.1758225
DAP125,CORN,2014,678,593,162,0,1122,74,1196,1.753440519,200.2,4.68,296.85411
DAP125,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP125,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.87691774,345.35500999999994,42.0,0.0
DAP125,DRYBN,2014,299,519,358,0,1194,36,1230,1.674020311,1382.71133,1.34,35.43133376
DAP125,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP125,GRAIN,2014,317,319,135,0,614,188,801,0.40576873700000005,235.235,3.28,52.07610865
DAP125,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.50044069,272.28201,17.34,0.0
DAP125,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.39464294,3820.817,2.1,0.0
DAP125,OTHFLD,2014,155,293,86,0,652,17,669,3.1891141660000004,41.041000000000004,13.72,0.0
DAP125,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.6445133530000002,3030.9979699999994,1.83,112.2305433
DAP125,PASTR,2014,245,139,190,0,519,148,666,4.740845087,105.105,3.355,39.88152463
DAP125,POTATO,2014,583,2266,407,0,3187,268,3455,1.835894935,552.5519999999998,19.41,0.0
DAP125,PRTOM,2014,582,1588,758,0,2987,185,3172,1.920779583,83.08299999999998,44.79,207.355766
DAP125,RICE,2014,550,819,318,0,1769,68,1837,3.1075111719999997,400.4,4.74,0.0
DAP125,SAFLR,2014,123,192,43,0,341,28,369,1.09224135,520.6000799999998,1.57,89.17281518
DAP125,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP125,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.335267167,649.6489999999999,3.9,0.0
DAP125,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.581973799,590.5899999999998,8.0,0.0
DAP126,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,248.52828,5.13,0.0
DAP126,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,6596.589999999998,0.95,0.0
DAP126,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,0.0
DAP126,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP126,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,0.0
DAP126,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1991.50952,4.8,0.0
DAP126,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP126,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,232.70247,2.4,0.0
DAP126,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP126,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3525.992469999999,2.09,0.0
DAP126,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,34.724689999999995,13.22,0.0
DAP126,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,0.0
DAP126,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,4783.615235
DAP126,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP126,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.85,0.0
DAP126,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,413.413,4.49,0.0
DAP126,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,510.50999999999993,1.23,0.0
DAP126,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP126,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,760.0192599999998,1.77,0.0
DAP126,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,670.67,7.03,0.0
DAP127,ALFAL,2014,553,527,276,0,1182,608,1790,4.361441526,247.98774,6.01,0.0
DAP127,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.630333598,5402.837439999998,1.0,0.0
DAP127,CORN,2014,678,593,162,0,1122,74,1196,2.308627801,200.2,4.68,16.23110015
DAP127,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP127,CUCUR,2014,624,3340,3581,0,7603,145,7748,3.063975112,345.35500999999994,42.0,109.3575939
DAP127,DRYBN,2014,299,519,358,0,1194,36,1230,2.082938109,1522.5209999999993,2.47,0.0
DAP127,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.89844757,563.563,16.11,0.0
DAP127,GRAIN,2014,317,319,135,0,614,188,801,1.152871079,216.48627000000002,2.34,5.533467014
DAP127,ONGAR,2014,416,3216,1228,0,4900,187,5087,3.6259007580000002,272.28201,17.34,7.044215995
DAP127,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.308763484,3476.152679999999,1.44,14.69429207
DAP127,OTHFLD,2014,155,293,86,0,652,17,669,2.329056403,34.724689999999995,13.22,67.57669273
DAP127,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.720335266,3030.9979699999994,1.83,1.3832256580000002
DAP127,PASTR,2014,245,139,190,0,519,148,666,4.648319486,105.105,3.355,0.0
DAP127,POTATO,2014,583,2266,407,0,3187,268,3455,3.094888908,552.5519999999998,19.41,0.0
DAP127,PRTOM,2014,582,1588,758,0,2987,185,3172,3.0512586230000003,83.67358999999998,45.6,75.42220189
DAP127,RICE,2014,550,819,318,0,1769,68,1837,3.053033842,417.29687999999993,4.22,49.90081789
DAP127,SAFLR,2014,123,192,43,0,341,28,369,1.39652879,506.08558,1.0,71.31138948
DAP127,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP127,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.551200512,595.8752799999999,3.33,0.0
DAP127,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.641829289,743.8430999999998,7.37,0.0
DAP128,ALFAL,2014,553,527,276,0,1182,608,1790,4.4161715180000005,254.254,7.3,0.0
DAP128,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.084371046,8508.499999999998,1.15,0.0
DAP128,CORN,2014,678,593,162,0,1122,74,1196,1.867249594,200.2,4.68,0.0
DAP128,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP128,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.885137616,345.35500999999994,42.0,0.0
DAP128,DRYBN,2014,299,519,358,0,1194,36,1230,1.701734331,1382.71133,1.34,0.0
DAP128,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP128,GRAIN,2014,317,319,135,0,614,188,801,0.433013645,235.235,3.28,0.0
DAP128,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.495796146,272.28201,17.34,0.0
DAP128,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.187459908,3820.817,2.1,0.0
DAP128,OTHFLD,2014,155,293,86,0,652,17,669,3.117123729,41.041000000000004,13.72,0.0
DAP128,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.510437558,3030.9979699999994,1.83,0.0
DAP128,PASTR,2014,245,139,190,0,519,148,666,4.645049844,105.105,3.355,0.0
DAP128,POTATO,2014,583,2266,407,0,3187,268,3455,1.661583064,552.5519999999998,19.41,0.0
DAP128,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9565053159999999,83.08299999999998,44.79,0.0
DAP128,RICE,2014,550,819,318,0,1769,68,1837,3.136526879,400.4,4.74,0.0
DAP128,SAFLR,2014,123,192,43,0,341,28,369,1.069266181,520.6000799999998,1.57,0.0
DAP128,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP128,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.303254302,649.6489999999999,3.9,0.0
DAP128,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.462166975,590.5899999999998,8.0,0.0
DAP129,ALFAL,2014,553,527,276,0,1182,608,1790,4.886844938,248.52828,5.13,0.0
DAP129,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.631040968,6596.589999999998,0.95,0.0
DAP129,CORN,2014,678,593,162,0,1122,74,1196,2.474909857,200.2,4.68,0.0
DAP129,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP129,CUCUR,2014,624,3340,3581,0,7603,145,7748,2.402162295,345.35500999999994,42.0,0.0
DAP129,DRYBN,2014,299,519,358,0,1194,36,1230,2.171594682,1991.50952,4.8,0.0
DAP129,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP129,GRAIN,2014,317,319,135,0,614,188,801,1.185953339,232.70247,2.4,0.0
DAP129,ONGAR,2014,416,3216,1228,0,4900,187,5087,3.23490065,272.28201,17.34,0.0
DAP129,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,4.21,3525.992469999999,2.09,0.0
DAP129,OTHFLD,2014,155,293,86,0,652,17,669,2.9428367069999997,34.724689999999995,13.22,0.0
DAP129,OTHTRK,2014,617,5261,514,0,6015,822,6836,1.51,3030.9979699999994,1.83,0.0
DAP129,PASTR,2014,245,139,190,0,519,148,666,4.62,105.105,3.355,0.0
DAP129,POTATO,2014,583,2266,407,0,3187,268,3455,2.144422572,552.5519999999998,19.41,0.0
DAP129,PRTOM,2014,582,1588,758,0,2987,185,3172,2.617074417,83.08299999999998,44.85,0.0
DAP129,RICE,2014,550,819,318,0,1769,68,1837,3.056154098,413.413,4.49,0.0
DAP129,SAFLR,2014,123,192,43,0,341,28,369,1.847863759,510.50999999999993,1.23,0.0
DAP129,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP129,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.626041763,760.0192599999998,1.77,0.0
DAP129,VINE,2014,1664,1075,1662,1241,3476,2220,5695,1.19,670.67,7.03,0.0
DAP130,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,0.0
DAP130,ALPIS,2014,1092,1642,760,390,2820,1314,4133,4.083923885,8508.499999999998,1.15,0.0
DAP130,CORN,2014,678,593,162,0,1122,74,1196,1.8687501569999998,200.2,4.68,1529.605366
DAP130,COTTN,2014,567,886,152,0,1339,524,1862,3.576385485,2223.2209999999995,0.78,0.0
DAP130,CUCUR,2014,624,3340,3581,0,7603,145,7748,1.8852459940000001,345.35500999999994,42.0,0.0
DAP130,DRYBN,2014,299,519,358,0,1194,36,1230,1.702099738,1382.71133,1.34,0.0
DAP130,FRTOM,2014,402,1399,4793,0,6641,90,6731,1.897901056,563.563,16.11,0.0
DAP130,GRAIN,2014,317,319,135,0,614,188,801,0.43337286700000005,235.235,3.28,0.0
DAP130,ONGAR,2014,416,3216,1228,0,4900,187,5087,1.4957349080000002,272.28201,17.34,0.0
DAP130,OTHDEC,2014,1450,1648,1927,536,4047,1746,5793,3.184728218,3820.817,2.1,0.0
DAP130,OTHFLD,2014,155,293,86,0,652,17,669,3.1161745410000004,41.041000000000004,13.72,0.0
DAP130,OTHTRK,2014,617,5261,514,0,6015,822,6836,2.50866978,3030.9979699999994,1.83,0.0
DAP130,PASTR,2014,245,139,190,0,519,148,666,4.643786792,105.105,3.355,0.0
DAP130,POTATO,2014,583,2266,407,0,3187,268,3455,1.6592847769999999,552.5519999999998,19.41,0.0
DAP130,PRTOM,2014,582,1588,758,0,2987,185,3172,1.9569763569999998,83.08299999999998,44.79,0.0
DAP130,RICE,2014,550,819,318,0,1769,68,1837,3.1369094489999996,400.4,4.74,0.0
DAP130,SAFLR,2014,123,192,43,0,341,28,369,1.068963255,520.6000799999998,1.57,0.0
DAP130,SBEET,2014,374,725,344,0,1567,0,1567,3.7538385830000003,43.04299999999999,44.2,0.0
DAP130,SUBTRP,2014,794,875,2275,283,3525,980,4471,3.302832215,649.6489999999999,3.9,0.0
DAP130,VINE,2014,1664,1075,1662,1241,3476,2220,5695,2.460587332,590.5899999999998,8.0,0.0
DAP131,ALFAL,2014,553,527,276,0,1182,608,1790,4.414817076,254.254,7.3,338.8849978
