crop_code,internal_id,region_name,County,direct_output,Event,IMPLAN, Direct_Employment, Direct_LaborIncome, Direct_Output, Direct_ValueAdded, Indirect_Employment, Indirect_LaborIncome, Indirect_Output, Indirect_ValueAdded, Induced_Employment, Induced_LaborIncome, Induced_Output, Induced_ValueAdded, Total_Employment, Total_LaborIncome, Total_Output, Total_ValueAdded
ALFAL,DAP051,FABIAN TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
ALPIS,DAP051,FABIAN TRACT,San Joaquin,1,Impact Trees,Tree nut farming,-1.56485142568498e-5,-0.699730896125914,-1,-0.661463239542305,-2.7085787463139803e-6,-0.136222406264883,-0.23322609549009501,-0.164804661273337,-2.43589694660526e-6,-0.117780642603082,-0.373761702035242,-0.232780792921352,-2.079298994976904e-5,-0.953733944993879,-1.606987797525337,-1.0590486937369938
CORN,DAP051,FABIAN TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
CUCUR,DAP051,FABIAN TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
GRAIN,DAP051,FABIAN TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
OTHDEC,DAP051,FABIAN TRACT,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
OTHTRK,DAP051,FABIAN TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PASTR,DAP051,FABIAN TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
PRTOM,DAP051,FABIAN TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
SAFLR,DAP051,FABIAN TRACT,San Joaquin,1,Impact Oilseed,Oilseed farming,-5.46012130522606e-7,-0.735317981842067,-1,-0.950372451596457,-2.6320600825631303e-7,-0.0124598162627032,-0.0304962056575691,-0.017780264422375,-2.6340948438924097e-6,-0.126893988018356,-0.40244439884626,-0.250238811672519,-3.443312982671329e-6,-0.8746717861231261,-1.432940604503829,-1.218391527691351
ALFAL,DAP054,GLANVILLE,Sacramento,1,Impact Other,All other crop farming,-3.15037080901599e-5,-0.372295284648415,-1,-0.524627567637685,-2.2447044810172197e-6,-0.118771002954246,-0.356391940005131,-0.193592509213693,-1.80586027907474e-6,-0.101131575918184,-0.29993660646264303,-0.185051080542243,-3.5554272850251865e-5,-0.5921978635208449,-1.6563285464677742,-0.9032711573936211
CORN,DAP054,GLANVILLE,Sacramento,1,Impact Grain,Grain farming,-2.0785217490221098e-6,-0.497980231895568,-1,-0.749118925634632,-1.1011899841485599e-6,-0.0558291529639679,-0.171963240172847,-0.0968317763890286,-2.34182526567716e-6,-0.130941078030128,-0.38788194103288304,-0.239344104971275,-5.521536998847829e-6,-0.6847504628896639,-1.55984518120573,-1.0852948069949355
CUCUR,DAP054,GLANVILLE,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
GRAIN,DAP054,GLANVILLE,Sacramento,1,Impact Grain,Grain farming,-2.0785217490221098e-6,-0.497980231895568,-1,-0.749118925634632,-1.1011899841485599e-6,-0.0558291529639679,-0.171963240172847,-0.0968317763890286,-2.34182526567716e-6,-0.130941078030128,-0.38788194103288304,-0.239344104971275,-5.521536998847829e-6,-0.6847504628896639,-1.55984518120573,-1.0852948069949355
ONGAR,DAP054,GLANVILLE,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
OTHDEC,DAP054,GLANVILLE,Sacramento,1,Impact Fruit,Fruit farming,-5.76811638253162e-6,-0.28931887152858105,-1,-0.63178504602322,-1.84262964462663e-6,-0.08874569697774601,-0.210603311940022,-0.1264275578921,-1.45972190219877e-6,-0.08170151272841471,-0.242207767485098,-0.149441744714585,-9.070467929357018e-6,-0.4597660812347417,-1.4528110794251201,-0.907654348629905
OTHFLD,DAP054,GLANVILLE,Sacramento,1,Impact Other,All other crop farming,-3.15037080901599e-5,-0.372295284648415,-1,-0.524627567637685,-2.2447044810172197e-6,-0.118771002954246,-0.356391940005131,-0.193592509213693,-1.80586027907474e-6,-0.101131575918184,-0.29993660646264303,-0.185051080542243,-3.5554272850251865e-5,-0.5921978635208449,-1.6563285464677742,-0.9032711573936211
OTHTRK,DAP054,GLANVILLE,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
PASTR,DAP054,GLANVILLE,Sacramento,1,Impact Other,All other crop farming,-3.15037080901599e-5,-0.372295284648415,-1,-0.524627567637685,-2.2447044810172197e-6,-0.118771002954246,-0.356391940005131,-0.193592509213693,-1.80586027907474e-6,-0.101131575918184,-0.29993660646264303,-0.185051080542243,-3.5554272850251865e-5,-0.5921978635208449,-1.6563285464677742,-0.9032711573936211
POTATO,DAP054,GLANVILLE,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
PRTOM,DAP054,GLANVILLE,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
SAFLR,DAP054,GLANVILLE,Sacramento,1,Impact Oilseed,Oilseed farming,-9.1398269543849e-7,-0.891713322122386,-1,-0.950306039034448,-2.03058779791743e-7,-0.010322945519445001,-0.0321154183039661,-0.0179151028127028,-4.01855708593697e-6,-0.224573432534874,-0.6649730029883291,-0.410344041986288,-5.135598561167203e-6,-1.1266097001767048,-1.6970884212922952,-1.3785651838334387
VINE,DAP054,GLANVILLE,Sacramento,1,Impact Fruit,Fruit farming,-5.76811638253162e-6,-0.28931887152858105,-1,-0.63178504602322,-1.84262964462663e-6,-0.08874569697774601,-0.210603311940022,-0.1264275578921,-1.45972190219877e-6,-0.08170151272841471,-0.242207767485098,-0.149441744714585,-9.070467929357018e-6,-0.4597660812347417,-1.4528110794251201,-0.907654348629905
ALFAL,DAP055,GLIDE DISTRICT,Yolo,1,Impact Other,All other crop farming,-1.45005178416135e-5,-0.344778429872529,-1,-0.524627567637684,-2.80822814235475e-6,-0.15346768620409101,-0.33022020125215196,-0.207557673226365,-9.733676832505401e-7,-0.0497539586415358,-0.161011897964306,-0.103156463866566,-1.8282113667218787e-5,-0.5480000747181558,-1.4912320992164578,-0.835341704730615
CORN,DAP055,GLIDE DISTRICT,Yolo,1,Impact Grain,Grain farming,-1.17087944632735e-6,-0.548194881749984,-1,-0.748984171058147,-1.3580775217683e-6,-0.0758130230455101,-0.18094860848642,-0.109168193481817,-1.5804305108443498e-6,-0.08054086952825361,-0.260350993283093,-0.16672082193659402,-4.10938747894e-6,-0.7045487743237477,-1.441299601769513,-1.024873186476558
GRAIN,DAP055,GLIDE DISTRICT,Yolo,1,Impact Grain,Grain farming,-1.17087944632735e-6,-0.548194881749984,-1,-0.748984171058147,-1.3580775217683e-6,-0.0758130230455101,-0.18094860848642,-0.109168193481817,-1.5804305108443498e-6,-0.08054086952825361,-0.260350993283093,-0.16672082193659402,-4.10938747894e-6,-0.7045487743237477,-1.441299601769513,-1.024873186476558
PASTR,DAP055,GLIDE DISTRICT,Yolo,1,Impact Other,All other crop farming,-1.45005178416135e-5,-0.344778429872529,-1,-0.524627567637684,-2.80822814235475e-6,-0.15346768620409101,-0.33022020125215196,-0.207557673226365,-9.733676832505401e-7,-0.0497539586415358,-0.161011897964306,-0.103156463866566,-1.8282113667218787e-5,-0.5480000747181558,-1.4912320992164578,-0.835341704730615
PRTOM,DAP055,GLIDE DISTRICT,Yolo,1,Impact Vegetables,Vegetable and melon farming,-2.50208588050375e-6,-0.21716241140095102,-1,-0.524078027050527,-2.62695110647339e-6,-0.14570600195979,-0.33101233844314704,-0.20283647785278,-7.54063969659452e-7,-0.0385152081482853,-0.124606647335526,-0.0798229837263532,-5.883100956636592e-6,-0.40138362150902634,-1.455618985778673,-0.8067374886296602
SAFLR,DAP055,GLIDE DISTRICT,Yolo,1,Impact Oilseed,Oilseed farming,-4.01417723847159e-7,-1.02724422545074,-1,-0.9502715723744259,-2.45008866851482e-7,-0.0134573198690112,-0.0324644438545591,-0.0194107147846929,-2.87260932915852e-6,-0.146268147210894,-0.472667224399297,-0.302640829911703,-3.5190359198571614e-6,-1.186969692530645,-1.505131668253856,-1.2723231170708218
ALFAL,DAP056,GRAND ISLAND,Sacramento,1,Impact Other,All other crop farming,-3.15037080901599e-5,-0.372295284648415,-1,-0.524627567637685,-2.2447044810172197e-6,-0.118771002954246,-0.356391940005131,-0.193592509213693,-1.80586027907474e-6,-0.101131575918184,-0.29993660646264303,-0.185051080542243,-3.5554272850251865e-5,-0.5921978635208449,-1.6563285464677742,-0.9032711573936211
CORN,DAP056,GRAND ISLAND,Sacramento,1,Impact Grain,Grain farming,-2.0785217490221098e-6,-0.497980231895568,-1,-0.749118925634632,-1.1011899841485599e-6,-0.0558291529639679,-0.171963240172847,-0.0968317763890286,-2.34182526567716e-6,-0.130941078030128,-0.38788194103288304,-0.239344104971275,-5.521536998847829e-6,-0.6847504628896639,-1.55984518120573,-1.0852948069949355
CUCUR,DAP056,GRAND ISLAND,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
GRAIN,DAP056,GRAND ISLAND,Sacramento,1,Impact Grain,Grain farming,-2.0785217490221098e-6,-0.497980231895568,-1,-0.749118925634632,-1.1011899841485599e-6,-0.0558291529639679,-0.171963240172847,-0.0968317763890286,-2.34182526567716e-6,-0.130941078030128,-0.38788194103288304,-0.239344104971275,-5.521536998847829e-6,-0.6847504628896639,-1.55984518120573,-1.0852948069949355
OTHDEC,DAP056,GRAND ISLAND,Sacramento,1,Impact Fruit,Fruit farming,-5.76811638253162e-6,-0.28931887152858105,-1,-0.63178504602322,-1.84262964462663e-6,-0.08874569697774601,-0.210603311940022,-0.1264275578921,-1.45972190219877e-6,-0.08170151272841471,-0.242207767485098,-0.149441744714585,-9.070467929357018e-6,-0.4597660812347417,-1.4528110794251201,-0.907654348629905
OTHTRK,DAP056,GRAND ISLAND,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
PASTR,DAP056,GRAND ISLAND,Sacramento,1,Impact Other,All other crop farming,-3.15037080901599e-5,-0.372295284648415,-1,-0.524627567637685,-2.2447044810172197e-6,-0.118771002954246,-0.356391940005131,-0.193592509213693,-1.80586027907474e-6,-0.101131575918184,-0.29993660646264303,-0.185051080542243,-3.5554272850251865e-5,-0.5921978635208449,-1.6563285464677742,-0.9032711573936211
PRTOM,DAP056,GRAND ISLAND,Sacramento,1,Impact Vegetables,Vegetable and melon farming,-4.64762366464944e-6,-0.21776969460607398,-1,-0.524078027050527,-2.0877850514355e-6,-0.108894173547928,-0.31784224929403504,-0.178846128878917,-1.25064218827559e-6,-0.0700071528164302,-0.207557285093651,-0.128061157997002,-7.98605090436053e-6,-0.3966710209704322,-1.525399534387686,-0.830985313926446
SAFLR,DAP056,GRAND ISLAND,Sacramento,1,Impact Oilseed,Oilseed farming,-9.1398269543849e-7,-0.891713322122386,-1,-0.950306039034448,-2.03058779791743e-7,-0.010322945519445001,-0.0321154183039661,-0.0179151028127028,-4.01855708593697e-6,-0.224573432534874,-0.6649730029883291,-0.410344041986288,-5.135598561167203e-6,-1.1266097001767048,-1.6970884212922952,-1.3785651838334387
VINE,DAP056,GRAND ISLAND,Sacramento,1,Impact Fruit,Fruit farming,-5.76811638253162e-6,-0.28931887152858105,-1,-0.63178504602322,-1.84262964462663e-6,-0.08874569697774601,-0.210603311940022,-0.1264275578921,-1.45972190219877e-6,-0.08170151272841471,-0.242207767485098,-0.149441744714585,-9.070467929357018e-6,-0.4597660812347417,-1.4528110794251201,-0.907654348629905
ALFAL,DAP057,HASTINGS TRACT,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
CORN,DAP057,HASTINGS TRACT,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
CUCUR,DAP057,HASTINGS TRACT,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
GRAIN,DAP057,HASTINGS TRACT,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
OTHFLD,DAP057,HASTINGS TRACT,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
PASTR,DAP057,HASTINGS TRACT,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
PRTOM,DAP057,HASTINGS TRACT,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
SAFLR,DAP057,HASTINGS TRACT,Solano,1,Impact Oilseed,Oilseed farming,-5.65049925365271e-7,-1.12053037164724,-1,-0.9503111859073899,-2.11364531312527e-7,-0.00866873100211165,-0.0231423196908082,-0.012852346443603299,-3.44247229891345e-6,-0.15767091709979197,-0.523113843244338,-0.330109493554719,-4.2188867555912475e-6,-1.2868700197491436,-1.5462561629351461,-1.2932730259057124
ALFAL,DAP058,HOLLAND TRACT,Contra Costa,1,Impact Other,All other crop farming,-5.73597249934705e-5,-0.715008641010094,-1,-0.5246275676376819,-2.90083291812427e-6,-0.15579746770658698,-0.437368361024276,-0.242701618752035,-2.22661177807522e-6,-0.13123374363614,-0.39506568422989796,-0.255101133112871,-6.248716968966999e-5,-1.002039852352821,-1.8324340452541739,-1.022430319502588
CORN,DAP058,HOLLAND TRACT,Contra Costa,1,Impact Grain,Grain farming,-3.3676928575342e-6,-1.27423224975198,-1,-0.749531247128236,-1.37500998933315e-6,-0.07303610421302399,-0.21742576628775498,-0.122374243492622,-3.73530850533142e-6,-0.219668339631037,-0.6598558803293,-0.42581157265065195,-8.47801135219877e-6,-1.566936693596041,-1.877281646617055,-1.29771706327151
GRAIN,DAP058,HOLLAND TRACT,Contra Costa,1,Impact Grain,Grain farming,-3.3676928575342e-6,-1.27423224975198,-1,-0.749531247128236,-1.37500998933315e-6,-0.07303610421302399,-0.21742576628775498,-0.122374243492622,-3.73530850533142e-6,-0.219668339631037,-0.6598558803293,-0.42581157265065195,-8.47801135219877e-6,-1.566936693596041,-1.877281646617055,-1.29771706327151
PASTR,DAP058,HOLLAND TRACT,Contra Costa,1,Impact Other,All other crop farming,-5.73597249934705e-5,-0.715008641010094,-1,-0.5246275676376819,-2.90083291812427e-6,-0.15579746770658698,-0.437368361024276,-0.242701618752035,-2.22661177807522e-6,-0.13123374363614,-0.39506568422989796,-0.255101133112871,-6.248716968966999e-5,-1.002039852352821,-1.8324340452541739,-1.022430319502588
ALFAL,DAP059,HOLT STATION,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
CORN,DAP059,HOLT STATION,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
CUCUR,DAP059,HOLT STATION,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
GRAIN,DAP059,HOLT STATION,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
OTHDEC,DAP059,HOLT STATION,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
PRTOM,DAP059,HOLT STATION,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
VINE,DAP059,HOLT STATION,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
ALFAL,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
ALPIS,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Trees,Tree nut farming,-1.56485142568498e-5,-0.699730896125914,-1,-0.661463239542305,-2.7085787463139803e-6,-0.136222406264883,-0.23322609549009501,-0.164804661273337,-2.43589694660526e-6,-0.117780642603082,-0.373761702035242,-0.232780792921352,-2.079298994976904e-5,-0.953733944993879,-1.606987797525337,-1.0590486937369938
CORN,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
CUCUR,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
GRAIN,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
OTHDEC,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
OTHTRK,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PASTR,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
PRTOM,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
SAFLR,DAP060,HONKER LAKE TRACT,San Joaquin,1,Impact Oilseed,Oilseed farming,-5.46012130522606e-7,-0.735317981842067,-1,-0.950372451596457,-2.6320600825631303e-7,-0.0124598162627032,-0.0304962056575691,-0.017780264422375,-2.6340948438924097e-6,-0.126893988018356,-0.40244439884626,-0.250238811672519,-3.443312982671329e-6,-0.8746717861231261,-1.432940604503829,-1.218391527691351
