,i,g,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_param,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
0,ALFAL,DAP037,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.363286237,181.14925749999998,5.59,1036.4123914250001,10.0,0.17,0.51,265.2761145995538,75.17959609637501,0.9490594209638447,1,4.363286237,1,1,-4.88235294117647,23.135320924071,60.1252973174346,0.010700005980697988,0.9757959289299881,0.008862568246660646,0.0046414968426533925,2.6245666951021747,0.0018918958610959274,47334.74135263738
1,CORN,DAP037,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.304736885,171.61666666666667,5.033333333333332,707.2302293666667,10.0,0.17,0.64,304.52331686418546,72.80236844249998,0.9523809523809524,1,2.304736885,1,1,-4.88235294117647,23.135320924071,53.5846717756619,0.2631297882827413,0.4736428001273975,0.2067468279109771,0.05648058367888413,4.427068660221876,0.002209322982982837,71604.69781872828
2,GRAIN,DAP037,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.108945773,153.16566666666668,2.62,173.2326244633333,10.0,0.17,0.38000000000000006,316.13982198879256,39.10447288650008,0.9523809523809522,1,1.108945773,1,1,-4.88235294117647,23.135320924071,23.0615549565655,0.43466970163777285,0.02198849767888613,0.38177540620701705,0.16156639447632384,2.615306055607977,0.015191012406126912,1720.5811880347028
3,OTHDEC,DAP037,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.338157236,2276.0106699999997,1.425,2.230695951,10.0,0.17,0.11,3731.802931138254,252.91907861800064,0.9523809523809522,1,3.338157236,1,1,-4.88235294117647,23.135320924071,236.302283587941,0.09885763451522768,0.6943983214441433,0.0953046670150928,0.11143937702553632,1.1192445085380365,4.075368983762096,0.047266632683767115
4,OTHFLD,DAP037,2015.5,155.0,293.0,86.0,0.0,652.0,17.0,669.0,2.309252168,32.6328975,13.815,173.1100997675,10.0,0.17,1.89,44.78949687335278,49.84493914300006,0.9212576147999595,1,2.309252168,1,1,-4.88235294117647,23.135320924071,38.5390567012976,0.10999102548186665,0.6976161354824819,0.14873641645764066,0.04365642257801058,10.897892413786805,0.0030564393978811826,41764.4078734863
5,PASTR,DAP037,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.702296898,106.387,3.3550000000000004,7587.6145575,10.0,0.17,0.51,135.66566018005096,21.601148449000036,0.9523809523809523,1,4.702296898,1,1,-4.88235294117647,23.135320924071,0.0,0.0029622820127820255,0.9954910381974751,0.0015356320769590091,1.1047712783877763e-05,1.1347549043650038,0.00025841907214268643,146039.9434213565
6,PRTOM,DAP037,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,2.999422874,75.67679749999999,46.3375,1338.778204225,10.0,0.17,0.28,76.72406109741378,595.4000433042498,0.8378206895390536,1,2.999422874,1,1,-4.88235294117647,23.135320924071,574.07163143734,0.11882268878410474,0.6447828197067625,0.160014685642158,0.07637980586697465,37.550761012228264,0.00266767755865582,12428.10673975206
7,RICE,DAP037,2015.5,550.0,819.0,318.0,0.0,1769.0,68.0,1837.0,3.060110647,359.11496999999997,4.077500000000001,1908.631228225,10.0,0.17,0.96,441.38665915115433,75.25797327512493,0.9581255916687905,1,3.060110647,1,1,-4.88235294117647,23.135320924071,59.0176752947609,0.07048799041890111,0.8027312372274599,0.09132229776396689,0.03545847458967213,2.9344977001389867,0.0005457663330990355,408719.5144331705
8,SAFLR,DAP037,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.583496492,383.61215999999996,1.02,77.39552832,10.0,0.17,0.34,409.21015503267324,43.76509166299999,0.8984374023893398,1,1.583496492,1,1,-4.88235294117647,23.135320924071,20.4240722892557,0.30233290510217525,0.2711031447757579,0.34851182307845446,0.0780521270436122,0.9636333950683675,0.03800189151016103,231.43402301505725
9,VINE,DAP037,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.792690204,779.5023600000003,7.1,41.10660388,10.0,0.17,0.11,779.5023600000003,1105.539853960002,0.800244557840831,1,2.792690204,1,1,-4.88235294117647,23.135320924071,1082.40453303593,0.2852094990635226,0.4329319828795153,0.11070438688755366,0.17115413116940856,6.327731840699398,0.221154467477966,1.4111729676637257
0,ALFAL,DAP038,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.37098617,185.0401325,5.53,2249.189666,10.0,0.17,0.51,265.3613699168041,58.59002708875005,0.960001710718293,1,4.37098617,1,1,-4.88235294117647,23.2250302150455,44.5134837248813,0.010336514001870648,0.9762919606986609,0.008775583851581358,0.0045959414478870106,2.585605364054427,0.000871773662917714,100218.32504505954
1,CORN,DAP038,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.29286471,165.2125,5.0275,450.50835416,10.0,0.17,0.64,304.65755180696414,72.79643235499998,0.9523809523809524,1,2.29286471,1,1,-4.88235294117647,23.2250302150455,52.5121643944665,0.26665776349261777,0.4662377166870122,0.20979202682580048,0.05731249299456943,4.4345476312445795,0.0034683041625573744,45553.06902292576
2,GRAIN,DAP038,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.972838715,178.57918,2.5874999999999995,685.8450577,10.0,0.17,0.38,319.499038606328,39.036419357499994,0.9523809523809524,1,0.972838715,1,1,-4.88235294117647,23.2250302150455,22.750345028828,0.4397143506171927,0.010302568447691085,0.38644185642797824,0.16354122450713812,2.588285249441466,0.0038369875496274512,6807.796376381886
3,OTHDEC,DAP038,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.426782759,2489.0770375,1.6075,5.1826483002499995,10.0,0.17,0.11,3345.5738759668116,252.96339137950054,0.9523809523809523,1,3.426782759,1,1,-4.88235294117647,23.2250302150455,295.517147811604,0.0913972780362444,0.7238695974650132,0.08515809487382583,0.0995750296249165,1.2366562653309732,1.7541049602903915,0.11362589104506557
4,OTHFLD,DAP038,2015.5,155.0,293.0,86.0,0.0,652.0,17.0,669.0,2.248460032,36.1334375,13.435,239.427466575,10.0,0.17,1.89,45.938772968834826,48.113699298,0.9241032313994095,1,2.248460032,1,1,-4.88235294117647,23.2250302150455,37.4777843012504,0.12190977226393016,0.6638890185787416,0.1655961854435283,0.04860502371380013,10.82812563946571,0.0022098572760648155,57505.07127619763
5,PASTR,DAP038,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.869817696,106.387,3.3550000000000004,4286.08560775,10.0,0.17,0.51,136.19171599852325,21.68490884800002,0.9523809523809523,1,4.869817696,1,1,-4.88235294117647,23.2250302150455,0.0,0.002413840140090942,0.9963262564894376,0.0012509040606823296,8.999309789081508e-06,1.088941290366686,0.0004574767032604401,82522.52586368045
6,SAFLR,DAP038,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,2.162434146,425.37352000000004,1.12,55.54224907,10.0,0.17,0.34,425.37352000000004,96.7940009400001,0.7968298188260518,1,2.162434146,1,1,-4.88235294117647,23.2250302150455,73.5689707249546,0.15828567313963268,0.6724779826984179,0.13826969395359268,0.03096665020835669,0.899625805407418,0.052953859806459495,219.17019892621474
7,SUBTRP,DAP038,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.480337297,2150.449815,1.455,101.2818476,10.0,0.17,0.5,2892.0788681973295,198.94016864849982,0.9523809523809524,1,3.480337297,1,1,-4.88235294117647,23.2250302150455,205.946350042069,0.05241759016090961,0.7862063078556932,0.04482669499538808,0.11654940698800899,1.0626048510172796,0.01974687515475379,7012.308907688491
0,PASTR,DAP039,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,106.387,3.3550000000000004,17.671319505,10.0,0.17,0.51,135.4964925794502,21.57421300750002,0.9523809523809523,1,4.648426015,1,1,-4.88235294117647,23.1064724540555,0.0,0.0031686811229771597,0.9951766950510619,0.0016428050843468652,1.1818741614006226e-05,1.1502494997488855,0.11095856838368506,340.08591549367867
0,ALFAL,DAP045,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,215.8555525,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,39.3421685741343,124.117263833815,0.011248672371038989,0.9761439370282311,0.008274090718038222,0.004333299882691745,3.182420360320201,0.009083779828760673,11101.13023532842
1,CUCUR,DAP045,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,345.35500999999994,42.0,71.22376452,10.0,0.17,0.05,345.35500999999994,6941.057960059997,0.5214684021426725,1,1.885245994,1,1,-4.88235294117647,39.3421685741343,6901.71579148586,0.5076284282441337,0.027960542729224682,0.22411975681967686,0.2402912722069649,41.76787717654711,0.28080515169040093,5.552870566821721e-05
2,GRAIN,DAP045,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,176.34452,3.01,160.01848784999999,10.0,0.17,0.38,270.6564442671543,38.766686433499956,0.9523809523809524,1,0.4333728670000001,1,1,-4.88235294117647,39.3421685741343,0.0,0.439703179637295,9.019549394084161e-05,0.3936253597646162,0.16658126510414792,3.0132344313203205,0.01644546816262407,1559.3397927921342
3,PRTOM,DAP045,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,57.595891995,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,39.3421685741343,590.68685110901,0.29727875796437564,0.1273093048142303,0.3894945252802957,0.18591741194109832,44.298229137304965,0.06200839066332392,549.5545870286059
4,SAFLR,DAP045,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,438.3295749999999,1.415,63.20617905,10.0,0.17,0.34,438.3295749999999,264.2986443499999,0.636443874859921,1,1.068963255,1,1,-4.88235294117647,39.3421685741343,212.204547500866,0.5998982732747018,0.023710509904896426,0.3075196324660304,0.06887158435437139,1.4130852702393868,0.04653305285645541,425.0184041600852
0,ALFAL,DAP046,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,586.630063375,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,21.5718933960001,141.887539011949,0.011248672371038985,0.976143937028231,0.008274090718038224,0.004333299882691745,3.1824203603202013,0.0033424545316424904,30169.51224122364
1,CORN,DAP046,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,523.611977225,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,21.5718933960001,53.9446774452991,0.3957105900420787,0.20779979441011318,0.3114150225428479,0.08507459300496015,4.805368456925027,0.0029840799446201015,52929.431042937766
2,CUCUR,DAP046,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,332.97496499999994,46.227500000000006,215.78786322499997,10.0,0.17,0.05,332.97496499999994,7644.027683009999,0.51057015499362,1,1.885245994,1,1,-4.88235294117647,21.5718933960001,7807.1758412015,0.5353080434383964,0.02638868702559881,0.21152043349953129,0.2267828360364735,45.986522489216675,0.09268361853672089,0.00018797724870681781
3,GRAIN,DAP046,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,354.21278877574997,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,21.5718933960001,18.6901385122471,0.4403384245363102,9.009323345076255e-05,0.39317908112653366,0.16639240110370546,3.1308568900305658,0.007429373051334005,3460.624533016307
4,OTHTRK,DAP046,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3723.4188999999997,2.705,350.509120015,10.0,0.17,0.19,3723.4188999999997,3708.2381191999993,0.6475676516704327,1,2.50866978,1,1,-4.88235294117647,21.5718933960001,3633.189533304,0.3477565476972932,0.18211090922590265,0.4282887115371545,0.04184383153964976,2.5972110274031817,0.015015751642957553,1473.328134625341
5,PASTR,DAP046,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,105.105,3.355,11.67056989,10.0,0.17,0.51,135.0252641776453,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,21.5718933960001,0.0,0.0031690717111510732,0.9951665741294174,0.0016524659154355126,1.1888243995938939e-05,1.1508102580205308,0.16801101678895738,223.3154593926756
6,PRTOM,DAP046,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,858.44072755,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,21.5718933960001,608.457126287144,0.29727875796437564,0.12730930481423025,0.3894945252802957,0.18591741194109832,44.298229137304965,0.004160367113081261,8190.86263232507
7,SAFLR,DAP046,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,443.52532999999994,1.41,96.27616198966666,10.0,0.17,0.34,443.52532999999994,265.1304107166666,0.6176865073370825,1,1.068963255,1,1,-4.88235294117647,21.5718933960001,235.109189354,0.6031616866880697,0.02351711609803952,0.30501136112794475,0.06830983608594597,1.4081076389498333,0.030549373903208898,656.2660439822344
0,ALFAL,DAP047,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,233.46913999999998,5.125,38.533516105,10.0,0.17,0.51,286.85989826625894,70.00740853800005,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,46.9048197571565,0.009795836281827163,0.977578248265396,0.008286248373117585,0.004339667079659304,2.3691432000363806,0.05088516470655177,1723.2377279344512
1,GRAIN,DAP047,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,164.58,1.76,47.96698156,10.0,0.17,0.38,462.5570540360796,38.76668643350001,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,15.6626983360794,0.439305025804099,9.025958797162036e-05,0.3939050748016067,0.1666996398063226,1.7618925700759833,0.05486230031123979,466.6712541569604
2,PASTR,DAP047,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,418.55198645,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922865,0.9951484485795303,0.001652435818108929,1.1888027468409561e-05,1.151602065206173,0.004684685241506372,8054.990825873332
3,VINE,DAP047,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,875.8558800000001,5.503333333333334,13.868518156666667,10.0,0.17,0.11,933.3812078518018,514.1939842086671,0.9006443479890617,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,687.99805246033,0.3341255100300124,0.2808377608796494,0.15122925969021317,0.23380746940012495,5.149064406106699,0.6555068817167784,0.408294343919871
0,ALFAL,DAP048,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.361775894,185.0401325,5.53,658.1956559249999,10.0,0.17,0.51,265.3479065928059,58.60959892525011,0.9599855422807713,1,4.361775894,1,1,-4.88235294117647,23.1065273916308,44.6496371265858,0.01046276607593611,0.9760027712167988,0.008882517866411812,0.0046519448408532445,2.5920005570191713,0.0029790295576622855,29328.403397224254
1,CORN,DAP048,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.308646434,153.55,5.1433333333333335,421.1122143333334,10.0,0.17,0.64,297.35874549464376,72.80432321700005,0.9523809523809522,1,2.308646434,1,1,-4.88235294117647,23.1065273916308,50.2221559291536,0.26101731493474606,0.47668992671518595,0.20601272278356336,0.05628003556650467,4.518497799137753,0.0037104124430909894,42444.62035764457
2,GRAIN,DAP048,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152736807,178.57918,2.5874999999999995,638.776596125,10.0,0.17,0.38,320.2352391645135,39.12636840349998,0.9523809523809523,1,1.152736807,1,1,-4.88235294117647,23.1065273916308,22.9747858765477,0.4321598711633803,0.02746370532385876,0.3796918041862792,0.1606846193264818,2.580176399390101,0.004119717227168819,6342.438642888496
3,PASTR,DAP048,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648528604,106.387,3.3550000000000004,2481.140641,10.0,0.17,0.51,135.49681473372004,21.574264302000017,0.9523809523809523,1,4.648528604,1,1,-4.88235294117647,23.1065273916308,0.0,0.0031682724227864753,0.99517731750557,0.0016425928568461526,1.1817214797454334e-05,1.1502196229486823,0.0007902753601807976,47749.75400264734
4,VINE,DAP048,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.643268391,863.2190699999999,4.9225,54.2837845925,10.0,0.17,0.11,971.924036342243,269.6783798927502,0.942726161277415,1,2.643268391,1,1,-4.88235294117647,23.1065273916308,333.75685759306,0.25908384314463107,0.3900203546177391,0.13781987117480896,0.21307593106282088,4.453556640816838,0.16747006788773375,1.3597782967199643
0,ALFAL,DAP049,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.361771624,177.7207325,5.782500000000001,334.357980925,10.0,0.17,0.51,255.49764369218104,69.980885812,0.9523809523809523,1,4.361771624,1,1,-4.88235294117647,22.4031402490792,55.3942681609579,0.010630270600435818,0.9758374808862643,0.008881064715453158,0.004651183797846435,2.714048907509729,0.00586432633760076,15139.584728646141
1,ALPIS,DAP049,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.631040968,4535.958,0.66,18.71912151,10.0,0.17,0.11,6910.165412705,400.77991540200037,0.9012125535127795,1,4.631040968,1,1,-4.88235294117647,22.4031402490792,997.995622456221,0.024313412437180097,0.9480399056459482,0.01889918888738684,0.00874749302948477,0.3609077704594172,0.48564827607174876,0.4901425425923668
2,CORN,DAP049,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,180.36100000000002,4.949999999999999,158.2585034,10.0,0.17,0.64,309.7885261590959,72.80432687500013,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,22.4031402490792,54.9635267384452,0.26205020175692445,0.4760267998196546,0.20572230207296494,0.056200696350455846,4.349743657655284,0.009873087173399872,16036.8739882637
3,CUCUR,DAP049,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,3.063539055,337.92457999999993,41.57333333333333,51.595348563333324,10.0,0.17,0.05000000000000001,337.92457999999993,6318.867745783332,0.5499421492897617,1,3.063539055,1,1,-4.88235294117647,22.4031402490792,6450.61267506758,0.33374675021024547,0.34078388092911227,0.15706800924643044,0.16840135961421174,38.18936542665557,0.38763184195664424,3.773694075906136e-05
4,GRAIN,DAP049,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152820207,173.232775,2.7475,234.10035960000002,10.0,0.17,0.38,306.1261722539618,39.12641010350001,0.9523809523809523,1,1.152820207,1,1,-4.88235294117647,22.4031402490792,36.1503159486807,0.4404611040862732,0.027073176440045164,0.3741334020090406,0.158332317464641,2.7398320037673747,0.01124124265278754,2404.236715324258
5,OTHDEC,DAP049,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.308391849,2295.460075,1.8725,74.17414185749999,10.0,0.17,0.11,3538.3946655572877,1254.4100933208756,0.8500074477981465,1,3.308391849,1,1,-4.88235294117647,22.4031402490792,1545.15695251694,0.16779342494585378,0.6334163353437681,0.09163813008187494,0.10715210962850302,1.5261645264652757,0.12256170227589737,2.7744026433727393
6,OTHTRK,DAP049,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.720162383,4029.0,2.88,121.2088263,10.0,0.17,0.19,4029.0,5184.31837617,0.5532115792302681,1,2.720162383,1,1,-4.88235294117647,22.4031402490792,5161.91523592092,0.3822324978131581,0.23726904791509104,0.34663244466210924,0.03386600960964154,2.725892016765759,0.04342223297922358,691.9171829398765
7,PASTR,DAP049,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,117.05250000000001,3.2175000000000002,56.638547326,10.0,0.17,0.51,141.06834511237892,21.57421300750002,0.9523809523809523,1,4.648426015,1,1,-4.88235294117647,22.4031402490792,0.0,0.0031603948921653346,0.9951849675276961,0.0016428187402802732,1.181883985813146e-05,1.1027602233770084,0.03461925501795823,1087.1537732120014
8,PRTOM,DAP049,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,3.0514996780000003,78.07657999999999,39.60666666666666,220.07173561,10.0,0.17,0.28,82.0413708439916,291.0635415660002,0.913826843045336,1,3.0514996780000003,1,1,-4.88235294117647,22.4031402490792,268.467090865281,0.08474792249157691,0.6874763794972593,0.15418065150968813,0.07359504650147583,31.271582402535024,0.016228474599562736,1512.2383975434884
9,SAFLR,DAP049,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,432.29758,1.1033333333333333,149.43698808333338,10.0,0.17,0.34,479.1928975060417,156.5802724481667,0.7385313936573897,1,1.396679049,1,1,-4.88235294117647,22.4031402490792,134.33956617592,0.47728566156507446,0.12176686816418987,0.3275826140084307,0.0733648562623048,1.0802850297489894,0.019681716744371823,750.5144935308584
10,VINE,DAP049,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.642979671,597.4287049999999,7.7275,790.1127292000001,10.0,0.17,0.11,625.7737251371499,405.20965186275,0.9196977242298058,1,2.642979671,1,1,-4.88235294117647,22.4031402490792,385.833524038247,0.2639975060010207,0.3873158857667611,0.13695217531955955,0.2117344329126586,6.9975898010386794,0.011505838034167302,20.29501812656669
0,ALFAL,DAP050,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,169.4484666666667,6.633333333333333,175.28833366666663,10.0,0.17,0.51,221.83839277802932,70.00740853800016,0.9523809523809522,1,4.414817076,1,1,-4.88235294117647,22.400731513162,48.9791031544322,0.009817181896528833,0.9775571748247938,0.008286069748272753,0.004339573530404706,3.0669751821819067,0.011186051420023048,7856.23108448211
1,CORN,DAP050,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,1437.1018004999999,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,22.400731513162,53.1158393281372,0.39571059004207865,0.20779979441011326,0.31141502254284786,0.08507459300496013,4.805368456925027,0.0010872577011986008,145269.74927955237
2,GRAIN,DAP050,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,140.80487000000005,3.21,175.2334733,10.0,0.17,0.38,253.61383648084114,38.76668643350001,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,22.400731513162,16.365954920338,0.439305025804099,9.025958797162041e-05,0.3939050748016067,0.1666996398063226,3.2134517897408554,0.015017558562359564,1704.848253853546
3,OTHDEC,DAP050,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2228.7506733333335,2.033333333333333,139.60295364333334,10.0,0.17,0.11,2623.6024753030256,252.8423641090003,0.9523809523809522,1,3.184728218,1,1,-4.88235294117647,22.400731513162,255.410352756323,0.11992718459177136,0.6319324435707296,0.1143875056750206,0.13375286616247858,1.6589557271950808,0.0651197474957094,2.989867168197293
4,OTHTRK,DAP050,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,503.91641175,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,22.400731513162,2087.89221099959,0.2539544079271995,0.20830111918593905,0.48988288690177967,0.04786158598508169,2.205804170545643,0.01044450581884991,1352.3324253644641
5,PASTR,DAP050,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,115.2675,3.2175000000000002,31.832639047500003,10.0,0.17,0.51,141.05317775700448,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,22.400731513162,0.0,0.0031788938179140493,0.9951567684220897,0.001652449633139105,1.1888126857115865e-05,1.1040569575444577,0.06159666218058919,611.0089956414929
6,POTATO,DAP050,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,1.659284777,552.5519999999998,19.41,175.35121930000003,10.0,0.17,0.19,552.5519999999998,7452.441472229995,0.3051358858281025,1,1.659284777,1,1,-4.88235294117647,22.400731513162,7430.04074071683,0.7368535435585369,0.018031172018220902,0.20779320407896237,0.03732208034427965,19.34393025151991,0.030014948945021915,1386.4739115588523
0,ALFAL,DAP051,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,1789.096345,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,140.355444310529,0.011248672371038989,0.976143937028231,0.00827409071803822,0.004333299882691743,3.1824203603202013,0.001095963512085477,92010.56585929186
1,ALPIS,DAP051,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,4696.17641,1.02,129.4656771,10.0,0.17,0.11,4696.17641,1255.2606993500003,0.7380125590365156,1,4.083923885,1,1,-4.88235294117647,23.1039880974206,1232.15671125258,0.05326727777498102,0.892223224728241,0.03726252909646527,0.017246968400312795,0.6474471347897144,0.07021868107859369,3.7668385456193882
2,CORN,DAP051,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,662.2644338749999,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,52.4125827438786,0.39571059004207865,0.2077997944101133,0.31141502254284786,0.08507459300496013,4.805368456925027,0.002359329476380905,66945.14489670345
3,CUCUR,DAP051,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,311.457425,54.745,210.89325029999998,10.0,0.17,0.05,311.457425,9523.19531596,0.4492008683173861,1,1.885245994,1,1,-4.88235294117647,23.1039880974206,9463.78028358758,0.5794676835718164,0.023880972170221483,0.1914196633176699,0.20523168094029223,54.4869919429244,0.09483470889442687,0.000219751670939808
4,GRAIN,DAP051,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,817.1253384250001,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,17.1580438108266,0.4403384245363102,9.009323345076248e-05,0.3931790811265336,0.16639240110370543,3.130856890030565,0.0032205327917510912,7983.235169109179
5,OTHDEC,DAP051,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2283.74,2.18,58.85732019,10.0,0.17,0.11,2435.637452426147,252.8423641090003,0.9523809523809523,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,229.738376011581,0.11839930338438678,0.6330295320024641,0.11458609210698455,0.1339850725061646,1.7775412561617223,0.15445672792377077,1.2423271092962718
6,OTHTRK,DAP051,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,211.85179339,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,23.1039880974206,2087.18895441533,0.2539544079271994,0.2083011191859391,0.48988288690177983,0.0478615859850817,2.205804170545643,0.024843584330899875,568.5348658877247
