i,g,year,xwater,omegaland,omegasupply,omegalabor,p,y,xland
CANEBERRY,13,2017,2.070767109,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,15.914335
CANEBERRY,13,2018,2.195329849,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,15.914335
CANEBERRY,15,2008,2.106773869,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2009,1.890263714,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2010,1.656916773,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2011,1.938349013,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2012,2.00514184,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422523
CANEBERRY,15,2013,1.814463509,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2014,1.920790445,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2015,2.115341886,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422525
CANEBERRY,15,2016,2.273143075,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422523
CANEBERRY,15,2017,2.044939903,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.422523
CANEBERRY,15,2018,2.164122352,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.060113
CANEBERRY,17,2010,2.035639646,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.762226
CANEBERRY,17,2011,2.181343874,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.762226
CANEBERRY,17,2012,2.111769825,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.104916
CANEBERRY,17,2013,2.075682733,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.104916
CANEBERRY,17,2014,2.389908292,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,3.077066
CANEBERRY,17,2015,2.493569869,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,3.077066
CANEBERRY,17,2016,2.422427911,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,3.077066
CANEBERRY,17,2017,2.333405587,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.236654
CANEBERRY,17,2018,2.34583685,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.236654
CANEBERRY,18,2008,2.348983012,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,68.385902
CANEBERRY,18,2009,2.285191538,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,64.473425
CANEBERRY,18,2010,2.061836181,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,64.473425
CANEBERRY,18,2011,2.136124178,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,63.371753
CANEBERRY,18,2012,2.177743023,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,36.327427
CANEBERRY,18,2013,2.056295791,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,36.327423
CANEBERRY,18,2014,2.325905137,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,43.266636
CANEBERRY,18,2015,2.35409144,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,43.266628
CANEBERRY,18,2016,2.35409144,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,43.266629
CANEBERRY,18,2017,2.199571988,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,38.730836
CANEBERRY,18,2018,2.209622828,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,38.730836
CANEBERRY,22,2008,1.846910569,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,274.299634
CANEBERRY,22,2009,1.682800681,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,274.299634
CANEBERRY,22,2010,1.320997432,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,274.299634
CANEBERRY,22,2011,1.618117383,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,267.552174
CANEBERRY,22,2012,1.755031847,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,258.536205
CANEBERRY,22,2013,1.399097597,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,258.536205
CANEBERRY,22,2014,1.580177038,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,258.536205
CANEBERRY,22,2015,1.845041226,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,258.53618
CANEBERRY,22,2016,1.866794694,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,323.566047
CANEBERRY,22,2017,1.690149013,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,323.566046
CANEBERRY,22,2018,1.958971322,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,323.566046
CANEBERRY,23,2017,2.15965636,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.693855
CANEBERRY,23,2018,2.295234543,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,5.693855
CANEBERRY,24,2008,2.051409541,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1553.732175
CANEBERRY,24,2009,1.932698593,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1491.199497
CANEBERRY,24,2010,1.467252034,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1491.199497
CANEBERRY,24,2011,1.905838055,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1510.618982
CANEBERRY,24,2012,1.888821676,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1474.942199
CANEBERRY,24,2013,1.673627896,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1496.503882
CANEBERRY,24,2014,1.814165511,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1496.503882
CANEBERRY,24,2015,2.193507294,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1523.255246
CANEBERRY,24,2016,2.16632096,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1523.255245
CANEBERRY,24,2017,1.936171586,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1523.255217
CANEBERRY,24,2018,2.233128131,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1502.943259
CANEBERRY,25,2008,2.1807558,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.878357
CANEBERRY,25,2009,2.126049698,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.878357
CANEBERRY,25,2010,1.588738635,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.878357
CANEBERRY,26,2008,2.184380205,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,141.071474
CANEBERRY,26,2009,2.062385857,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,30.031294
CANEBERRY,26,2010,1.605510522,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,30.031294
CANEBERRY,26,2011,2.02381492,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,30.031294
CANEBERRY,26,2012,1.93995957,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,7.818472
CANEBERRY,26,2013,1.565892657,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,7.818473
CANEBERRY,26,2014,2.022050858,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,10.267175
CANEBERRY,26,2015,2.326057665,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,10.267173
CANEBERRY,26,2016,2.141441972,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,20.496204
CANEBERRY,26,2017,2.070294586,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,31.003237
CANEBERRY,26,2018,2.300966686,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,32.819165
CANEBERRY,27,2008,2.538133049,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,666.783193
CANEBERRY,27,2009,2.445862498,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,829.352191
CANEBERRY,27,2010,1.916760677,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,829.352191
CANEBERRY,27,2011,2.454806818,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,691.276633
CANEBERRY,27,2012,2.287088101,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,691.276637
CANEBERRY,27,2013,1.878559787,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,786.426747
CANEBERRY,27,2014,2.364980386,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,786.426747
CANEBERRY,27,2015,2.728990499,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,688.349854
CANEBERRY,27,2016,2.539362068,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,665.859107
CANEBERRY,27,2017,2.390284407,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,607.858043
CANEBERRY,27,2018,2.701906705,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,588.463411
CANEBERRY,28,2008,2.779206416,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,506.964053
CANEBERRY,28,2009,2.702571704,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,574.768004
CANEBERRY,28,2010,2.10387667,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,574.768004
CANEBERRY,28,2011,2.710530825,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,762.092798
CANEBERRY,28,2012,2.521832243,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,796.791139
CANEBERRY,28,2013,2.185638618,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,931.212788
CANEBERRY,28,2014,2.625935251,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,931.212788
CANEBERRY,28,2015,2.992922105,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,856.059796
CANEBERRY,28,2016,2.798323337,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,856.059798
CANEBERRY,28,2017,2.575926332,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,547.277522
CANEBERRY,28,2018,2.963380678,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,547.277522
CANEBERRY,3,2008,1.923572283,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1442.9233
CANEBERRY,3,2009,2.073295565,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1424.574871
CANEBERRY,3,2010,1.655789035,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1363.229903
CANEBERRY,3,2011,1.965194292,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1544.009985
CANEBERRY,3,2012,1.851799939,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1544.009974
CANEBERRY,3,2013,1.803448902,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1316.84081
CANEBERRY,3,2014,1.891549211,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1316.84081
CANEBERRY,3,2015,2.200295305,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1316.840648
CANEBERRY,3,2016,2.014092988,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1022.243351
CANEBERRY,3,2017,2.144459469,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1022.24335
CANEBERRY,3,2018,2.12041386,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1040.086748
CANEBERRY,31,2008,4.222811943,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,186.003763
CANEBERRY,31,2009,4.200276203,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,186.003763
CANEBERRY,31,2010,4.1248356,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,252.382636
CANEBERRY,31,2011,4.184638291,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,252.382636
CANEBERRY,31,2012,4.130496701,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,442.719441
CANEBERRY,31,2013,4.212057991,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,180.345784
CANEBERRY,31,2014,4.216683828,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,119.83617
CANEBERRY,31,2015,4.203373559,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,137.591663
CANEBERRY,32,2008,4.075597498,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,16.341888
CANEBERRY,32,2009,3.983682781,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,19.157719
CANEBERRY,32,2010,3.813467455,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,19.157719
CANEBERRY,32,2011,3.916421163,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,18.884495
CANEBERRY,32,2012,3.776391709,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,26.55658
CANEBERRY,32,2013,3.993719814,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,19.987568
CANEBERRY,32,2014,4.059373955,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,19.987568
CANEBERRY,32,2015,4.075597498,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,29.359637
CANEBERRY,32,2016,3.992189352,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,29.359637
CANEBERRY,32,2017,4.022456861,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,31.10128
CANEBERRY,32,2018,3.996872492,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,18.963799
CANEBERRY,35,2017,3.748507963,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,38.070028
CANEBERRY,36,2008,4.074267414,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,111.358706
CANEBERRY,36,2009,4.067422382,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,111.358706
CANEBERRY,36,2010,4.056230798,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,110.0473
CANEBERRY,36,2013,4.074267414,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,40.204653
CANEBERRY,36,2014,4.074267414,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,40.204653
CANEBERRY,36,2018,4.067349625,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.949439
CANEBERRY,37-KID,2015,4.512633876,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.702174
CANEBERRY,37-KID,2016,4.445920495,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.702174
CANEBERRY,37-KID,2017,4.524761477,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.702174
CANEBERRY,37-RID,2008,4.082443327,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,254.33873
CANEBERRY,37-RID,2009,4.082443327,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,254.33873
CANEBERRY,37-RID,2010,4.065678911,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,226.21171
CANEBERRY,37-RID,2011,4.046110117,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,226.21171
CANEBERRY,37-RID,2012,4.077650847,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,173.014082
CANEBERRY,37-RID,2013,4.044915954,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,175.506552
CANEBERRY,37-RID,2014,4.082443327,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,170.963155
CANEBERRY,37-RID,2015,4.063006161,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,158.520552
CANEBERRY,37-RID,2016,4.007312043,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,158.520552
CANEBERRY,37-RID,2017,4.071499702,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,158.520552
CANEBERRY,37-RID,2018,4.082443327,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.472369
CANEBERRY,37-SVID,2008,3.808368761,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,101.530467
CANEBERRY,37-SVID,2009,3.808368761,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,101.530467
CANEBERRY,37-SVID,2010,3.782832379,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,97.468496
CANEBERRY,37-SVID,2011,3.780325443,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,97.468496
CANEBERRY,37-SVID,2012,3.792593159,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,111.993147
CANEBERRY,37-SVID,2013,3.774564866,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,112.871793
CANEBERRY,37-SVID,2014,3.808368761,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,112.871793
CANEBERRY,37-SVID,2015,3.791948866,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.250149
CANEBERRY,37-SVID,2016,3.74361849,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.250149
CANEBERRY,37-SVID,2017,3.80104195,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.250149
CANEBERRY,37-SVID,2018,3.808368761,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,3.792869
CANEBERRY,37-WIP,2009,3.786243681,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,91.494157
CANEBERRY,37-WIP,2010,3.745332586,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,91.494157
CANEBERRY,37-WIP,2011,3.739240987,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,91.494157
CANEBERRY,37-WIP,2012,3.730436361,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,90.429388
CANEBERRY,37-WIP,2013,3.737998719,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,90.429396
CANEBERRY,37-WIP,2014,3.770070507,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,90.429404
CANEBERRY,37-WIP,2016,3.722293245,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.109316
CANEBERRY,37-WIP,2017,3.757718132,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.109316
CANEBERRY,37-WIP,2018,3.78970154,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.109316
CANEBERRY,38-YTID,2008,3.521698348,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.255916
CANEBERRY,38-YTID,2009,3.362884472,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.428081
CANEBERRY,38-YTID,2010,3.172230982,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.428081
CANEBERRY,38-YTID,2011,3.277548045,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.428081
CANEBERRY,38-YTID,2012,3.365343695,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,41.428081
CANEBERRY,38-YTID,2018,3.367072911,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,3.420701
CANEBERRY,39-EW,2012,3.563959166,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.55795
CANEBERRY,39-EW,2013,3.604424379,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.557951
CANEBERRY,39-EW,2014,3.614627918,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.557951
CANEBERRY,39-EW,2015,3.614627918,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.55795
CANEBERRY,39-EW,2016,3.550252043,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.55795
CANEBERRY,39-EW,2017,3.573887399,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.55795
CANEBERRY,39-EW,2018,3.607833325,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.55795
CANEBERRY,41,2008,4.199242439,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.18263
CANEBERRY,41,2009,4.199242439,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.18263
CANEBERRY,41,2010,4.17818062,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,51.164913
CANEBERRY,41,2011,4.191468779,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,44.19505
CANEBERRY,41,2012,4.158969693,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,44.195047
CANEBERRY,41,2013,4.187229162,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,44.19505
CANEBERRY,41,2014,4.199242439,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,47.081329
CANEBERRY,41,2015,4.199242439,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,47.081344
CANEBERRY,41,2016,4.119200929,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,47.081352
CANEBERRY,41,2017,4.193827333,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,12.619053
CANEBERRY,41,2018,4.19742755,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,12.619053
CANEBERRY,44,2008,3.933808355,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.652168
CANEBERRY,44,2009,3.933808355,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.652168
CANEBERRY,44,2010,3.87232946,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,6.561784
CANEBERRY,44,2011,3.86959947,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,6.561784
CANEBERRY,44,2012,3.915204621,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,6.561781
CANEBERRY,44,2013,3.933808355,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,6.561784
CANEBERRY,44,2014,3.931970032,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,6.561784
CANEBERRY,44,2015,3.933808355,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.800131
CANEBERRY,44,2016,3.866713968,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.800131
CANEBERRY,44,2017,3.88018599,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.800131
CANEBERRY,44,2018,3.9196814,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.865741
CANEBERRY,45,2009,3.188212611,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.150429
CANEBERRY,45,2010,2.842758616,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.150429
CANEBERRY,45,2011,3.039317905,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.150429
CANEBERRY,45,2012,3.170004914,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.15043
CANEBERRY,45,2013,2.906694831,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375677
CANEBERRY,45,2014,3.232079406,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375677
CANEBERRY,45,2015,3.313452998,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375676
CANEBERRY,45,2016,3.312019768,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375676
CANEBERRY,45,2017,3.162328705,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375676
CANEBERRY,45,2018,3.125400372,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.375676
CANEBERRY,47,2008,3.295809042,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2009,3.244908658,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2010,3.077800333,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2011,3.149096871,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2012,3.212311516,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2013,3.145502381,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.184296
CANEBERRY,47,2014,3.193797607,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.388873
CANEBERRY,47,2015,3.244908658,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.388872
CANEBERRY,47,2016,3.244908658,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.388872
CANEBERRY,47,2017,3.124117489,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.388872
CANEBERRY,47,2018,3.145342235,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,2.388872
CANEBERRY,48,2017,3.230444056,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.704201
CANEBERRY,48,2018,3.31566983,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,0.704201
CANEBERRY,49,2012,3.274668755,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.696493
CANEBERRY,49,2013,3.313201388,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.696493
CANEBERRY,49,2014,3.399474362,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.696493
CANEBERRY,49,2015,3.425594313,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.696493
CANEBERRY,49,2016,3.341576784,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.696493
CANEBERRY,49,2017,3.284829988,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.426063
CANEBERRY,49,2018,3.369473816,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,1.426063
CANEBERRY,5,2008,2.024070322,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,81.306138
CANEBERRY,5,2009,2.100753453,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,82.139773
CANEBERRY,5,2010,1.767855358,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,82.139773
CANEBERRY,5,2011,2.03452476,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.232084
CANEBERRY,5,2012,1.924771344,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.232088
CANEBERRY,5,2013,1.835297089,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,63.774198
CANEBERRY,5,2014,1.903470106,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,63.774198
CANEBERRY,5,2015,2.227468694,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,66.279953
CANEBERRY,5,2016,2.183797393,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,66.279953
CANEBERRY,5,2017,2.336800609,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,66.279953
CANEBERRY,5,2018,2.26755656,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,45.985773
CANEBERRY,55,2008,3.624019215,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,13.533802
CANEBERRY,55,2009,3.595002152,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.395591
CANEBERRY,55,2010,3.345340687,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.395591
CANEBERRY,55,2011,3.499942729,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.395591
CANEBERRY,55,2012,3.193859228,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,60.395597
CANEBERRY,55,2013,3.289742059,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,51.589442
CANEBERRY,55,2014,3.421290596,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,51.589442
CANEBERRY,55,2015,3.676586422,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,51.589437
CANEBERRY,55,2016,3.576154723,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,22.221123
CANEBERRY,55,2017,3.538607422,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,22.221123
CANEBERRY,55,2018,3.52795138,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,20.930218
CANEBERRY,57,2010,3.334143111,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,12.359624
CANEBERRY,57,2011,3.465664936,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,12.359624
CANEBERRY,57,2012,3.21234903,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,12.359624
CANEBERRY,57,2013,3.306984819,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.353398
CANEBERRY,57,2014,3.408172131,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.353398
CANEBERRY,57,2015,3.630533468,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,4.353389
CANEBERRY,57,2016,3.556856548,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,10.616454
CANEBERRY,57,2017,3.498789798,2156.154667,2860.583367,1225.9643,2384.88,4.583333333,10.616454
