i,g,year,xwater,ETc,Pe,omegaland,omegasupply,omegalabor,p,y,TotalAcres,xland,NonIrrigatedAcres,PriceProxy,YieldProxy,CostProxy,WaterProxy,MargRev,MargProf
CANEBERRY,36,2009,4.068468727,3.25944085,0.024655733,374.4626668,1154.94986,1104.129928,2035.8,3.385,111.358706,111.358706,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,36,2010,4.060840623,3.25944085,0.067887578,328.0586922,1011.826743,967.3044934,1898.496,3.18,110.0473,110.0473,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,36,2013,4.074083578,3.25944085,0.000173987,338.9361857,1045.376041,999.3775602,1813.196,3.44,40.204653,40.204653,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,36,2014,4.074301062,3.25944085,0.018633002,358.7912074,1106.614601,1057.92151,1801.578,3.665,40.204653,40.204653,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,36,2018,4.063921048,3.25944085,0.019717107,207.7079635,640.6307078,612.4417708,958,3.99,0.949439,0.949439,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,37,2008,3.906597358,3.125277886,0.05586874,606.295558,1869.988738,1787.705772,3894.44,2.865,332.659881,332.659881,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,37,2009,3.902986682,3.125277886,0.029569747,374.4626668,1154.94986,1104.129928,2035.8,3.385,424.154038,424.154038,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,37,2010,3.874298885,3.125277886,0.211386436,328.0586922,1011.826743,967.3044934,1898.496,3.18,391.904447,391.904447,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,37,2011,3.85899361,3.125277886,0.075464368,274.3441941,846.1558832,808.923458,1368.216,3.69,391.904447,391.904447,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,37,2012,3.863243868,3.125277886,0.221392464,229.799446,708.7671523,677.5800856,1321.552,3.2,352.166703,352.166703,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,37,2013,3.869145146,3.125277886,0.02996177,338.9361857,1045.376041,999.3775602,1813.196,3.44,355.537825,355.537825,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,37,2014,3.906597358,3.125277886,0.081197062,358.7912074,1106.614601,1057.92151,1801.578,3.665,350.994436,350.994436,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,37,2015,3.891319172,3.125277886,0.195825726,660.0171017,2035.681328,1946.107582,3071.1,3.955,177.202964,177.202964,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,37,2016,3.836164052,3.125277886,0.230775598,441.0132314,1360.210817,1300.359023,1939.284,4.185,181.31228,181.31228,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,37,2017,3.878852091,3.125277886,0.247027503,727.4501684,2243.664174,2144.938797,3317.76,4.035,181.31228,181.31228,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,37,2018,3.906597358,3.125277886,0.045667858,207.7079635,640.6307078,612.4417708,958,3.99,15.795255,15.795255,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,38,2008,3.519587242,2.841316543,1.050844809,606.295558,1869.988738,1787.705772,3894.44,2.865,41.255916,41.255916,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,38,2009,3.32708944,2.841316543,1.014844607,374.4626668,1154.94986,1104.129928,2035.8,3.385,41.428081,41.428081,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,38,2010,3.102216916,2.841316543,1.245180968,328.0586922,1011.826743,967.3044934,1898.496,3.18,41.428081,41.428081,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,38,2011,3.241180589,2.841316543,1.296832288,274.3441941,846.1558832,808.923458,1368.216,3.69,41.428081,41.428081,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,38,2012,3.319569074,2.841316543,1.721680225,229.799446,708.7671523,677.5800856,1321.552,3.2,41.428081,41.428081,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,39,2012,3.311287162,2.76868354,1.073877506,229.799446,708.7671523,677.5800856,1321.552,3.2,0.55795,0.55795,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,39,2013,3.167710683,2.76868354,0.428468487,338.9361857,1045.376041,999.3775602,1813.196,3.44,0.557951,0.557951,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,39,2014,3.352641219,2.76868354,0.830405395,358.7912074,1106.614601,1057.92151,1801.578,3.665,0.557951,0.557951,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,39,2015,3.400596928,2.76868354,0.85804394,660.0171017,2035.681328,1946.107582,3071.1,3.955,0.55795,0.55795,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,39,2016,3.403149918,2.76868354,0.832912939,441.0132314,1360.210817,1300.359023,1939.284,4.185,0.55795,0.55795,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,39,2017,3.312187245,2.76868354,0.940498368,727.4501684,2243.664174,2144.938797,3317.76,4.035,0.55795,0.55795,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,39,2018,3.292238574,2.76868354,0.66398204,207.7079635,640.6307078,612.4417708,958,3.99,0.55795,0.55795,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,41,2008,4.199280796,3.359424637,0,606.295558,1869.988738,1787.705772,3894.44,2.865,2.18263,2.18263,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,41,2009,4.199280796,3.359424637,0,374.4626668,1154.94986,1104.129928,2035.8,3.385,2.18263,2.18263,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,41,2010,4.182072494,3.359424637,0.075776918,328.0586922,1011.826743,967.3044934,1898.496,3.18,51.164913,51.164913,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,41,2011,4.195844072,3.359424637,0.002749379,274.3441941,846.1558832,808.923458,1368.216,3.69,44.19505,44.19505,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,41,2012,4.159934048,3.359424637,0.115795658,229.799446,708.7671523,677.5800856,1321.552,3.2,44.195047,44.195047,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,41,2013,4.181977786,3.359424637,0.013842408,338.9361857,1045.376041,999.3775602,1813.196,3.44,44.19505,44.19505,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,41,2014,4.199280796,3.359424637,0,358.7912074,1106.614601,1057.92151,1801.578,3.665,47.081329,47.081329,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,41,2015,4.199280796,3.359424637,0.101758976,660.0171017,2035.681328,1946.107582,3071.1,3.955,47.081344,47.081344,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,41,2016,4.119238316,3.359424637,0.181997472,441.0132314,1360.210817,1300.359023,1939.284,4.185,47.081352,47.081352,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,41,2017,4.194221737,3.359424637,0.092572458,727.4501684,2243.664174,2144.938797,3317.76,4.035,12.619053,12.619053,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,41,2018,4.196243002,3.359424637,0.026990952,207.7079635,640.6307078,612.4417708,958,3.99,12.619053,12.619053,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,44,2008,3.934256996,3.147405597,0.010162462,606.295558,1869.988738,1787.705772,3894.44,2.865,0.652168,0.652168,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,44,2009,3.934256996,3.147405597,0,374.4626668,1154.94986,1104.129928,2035.8,3.385,0.652168,0.652168,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,44,2010,3.869895943,3.147405597,0.190308508,328.0586922,1011.826743,967.3044934,1898.496,3.18,6.561784,6.561784,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,44,2011,3.870561417,3.147405597,0.108970613,274.3441941,846.1558832,808.923458,1368.216,3.69,6.561784,6.561784,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,44,2012,3.915688653,3.147405597,0.158412323,229.799446,708.7671523,677.5800856,1321.552,3.2,6.561781,6.561781,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,44,2013,3.934256996,3.147405597,0,338.9361857,1045.376041,999.3775602,1813.196,3.44,6.561784,6.561784,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,44,2014,3.930442657,3.147405597,0.043073618,358.7912074,1106.614601,1057.92151,1801.578,3.665,6.561784,6.561784,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,44,2015,3.934256996,3.147405597,0.164938469,660.0171017,2035.681328,1946.107582,3071.1,3.955,1.800131,1.800131,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,44,2016,3.86714948,3.147405597,0.255822262,441.0132314,1360.210817,1300.359023,1939.284,4.185,1.800131,1.800131,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,44,2017,3.88284587,3.147405597,0.157986185,727.4501684,2243.664174,2144.938797,3317.76,4.035,1.800131,1.800131,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,44,2018,3.919174898,3.147405597,0.055585095,207.7079635,640.6307078,612.4417708,958,3.99,1.865741,1.865741,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,45,2009,3.18948889,2.693211335,1.060495217,374.4626668,1154.94986,1104.129928,2035.8,3.385,1.150429,1.150429,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,45,2010,2.844260545,2.693211335,1.200005898,328.0586922,1011.826743,967.3044934,1898.496,3.18,1.150429,1.150429,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,45,2011,3.040544838,2.693211335,1.350530487,274.3441941,846.1558832,808.923458,1368.216,3.69,1.150429,1.150429,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,45,2012,3.17109891,2.693211335,1.591363197,229.799446,708.7671523,677.5800856,1321.552,3.2,1.15043,1.15043,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,45,2013,2.908336915,2.693211335,0.824483518,338.9361857,1045.376041,999.3775602,1813.196,3.44,1.375677,1.375677,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,45,2014,3.233113208,2.693211335,1.451214928,358.7912074,1106.614601,1057.92151,1801.578,3.665,1.375677,1.375677,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,45,2015,3.314204937,2.693211335,1.365493747,660.0171017,2035.681328,1946.107582,3071.1,3.955,1.375676,1.375676,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,45,2016,3.312872863,2.693211335,1.364391454,441.0132314,1360.210817,1300.359023,1939.284,4.185,1.375676,1.375676,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,45,2017,3.163339128,2.693211335,1.421114177,727.4501684,2243.664174,2144.938797,3317.76,4.035,1.375676,1.375676,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,45,2018,3.126095611,2.693211335,1.354996395,207.7079635,640.6307078,612.4417708,958,3.99,1.375676,1.375676,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,47,2008,3.296450515,2.637160412,0.382116706,606.295558,1869.988738,1787.705772,3894.44,2.865,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,47,2009,3.245546095,2.637160412,0.368026307,374.4626668,1154.94986,1104.129928,2035.8,3.385,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,47,2010,3.081006119,2.637160412,0.703513804,328.0586922,1011.826743,967.3044934,1898.496,3.18,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,47,2011,3.148774058,2.637160412,0.644762456,274.3441941,846.1558832,808.923458,1368.216,3.69,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,47,2012,3.215111956,2.637160412,0.864100557,229.799446,708.7671523,677.5800856,1321.552,3.2,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,47,2013,3.148399299,2.637160412,0.200309778,338.9361857,1045.376041,999.3775602,1813.196,3.44,1.184296,1.184296,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,47,2014,3.191881267,2.637160412,0.785251916,358.7912074,1106.614601,1057.92151,1801.578,3.665,2.388873,2.388873,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,47,2015,3.245546095,2.637160412,0.762063956,660.0171017,2035.681328,1946.107582,3071.1,3.955,2.388872,2.388872,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,47,2016,3.245546095,2.637160412,0.956204087,441.0132314,1360.210817,1300.359023,1939.284,4.185,2.388872,2.388872,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,47,2017,3.12794562,2.637160412,0.973062489,727.4501684,2243.664174,2144.938797,3317.76,4.035,2.388872,2.388872,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,47,2018,3.144934437,2.637160412,0.701341164,207.7079635,640.6307078,612.4417708,958,3.99,2.388872,2.388872,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,48,2017,3.229132652,2.716507309,0.568639246,727.4501684,2243.664174,2144.938797,3317.76,4.035,0.704201,0.704201,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,48,2018,3.314363993,2.716507309,0.433062567,207.7079635,640.6307078,612.4417708,958,3.99,0.704201,0.704201,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,49,2012,3.274639117,2.740656303,0.421003332,229.799446,708.7671523,677.5800856,1321.552,3.2,1.696493,1.696493,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,49,2013,3.313356093,2.740656303,0.089971429,338.9361857,1045.376041,999.3775602,1813.196,3.44,1.696493,1.696493,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,49,2014,3.39945175,2.740656303,0.160763639,358.7912074,1106.614601,1057.92151,1801.578,3.665,1.696493,1.696493,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,49,2015,3.425820379,2.740656303,0.159689124,660.0171017,2035.681328,1946.107582,3071.1,3.955,1.696493,1.696493,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,49,2016,3.341996399,2.740656303,0.320086791,441.0132314,1360.210817,1300.359023,1939.284,4.185,1.696493,1.696493,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,49,2017,3.284707842,2.740656303,0.262390852,727.4501684,2243.664174,2144.938797,3317.76,4.035,1.426063,1.426063,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,49,2018,3.369482512,2.740656303,0.249573127,207.7079635,640.6307078,612.4417708,958,3.99,1.426063,1.426063,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,55,2008,3.622761901,2.951462011,0.491458271,606.295558,1869.988738,1787.705772,3894.44,2.865,13.533802,0,13.533802,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,11157.5706,6893.580533
CANEBERRY,55,2009,3.594620386,2.951462011,0.281803052,374.4626668,1154.94986,1104.129928,2035.8,3.385,60.395591,46.296005,14.099586,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6891.183,4257.640545
CANEBERRY,55,2010,3.344009419,2.951462011,0.635451292,328.0586922,1011.826743,967.3044934,1898.496,3.18,60.395591,46.296005,14.099586,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,55,2011,3.498672916,2.951462011,0.410655742,274.3441941,846.1558832,808.923458,1368.216,3.69,60.395591,46.296005,14.099586,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,55,2012,3.1911922,2.951462011,1.03130347,229.799446,708.7671523,677.5800856,1321.552,3.2,60.395597,46.296009,14.099588,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,55,2013,3.286948492,2.951462011,0.395493369,338.9361857,1045.376041,999.3775602,1813.196,3.44,51.589442,19.659903,31.929539,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,55,2014,3.418973112,2.951462011,0.52940275,358.7912074,1106.614601,1057.92151,1801.578,3.665,51.589442,19.659903,31.929539,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,55,2015,3.677385267,2.951462011,0.442441939,660.0171017,2035.681328,1946.107582,3071.1,3.955,51.589437,19.6599,31.929537,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,55,2016,3.575718937,2.951462011,0.801346543,441.0132314,1360.210817,1300.359023,1939.284,4.185,22.221123,12.53868,9.682443,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,55,2017,3.537879219,2.951462011,0.844627728,727.4501684,2243.664174,2144.938797,3317.76,4.035,22.221123,12.53868,9.682443,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,55,2018,3.525564196,2.951462011,0.645816231,207.7079635,640.6307078,612.4417708,958,3.99,20.930218,12.611912,8.318306,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CANEBERRY,57,2010,3.32981106,2.908474418,0.563697464,328.0586922,1011.826743,967.3044934,1898.496,3.18,12.359624,12.359624,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6037.21728,3730.027351
CANEBERRY,57,2011,3.46287216,2.908474418,0.383588921,274.3441941,846.1558832,808.923458,1368.216,3.69,12.359624,12.359624,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,5048.71704,3119.293505
CANEBERRY,57,2012,3.206316963,2.908474418,0.930944309,229.799446,708.7671523,677.5800856,1321.552,3.2,12.359624,12.359624,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,4228.9664,2612.819716
CANEBERRY,57,2013,3.300542407,2.908474418,0.33859977,338.9361857,1045.376041,999.3775602,1813.196,3.44,4.353398,4.353398,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6237.39424,3853.704453
CANEBERRY,57,2014,3.402851251,2.908474418,0.49802561,358.7912074,1106.614601,1057.92151,1801.578,3.665,4.353398,4.353398,0,"RASPBERRIES, RED","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,6602.78337,4079.456051
CANEBERRY,57,2015,3.632533367,2.908474418,0.410959754,660.0171017,2035.681328,1946.107582,3071.1,3.955,4.353389,4.353389,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,12146.2005,7504.394488
CANEBERRY,57,2016,3.556105839,2.908474418,0.732200092,441.0132314,1360.210817,1300.359023,1939.284,4.185,10.616454,10.616454,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,8115.90354,5014.320469
CANEBERRY,57,2017,3.497279387,2.908474418,0.816178804,727.4501684,2243.664174,2144.938797,3317.76,4.035,10.616454,10.616454,0,"RASPBERRIES, FRESH MARKET","RASPBERRIES, RED, UTILIZED",Raspberries (Red),Blackberry,13387.1616,8271.108461
CANEBERRY,57,2018,3.487416033,2.908474418,0.569660416,207.7079635,640.6307078,612.4417708,958,3.99,10.616454,10.616454,0,RASPBERRIES,RASPBERRIES,Raspberries (Red),Blackberry,3822.42,2361.639558
CHERRY,2,2016,2.320213377,1.904150566,0.911646211,727.2903419,2638.847161,4092.045159,2458.1,5.4,2.162752,0,2.162752,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,13273.74,5815.557338
CHERRY,2,2017,2.269913444,1.904150566,0.804201238,666.1881214,2417.148327,3748.258048,1853.44,6.56,2.162752,0,2.162752,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,12158.5664,5326.971904
CHERRY,2,2018,2.260694449,1.904150566,0.987796424,586.8187536,2129.170309,3301.692188,1750,6.12,2.162752,0,2.162752,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,10710,4692.31875
CHERRY,7,2015,2.336030348,2.142007725,3.224807677,688.1342771,2496.776155,3871.736465,2086.23,6.02,0.85624,0.85624,0,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,12559.1046,5502.457703
CHERRY,7,2016,2.037156729,2.142007725,3.486845891,727.2903419,2638.847161,4092.045159,2458.1,5.4,0.85624,0.85624,0,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,13273.74,5815.557338
CHERRY,7,2017,2.151771838,2.142007725,3.546747773,666.1881214,2417.148327,3748.258048,1853.44,6.56,0.85624,0.85624,0,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,12158.5664,5326.971904
CHERRY,7,2018,2.268751655,2.142007725,3.545465883,586.8187536,2129.170309,3301.692188,1750,6.12,0.856239,0.856239,0,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,10710,4692.31875
CHERRY,18,2012,2.319139689,1.965392172,0.97663285,865.1800593,3139.156141,4867.871426,2034.84,7.76,1.509639,0,1.509639,"CHERRIES, SWEET","CHERRIES, SWEET",Cherries (Bing),CherryNoCover,15790.3584,6918.150774
