i,g,year,xwater,ETc,Pe,omegaland,omegasupply,omegalabor,p,y,TotalAcres,xland,NonIrrigatedAcres,MarginalProfit,MarginalRevenue
BEAN,39-EW,2012,1.649496291,1.319597033,0.084929425,421.592,427.0364,183.0156,938.3912,1.1,137.739256,137.739256,0,0.58632,1032.23032
BEAN,39-EW,2013,1.649496291,1.319597033,0.008018662,421.592,427.0364,183.0156,938.3912,1.1,137.739263,137.739263,0,0.58632,1032.23032
BEAN,39-EW,2014,1.649496291,1.319597033,0,421.592,427.0364,183.0156,938.3912,1.1,410.417774,410.417774,0,0.58632,1032.23032
BEAN,39-EW,2015,1.649496291,1.319597033,0.152386829,421.592,427.0364,183.0156,938.3912,1.1,199.140085,199.140085,0,0.58632,1032.23032
BEAN,39-EW,2016,1.649496291,1.319597033,0.218681429,421.592,427.0364,183.0156,938.3912,1.1,199.140085,199.140085,0,0.58632,1032.23032
BEAN,39-EW,2017,1.649496291,1.319597033,0.139044564,421.592,427.0364,183.0156,938.3912,1.1,199.140085,199.140085,0,0.58632,1032.23032
BEAN,39-EW,2018,1.649496291,1.319597033,0.005420842,421.592,427.0364,183.0156,938.3912,1.1,268.382895,268.382895,0,0.58632,1032.23032
BEAN,39-KRD,2014,1.569166843,1.261568222,0.970344093,421.592,427.0364,183.0156,938.3912,1.1,80.224488,80.224488,0,0.58632,1032.23032
BEAN,39-KRD,2018,1.576960277,1.261568222,0.790769931,421.592,427.0364,183.0156,938.3912,1.1,145.717826,145.717826,0,0.58632,1032.23032
BEAN,40,2015,1.785699396,1.447757462,0.160375615,421.592,427.0364,183.0156,938.3912,1.1,139.258052,139.258052,0,0.58632,1032.23032
BEAN,40,2016,1.809696828,1.447757462,0.191914998,421.592,427.0364,183.0156,938.3912,1.1,139.258052,139.258052,0,0.58632,1032.23032
BEAN,40,2017,1.809696828,1.447757462,0.120495163,421.592,427.0364,183.0156,938.3912,1.1,139.258052,139.258052,0,0.58632,1032.23032
BEAN,41,2008,1.901755518,1.521404414,0,421.592,427.0364,183.0156,938.3912,1.1,14472.39814,14253.99057,218.407568,0.58632,1032.23032
BEAN,41,2008,1.901755518,1.521404414,0,421.592,427.0364,183.0156,938.3912,1.1,21134.73393,21113.64478,21.089155,0.58632,1032.23032
BEAN,41,2009,1.901755518,1.521404414,0,421.592,427.0364,183.0156,938.3912,1.1,1476.955736,1476.955736,0,0.58632,1032.23032
BEAN,41,2009,1.901755518,1.521404414,0,421.592,427.0364,183.0156,938.3912,1.1,41097.8908,40545.01076,552.88004,0.58632,1032.23032
BEAN,41,2010,1.881266778,1.521404414,0.07860957,421.592,427.0364,183.0156,938.3912,1.1,42764.56195,42525.65973,238.902214,0.58632,1032.23032
BEAN,41,2011,1.894199166,1.521404414,0.006045081,421.592,427.0364,183.0156,938.3912,1.1,44811.24731,44795.54913,15.69818,0.58632,1032.23032
BEAN,41,2012,1.862351481,1.521404414,0.115148384,421.592,427.0364,183.0156,938.3912,1.1,44631.60479,44117.90723,513.697557,0.58632,1032.23032
BEAN,41,2013,1.890001375,1.521404414,0.009403314,421.592,427.0364,183.0156,938.3912,1.1,42583.12106,42069.33606,513.785002,0.58632,1032.23032
BEAN,41,2014,1.901755518,1.521404414,0,421.592,427.0364,183.0156,938.3912,1.1,49949.99744,49836.63356,113.363877,0.58632,1032.23032
BEAN,41,2015,1.901755518,1.521404414,0.10454926,421.592,427.0364,183.0156,938.3912,1.1,47502.82717,47389.48601,113.341161,0.58632,1032.23032
BEAN,41,2016,1.901755518,1.521404414,0.189171034,421.592,427.0364,183.0156,938.3912,1.1,47568.39379,47077.53459,490.859207,0.58632,1032.23032
BEAN,41,2017,1.901755518,1.521404414,0.096164868,421.592,427.0364,183.0156,938.3912,1.1,23.47456,23.47456,0,0.58632,1032.23032
BEAN,41,2017,1.901755518,1.521404414,0.096164868,421.592,427.0364,183.0156,938.3912,1.1,43982.39555,43486.84655,495.549003,0.58632,1032.23032
BEAN,41,2018,1.901755518,1.521404414,0.024511676,421.592,427.0364,183.0156,938.3912,1.1,794.694722,794.694722,0,0.58632,1032.23032
BEAN,41,2018,1.901755518,1.521404414,0.024511676,421.592,427.0364,183.0156,938.3912,1.1,45263.87606,42566.42998,2697.446074,0.58632,1032.23032
BEAN,42,2008,1.919109981,1.535287985,0,421.592,427.0364,183.0156,938.3912,1.1,1898.476988,1898.476988,0,0.58632,1032.23032
BEAN,42,2008,1.919109981,1.535287985,0,421.592,427.0364,183.0156,938.3912,1.1,319.479928,319.479928,0,0.58632,1032.23032
BEAN,42,2009,1.919109981,1.535287985,0,421.592,427.0364,183.0156,938.3912,1.1,3628.291477,3628.291477,0,0.58632,1032.23032
BEAN,42,2010,1.854969134,1.535287985,0.092965761,421.592,427.0364,183.0156,938.3912,1.1,3455.712866,3274.572521,181.140345,0.58632,1032.23032
BEAN,42,2011,1.880953706,1.535287985,0.054960846,421.592,427.0364,183.0156,938.3912,1.1,3089.283538,2908.143193,181.140345,0.58632,1032.23032
BEAN,42,2012,1.836259554,1.535287985,0.17242062,421.592,427.0364,183.0156,938.3912,1.1,2998.863604,2998.863604,0,0.58632,1032.23032
BEAN,42,2013,1.903734765,1.535287985,0.012300173,421.592,427.0364,183.0156,938.3912,1.1,2997.161407,2997.161407,0,0.58632,1032.23032
BEAN,42,2014,1.919109981,1.535287985,0,421.592,427.0364,183.0156,938.3912,1.1,2826.382845,2826.382845,0,0.58632,1032.23032
BEAN,42,2015,1.919109981,1.535287985,0.123606574,421.592,427.0364,183.0156,938.3912,1.1,2121.048171,2121.048171,0,0.58632,1032.23032
BEAN,42,2016,1.919109981,1.535287985,0.194716624,421.592,427.0364,183.0156,938.3912,1.1,2072.813007,2067.655989,5.157018,0.58632,1032.23032
BEAN,42,2017,1.919109981,1.535287985,0.116155165,421.592,427.0364,183.0156,938.3912,1.1,1367.073521,1209.987624,157.085897,0.58632,1032.23032
BEAN,42,2018,1.919109981,1.535287985,0.036675496,421.592,427.0364,183.0156,938.3912,1.1,1367.073521,1209.987624,157.085897,0.58632,1032.23032
BEAN,43,2008,1.971905751,1.577524601,0.067381507,421.592,427.0364,183.0156,938.3912,1.1,1988.481904,1908.512691,79.969213,0.58632,1032.23032
BEAN,43,2008,1.971905751,1.577524601,0.067381507,421.592,427.0364,183.0156,938.3912,1.1,639.621111,639.621111,0,0.58632,1032.23032
BEAN,43,2009,1.971905751,1.577524601,0.013469919,421.592,427.0364,183.0156,938.3912,1.1,2612.772596,2280.873154,331.899442,0.58632,1032.23032
BEAN,43,2009,1.971905751,1.577524601,0.013469919,421.592,427.0364,183.0156,938.3912,1.1,2415.232011,1577.727168,837.504843,0.58632,1032.23032
BEAN,43,2010,1.888672585,1.577524601,0.201710878,421.592,427.0364,183.0156,938.3912,1.1,3830.929662,2606.249645,1224.680017,0.58632,1032.23032
BEAN,43,2011,1.935134012,1.577524601,0.066709651,421.592,427.0364,183.0156,938.3912,1.1,3382.547212,3009.002886,373.544326,0.58632,1032.23032
BEAN,43,2012,1.858410616,1.577524601,0.330063727,421.592,427.0364,183.0156,938.3912,1.1,3104.498844,2786.23024,318.268604,0.58632,1032.23032
BEAN,43,2013,1.92733941,1.577524601,0.035653072,421.592,427.0364,183.0156,938.3912,1.1,4923.605096,4470.262992,453.342104,0.58632,1032.23032
BEAN,43,2014,1.971905751,1.577524601,0.05511042,421.592,427.0364,183.0156,938.3912,1.1,4890.617493,4437.275389,453.342104,0.58632,1032.23032
BEAN,43,2015,1.971905751,1.577524601,0.161354139,421.592,427.0364,183.0156,938.3912,1.1,3351.882377,2611.246992,740.635385,0.58632,1032.23032
BEAN,43,2016,1.971905751,1.577524601,0.337258288,421.592,427.0364,183.0156,938.3912,1.1,3478.378867,2733.679613,744.699254,0.58632,1032.23032
BEAN,43,2017,1.971905751,1.577524601,0.250971722,421.592,427.0364,183.0156,938.3912,1.1,1432.452688,8.515706,1423.936982,0.58632,1032.23032
BEAN,43,2017,1.971905751,1.577524601,0.250971722,421.592,427.0364,183.0156,938.3912,1.1,7665.482767,2045.455918,5620.026849,0.58632,1032.23032
BEAN,43,2018,1.971905751,1.577524601,0.122758932,421.592,427.0364,183.0156,938.3912,1.1,7035.876184,1592.888713,5442.987471,0.58632,1032.23032
BEAN,43,2018,1.971905751,1.577524601,0.122758932,421.592,427.0364,183.0156,938.3912,1.1,1973.368984,333.138425,1640.230559,0.58632,1032.23032
BEAN,44,2008,1.801754649,1.441403719,0.010642439,421.592,427.0364,183.0156,938.3912,1.1,782.609577,240.807166,541.802411,0.58632,1032.23032
BEAN,44,2009,1.801754649,1.441403719,0,421.592,427.0364,183.0156,938.3912,1.1,199.545624,38.629743,160.915881,0.58632,1032.23032
BEAN,44,2010,1.741756117,1.441403719,0.196978474,421.592,427.0364,183.0156,938.3912,1.1,188.183179,0,188.183179,0.58632,1032.23032
BEAN,44,2011,1.765492885,1.441403719,0.111144103,421.592,427.0364,183.0156,938.3912,1.1,27.267298,0,27.267298,0.58632,1032.23032
BEAN,44,2012,1.798144665,1.441403719,0.155421072,421.592,427.0364,183.0156,938.3912,1.1,373.665406,0,373.665406,0.58632,1032.23032
BEAN,44,2015,1.801754649,1.441403719,0.161389204,421.592,427.0364,183.0156,938.3912,1.1,59.551903,59.551903,0,0.58632,1032.23032
BEAN,44,2016,1.801754649,1.441403719,0.261343387,421.592,427.0364,183.0156,938.3912,1.1,59.551903,59.551903,0,0.58632,1032.23032
BEAN,44,2017,1.801754649,1.441403719,0.162946909,421.592,427.0364,183.0156,938.3912,1.1,2025.717721,0,2025.717721,0.58632,1032.23032
BEAN,44,2018,1.801754649,1.441403719,0.067759111,421.592,427.0364,183.0156,938.3912,1.1,1865.155411,0,1865.155411,0.58632,1032.23032
BEAN,48,2017,1.559803724,1.247842979,0.56770284,421.592,427.0364,183.0156,938.3912,1.1,39.737473,38.828044,0.909429,0.58632,1032.23032
BEAN,48,2018,1.559803724,1.247842979,0.432505989,421.592,427.0364,183.0156,938.3912,1.1,39.737473,38.828044,0.909429,0.58632,1032.23032
BEAN,49,2014,1.573963416,1.259170733,0.160480119,421.592,427.0364,183.0156,938.3912,1.1,65.936512,65.936512,0,0.58632,1032.23032
BEAN,49,2015,1.573963416,1.259170733,0.159233877,421.592,427.0364,183.0156,938.3912,1.1,65.936497,65.936497,0,0.58632,1032.23032
BEAN,49,2016,1.549280404,1.259170733,0.319487938,421.592,427.0364,183.0156,938.3912,1.1,65.936497,65.936497,0,0.58632,1032.23032
BEAN,5,2008,0.875905482,1.013981334,2.704129461,421.592,427.0364,183.0156,938.3912,1.1,382.826701,62.941888,319.884813,0.58632,1032.23032
BEAN,5,2009,1.229656318,1.013981334,2.899398093,421.592,427.0364,183.0156,938.3912,1.1,318.402249,49.462749,268.9395,0.58632,1032.23032
BEAN,5,2010,1.036202363,1.013981334,2.974939038,421.592,427.0364,183.0156,938.3912,1.1,318.402249,49.462749,268.9395,0.58632,1032.23032
BEAN,5,2011,1.104969625,1.013981334,3.457251702,421.592,427.0364,183.0156,938.3912,1.1,1.062654,1.062654,0,0.58632,1032.23032
BEAN,5,2012,0.913554764,1.013981334,3.988326203,421.592,427.0364,183.0156,938.3912,1.1,1.062655,1.062655,0,0.58632,1032.23032
BEAN,5,2013,1.018349799,1.013981334,2.782575915,421.592,427.0364,183.0156,938.3912,1.1,1.062654,1.062654,0,0.58632,1032.23032
BEAN,5,2014,1.080820077,1.013981334,3.932214392,421.592,427.0364,183.0156,938.3912,1.1,1.062654,1.062654,0,0.58632,1032.23032
BEAN,50,2017,1.725356706,1.380285365,0.193957659,421.592,427.0364,183.0156,938.3912,1.1,43.49751,0,43.49751,0.58632,1032.23032
BEAN,50,2018,1.725356706,1.380285365,0.148965739,421.592,427.0364,183.0156,938.3912,1.1,59.763974,59.763974,0,0.58632,1032.23032
BEAN,53,2011,1.896555359,1.546005012,0.109892503,421.592,427.0364,183.0156,938.3912,1.1,29.257917,29.257917,0,0.58632,1032.23032
BEAN,53,2012,1.795486803,1.546005012,0.32659415,421.592,427.0364,183.0156,938.3912,1.1,29.257917,29.257917,0,0.58632,1032.23032
BEAN,53,2013,1.891191206,1.546005012,0.033052047,421.592,427.0364,183.0156,938.3912,1.1,125.488671,0,125.488671,0.58632,1032.23032
BEAN,53,2014,1.932506265,1.546005012,0.056754715,421.592,427.0364,183.0156,938.3912,1.1,125.488671,0,125.488671,0.58632,1032.23032
BEAN,53,2015,1.921277462,1.546005012,0.16839219,421.592,427.0364,183.0156,938.3912,1.1,947.222652,0,947.222652,0.58632,1032.23032
BEAN,53,2016,1.932506265,1.546005012,0.36302741,421.592,427.0364,183.0156,938.3912,1.1,947.222652,0,947.222652,0.58632,1032.23032
BEAN,53,2017,1.920574011,1.546005012,0.262900071,421.592,427.0364,183.0156,938.3912,1.1,1278.373487,0,1278.373487,0.58632,1032.23032
BEAN,53,2018,1.932506265,1.546005012,0.137403182,421.592,427.0364,183.0156,938.3912,1.1,1278.373487,0,1278.373487,0.58632,1032.23032
BEAN,54,2009,1.69726037,1.357808296,0.109133356,421.592,427.0364,183.0156,938.3912,1.1,634.140227,634.140227,0,0.58632,1032.23032
BEAN,54,2010,1.526958106,1.357808296,0.444463491,421.592,427.0364,183.0156,938.3912,1.1,500.133389,500.133389,0,0.58632,1032.23032
BEAN,54,2012,1.547932134,1.357808296,0.59509109,421.592,427.0364,183.0156,938.3912,1.1,131.910254,131.910254,0,0.58632,1032.23032
BEAN,54,2013,1.58160928,1.357808296,0.133964965,421.592,427.0364,183.0156,938.3912,1.1,131.907999,131.907999,0,0.58632,1032.23032
BEAN,54,2014,1.682150368,1.357808296,0.211798115,421.592,427.0364,183.0156,938.3912,1.1,404.369792,397.727758,6.642034,0.58632,1032.23032
BEAN,54,2015,1.688152569,1.357808296,0.309463816,421.592,427.0364,183.0156,938.3912,1.1,483.481787,476.839756,6.642031,0.58632,1032.23032
BEAN,54,2016,1.69726037,1.357808296,0.533319424,421.592,427.0364,183.0156,938.3912,1.1,666.185021,228.370639,437.814382,0.58632,1032.23032
BEAN,54,2017,1.69726037,1.357808296,0.550136263,421.592,427.0364,183.0156,938.3912,1.1,2404.892378,635.810808,1769.08157,0.58632,1032.23032
BEAN,54,2018,1.69726037,1.357808296,0.288728761,421.592,427.0364,183.0156,938.3912,1.1,3368.076457,767.769295,2600.307162,0.58632,1032.23032
BEAN,55,2008,1.698596598,1.386254731,0.486746598,421.592,427.0364,183.0156,938.3912,1.1,412.938155,0,412.938155,0.58632,1032.23032
BEAN,55,2013,1.492574823,1.386254731,0.386216588,421.592,427.0364,183.0156,938.3912,1.1,159.168566,5.273713,153.894853,0.58632,1032.23032
BEAN,55,2014,1.622705571,1.386254731,0.522427629,421.592,427.0364,183.0156,938.3912,1.1,159.168566,5.273713,153.894853,0.58632,1032.23032
BEAN,55,2015,1.723254259,1.386254731,0.440488448,421.592,427.0364,183.0156,938.3912,1.1,171.870765,5.273714,166.597051,0.58632,1032.23032
BEAN,55,2016,1.680324315,1.386254731,0.795933003,421.592,427.0364,183.0156,938.3912,1.1,1779.700737,11.300178,1768.400559,0.58632,1032.23032
BEAN,55,2017,1.705122486,1.386254731,0.838632649,421.592,427.0364,183.0156,938.3912,1.1,1806.180362,11.300178,1794.880184,0.58632,1032.23032
BEAN,55,2018,1.726151132,1.386254731,0.638609352,421.592,427.0364,183.0156,938.3912,1.1,1911.11104,4.9132,1906.19784,0.58632,1032.23032
BEAN,56,2008,1.642624875,1.3140999,0.242400064,421.592,427.0364,183.0156,938.3912,1.1,25656.48679,0,25656.48679,0.58632,1032.23032
BEAN,56,2009,1.642624875,1.3140999,0.161258811,421.592,427.0364,183.0156,938.3912,1.1,22314.1524,0,22314.1524,0.58632,1032.23032
BEAN,56,2009,1.642624875,1.3140999,0.161258811,421.592,427.0364,183.0156,938.3912,1.1,3388.337389,0,3388.337389,0.58632,1032.23032
BEAN,56,2010,1.532679852,1.3140999,0.334572419,421.592,427.0364,183.0156,938.3912,1.1,26734.42719,0,26734.42719,0.58632,1032.23032
BEAN,56,2011,1.613595272,1.3140999,0.278697034,421.592,427.0364,183.0156,938.3912,1.1,26403.92324,0,26403.92324,0.58632,1032.23032
BEAN,56,2012,1.505300347,1.3140999,0.721520304,421.592,427.0364,183.0156,938.3912,1.1,27034.80753,197.136816,26837.67071,0.58632,1032.23032
BEAN,56,2013,1.537720818,1.3140999,0.220227108,421.592,427.0364,183.0156,938.3912,1.1,27417.79721,197.13682,27220.66039,0.58632,1032.23032
BEAN,56,2014,1.566326997,1.3140999,0.453231461,421.592,427.0364,183.0156,938.3912,1.1,29128.98808,0,29128.98808,0.58632,1032.23032
BEAN,56,2015,1.642624875,1.3140999,0.335200214,421.592,427.0364,183.0156,938.3912,1.1,29128.985,0,29128.985,0.58632,1032.23032
BEAN,56,2016,1.642624875,1.3140999,0.588459977,421.592,427.0364,183.0156,938.3912,1.1,24041.76455,0,24041.76455,0.58632,1032.23032
BEAN,56,2016,1.642624875,1.3140999,0.588459977,421.592,427.0364,183.0156,938.3912,1.1,13972.98841,0,13972.98841,0.58632,1032.23032
BEAN,56,2017,1.63911041,1.3140999,0.752897789,421.592,427.0364,183.0156,938.3912,1.1,32898.75506,0,32898.75506,0.58632,1032.23032
BEAN,56,2017,1.63911041,1.3140999,0.752897789,421.592,427.0364,183.0156,938.3912,1.1,5115.997934,0,5115.997934,0.58632,1032.23032
BEAN,56,2018,1.623067003,1.3140999,0.333919778,421.592,427.0364,183.0156,938.3912,1.1,26549.66992,0,26549.66992,0.58632,1032.23032
BEAN,56,2018,1.623067003,1.3140999,0.333919778,421.592,427.0364,183.0156,938.3912,1.1,4386.855689,0,4386.855689,0.58632,1032.23032
BEAN,57,2008,1.687814546,1.365291112,0.400330033,421.592,427.0364,183.0156,938.3912,1.1,423.69537,0,423.69537,0.58632,1032.23032
BEAN,57,2009,1.691306882,1.365291112,0.242107675,421.592,427.0364,183.0156,938.3912,1.1,180.30371,0,180.30371,0.58632,1032.23032
BEAN,57,2010,1.476265592,1.365291112,0.551943913,421.592,427.0364,183.0156,938.3912,1.1,144.55814,0,144.55814,0.58632,1032.23032
BEAN,57,2011,1.675607159,1.365291112,0.373101262,421.592,427.0364,183.0156,938.3912,1.1,144.55814,0,144.55814,0.58632,1032.23032
BEAN,57,2012,1.447913878,1.365291112,0.912926508,421.592,427.0364,183.0156,938.3912,1.1,206.630132,0,206.630132,0.58632,1032.23032
BEAN,57,2013,1.514966767,1.365291112,0.325186081,421.592,427.0364,183.0156,938.3912,1.1,205.750157,6.517433,199.232724,0.58632,1032.23032
BEAN,57,2014,1.608964336,1.365291112,0.484926133,421.592,427.0364,183.0156,938.3912,1.1,6.517433,6.517433,0,0.58632,1032.23032
BEAN,57,2015,1.704499228,1.365291112,0.406573957,421.592,427.0364,183.0156,938.3912,1.1,6.517428,6.517428,0,0.58632,1032.23032
BEAN,57,2016,1.689997557,1.365291112,0.72184271,421.592,427.0364,183.0156,938.3912,1.1,61.052171,0,61.052171,0.58632,1032.23032
BEAN,57,2017,1.687603363,1.365291112,0.803626481,421.592,427.0364,183.0156,938.3912,1.1,61.052169,0,61.052169,0.58632,1032.23032
BEAN,6,2008,0.972722418,0.869993633,0.721671372,421.592,427.0364,183.0156,938.3912,1.1,100.37308,0,100.37308,0.58632,1032.23032
BEAN,6,2009,1.065479198,0.869993633,0.718552841,421.592,427.0364,183.0156,938.3912,1.1,100.37308,0,100.37308,0.58632,1032.23032
BEAN,6,2010,0.994151073,0.869993633,0.793985472,421.592,427.0364,183.0156,938.3912,1.1,101.637499,0,101.637499,0.58632,1032.23032
BEAN,6,2011,1.065479198,0.869993633,0.834453298,421.592,427.0364,183.0156,938.3912,1.1,1.264419,0,1.264419,0.58632,1032.23032
BEAN,6,2012,0.89114413,0.869993633,1.24973484,421.592,427.0364,183.0156,938.3912,1.1,4.854112,0,4.854112,0.58632,1032.23032
BEAN,6,2013,1.065479198,0.869993633,0.566286018,421.592,427.0364,183.0156,938.3912,1.1,4.85411,0,4.85411,0.58632,1032.23032
BEAN,6,2014,1.065479198,0.869993633,0.925053188,421.592,427.0364,183.0156,938.3912,1.1,6.42016,0,6.42016,0.58632,1032.23032
BEAN,6,2015,1.086850304,0.869993633,0.959776134,421.592,427.0364,183.0156,938.3912,1.1,6.420159,0,6.420159,0.58632,1032.23032
BEAN,6,2016,1.011663092,0.869993633,0.915817694,421.592,427.0364,183.0156,938.3912,1.1,6.420159,0,6.420159,0.58632,1032.23032
BEAN,6,2017,1.065479198,0.869993633,0.776026596,421.592,427.0364,183.0156,938.3912,1.1,1.055891,0,1.055891,0.58632,1032.23032
BEAN,6,2018,1.087492041,0.869993633,0.884206475,421.592,427.0364,183.0156,938.3912,1.1,1.055891,0,1.055891,0.58632,1032.23032
BEAN,7,2009,1.143799912,0.953624048,2.995352188,421.592,427.0364,183.0156,938.3912,1.1,109.647133,44.97709,64.670043,0.58632,1032.23032
BEAN,7,2010,0.908708329,0.953624048,3.279880328,421.592,427.0364,183.0156,938.3912,1.1,109.647133,44.97709,64.670043,0.58632,1032.23032
BEAN,7,2011,0.910306645,0.953624048,3.710170458,421.592,427.0364,183.0156,938.3912,1.1,193.563799,44.977082,148.586717,0.58632,1032.23032
BEAN,7,2012,0.853592484,0.953624048,4.005514861,421.592,427.0364,183.0156,938.3912,1.1,299.064157,37.478354,261.585803,0.58632,1032.23032
BEAN,7,2013,0.948632093,0.953624048,3.136373223,421.592,427.0364,183.0156,938.3912,1.1,911.254458,341.497484,569.756974,0.58632,1032.23032
BEAN,7,2014,0.90846299,0.953624048,3.900430922,421.592,427.0364,183.0156,938.3912,1.1,911.254458,341.497484,569.756974,0.58632,1032.23032
BEAN,7,2015,1.100194228,0.953624048,3.229272333,421.592,427.0364,183.0156,938.3912,1.1,82.549008,0,82.549008,0.58632,1032.23032
BEAN,7,2016,0.922390757,0.953624048,3.482799229,421.592,427.0364,183.0156,938.3912,1.1,82.549007,0,82.549007,0.58632,1032.23032
BEAN,7,2017,1.066554591,0.953624048,3.536019458,421.592,427.0364,183.0156,938.3912,1.1,82.549007,0,82.549007,0.58632,1032.23032
BLUEBERRY,1,2008,1.46745557,1.635896301,2.045376597,4254.082,12661.36348,5426.298636,4131.7,6.140473171,2975.825089,2473.859782,501.965307,3028.84888,25370.593
BLUEBERRY,1,2009,1.612625591,1.635896301,2.102371413,4254.082,12661.36348,5426.298636,4131.7,6.140473171,3445.325161,3417.456045,27.869116,3028.84888,25370.593
BLUEBERRY,1,2010,1.466481077,1.635896301,2.290740685,4254.082,12661.36348,5426.298636,4131.7,6.140473171,3477.934855,3447.100574,30.834281,3028.84888,25370.593
BLUEBERRY,1,2011,1.410160637,1.635896301,2.377982146,4254.082,12661.36348,5426.298636,4131.7,6.140473171,3476.457874,3445.623593,30.834281,3028.84888,25370.593
BLUEBERRY,1,2012,1.264241227,1.635896301,2.793909025,4254.082,12661.36348,5426.298636,4131.7,6.140473171,4012.088398,3607.925052,404.163346,3028.84888,25370.593
BLUEBERRY,1,2013,1.404965038,1.635896301,2.05993897,4254.082,12661.36348,5426.298636,4131.7,6.140473171,4012.08837,3607.925033,404.163337,3028.84888,25370.593
BLUEBERRY,1,2014,1.388682914,1.635896301,2.812771578,4254.082,12661.36348,5426.298636,4131.7,6.140473171,5539.212212,4659.123593,880.088619,3028.84888,25370.593
BLUEBERRY,1,2015,1.8618084,1.635896301,2.293234141,4254.082,12661.36348,5426.298636,4131.7,6.140473171,5482.701996,4602.613442,880.088554,3028.84888,25370.593
BLUEBERRY,1,2016,1.836964939,1.635896301,2.458970969,4254.082,12661.36348,5426.298636,4131.7,6.140473171,6083.212703,6083.212703,0,3028.84888,25370.593
BLUEBERRY,1,2017,1.560403672,1.635896301,2.541350575,4254.082,12661.36348,5426.298636,4131.7,6.140473171,6083.212703,6083.212703,0,3028.84888,25370.593
BLUEBERRY,1,2018,1.690374933,1.635896301,2.380146576,4254.082,12661.36348,5426.298636,4131.7,6.140473171,6094.358233,6094.358233,0,3028.84888,25370.593
BLUEBERRY,10,2008,1.541086856,1.597441738,2.069974605,4254.082,12661.36348,5426.298636,4131.7,6.140473171,17.097513,10.23699,6.860523,3028.84888,25370.593
BLUEBERRY,10,2009,1.462398386,1.597441738,2.182059193,4254.082,12661.36348,5426.298636,4131.7,6.140473171,17.097513,10.23699,6.860523,3028.84888,25370.593
BLUEBERRY,10,2010,1.100250252,1.597441738,2.439029325,4254.082,12661.36348,5426.298636,4131.7,6.140473171,45.409171,25.634564,19.774607,3028.84888,25370.593
BLUEBERRY,10,2011,1.279511739,1.597441738,2.549724797,4254.082,12661.36348,5426.298636,4131.7,6.140473171,45.409171,25.634564,19.774607,3028.84888,25370.593
BLUEBERRY,10,2012,1.164703183,1.597441738,2.842262626,4254.082,12661.36348,5426.298636,4131.7,6.140473171,41.453987,21.000856,20.453131,3028.84888,25370.593
BLUEBERRY,10,2013,1.408958654,1.597441738,2.003793247,4254.082,12661.36348,5426.298636,4131.7,6.140473171,41.453982,21.000853,20.453129,3028.84888,25370.593
BLUEBERRY,10,2014,1.318803656,1.597441738,2.784261682,4254.082,12661.36348,5426.298636,4131.7,6.140473171,41.322166,27.235029,14.087137,3028.84888,25370.593
BLUEBERRY,10,2015,1.774044914,1.597441738,2.319683384,4254.082,12661.36348,5426.298636,4131.7,6.140473171,41.967488,27.235029,14.732459,3028.84888,25370.593
BLUEBERRY,10,2016,1.653517166,1.597441738,2.44989395,4254.082,12661.36348,5426.298636,4131.7,6.140473171,41.967488,27.235029,14.732459,3028.84888,25370.593
BLUEBERRY,10,2017,1.456427363,1.597441738,2.710967336,4254.082,12661.36348,5426.298636,4131.7,6.140473171,44.555028,29.822569,14.732459,3028.84888,25370.593
BLUEBERRY,10,2018,1.711828286,1.597441738,2.130562265,4254.082,12661.36348,5426.298636,4131.7,6.140473171,44.462364,30.375228,14.087136,3028.84888,25370.593
BLUEBERRY,11,2008,1.728500009,1.57337922,1.454256202,4254.082,12661.36348,5426.298636,4131.7,6.140473171,7.429613,7.429613,0,3028.84888,25370.593
BLUEBERRY,11,2009,1.504722134,1.57337922,1.907517247,4254.082,12661.36348,5426.298636,4131.7,6.140473171,7.429613,7.429613,0,3028.84888,25370.593
BLUEBERRY,11,2010,1.258939052,1.57337922,1.955546264,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.015767,10.393817,2.62195,3028.84888,25370.593
BLUEBERRY,11,2011,1.421115634,1.57337922,1.840369888,4254.082,12661.36348,5426.298636,4131.7,6.140473171,12.901459,10.279509,2.62195,3028.84888,25370.593
BLUEBERRY,11,2012,1.324771847,1.57337922,2.280627896,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531429,10.909479,2.62195,3028.84888,25370.593
BLUEBERRY,11,2013,1.411146537,1.57337922,1.680499929,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531425,10.909476,2.621949,3028.84888,25370.593
BLUEBERRY,11,2014,1.420602634,1.57337922,2.228921332,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531426,10.909476,2.62195,3028.84888,25370.593
BLUEBERRY,11,2015,1.807700679,1.57337922,1.948263298,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531428,10.909478,2.62195,3028.84888,25370.593
BLUEBERRY,11,2016,1.777702458,1.57337922,2.084123807,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531428,10.909478,2.62195,3028.84888,25370.593
BLUEBERRY,11,2017,1.506250082,1.57337922,2.301662722,4254.082,12661.36348,5426.298636,4131.7,6.140473171,13.531428,10.909478,2.62195,3028.84888,25370.593
