,i,g,year,xwater,ETc,Pe,omegaland,omegasupply,omegalabor,p,y,TotalAcres,xland,NonIrrigatedAcres,MarginalProfit,MarginalRevenue,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_factor,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
8,PASTURE,3,2017.0,1.3894917523333332,1.380732107,1.453447582,235.939,257.6728,110.4312,225.17,2.5,8617.657793,894.7640656666666,7722.893727333333,-41.118,562.925,15.0,0.17,0.51,262.4518580397,31.244268814250024,0.9523809523809524,1,1.3894917523333332,1,1,-4.88235294117647,30.3490818461987,0.895186968051377,0.3614782650564676,0.14050553852948056,0.3486113374898362,0.14940485892421548,2.4397379962279055,0.0021913981450121804,17160.50884787653
9,PEAR,3,2017.0,2.3392249369999996,2.077391957,1.4536228736666665,2639.021143,3444.1768800000004,1476.075806,284.58,26.79285714,11.516814000000002,8.387712,3.129102,65.43745714,7624.711286000001,15.0,0.17,0.11,284.58,30.349081846199926,0.9960196418313835,1,2.3392249369999996,1,1,-4.88235294117647,30.3490818461987,0.0,0.27201112261050275,0.22661089535131299,0.35096458740634895,0.15041339463183548,25.443162552638125,1.0838365803343142,0.2775321841271028
10,POTATO,3,2017.0,1.5226671076666667,1.331922222,1.4518198953333332,1082.164,3084.3638000000005,1321.8702,176.76,30.5,10110.660603333332,10024.784083,85.87651833333332,-97.218,5391.18,15.0,0.17,0.19000000000000003,189.7311444900246,275.56190033075046,0.9523809523809522,1,1.5226671076666667,1,1,-4.88235294117647,30.3490818461987,245.212818484551,0.22850085720332883,0.029944278303636548,0.5190884051451243,0.22246645934791043,30.33523232720851,0.0005250145889587876,13393.074976753936
11,VEGETABLE,3,2017.0,1.762015959,1.582764245,1.4529927340000002,789.426,1844.7848999999999,790.6221,106.32,32.0,3193.260699,2177.0670713333334,1016.1936276666667,-22.593,3402.24,15.0,0.17,0.3,113.24457504232032,172.56316196925005,0.9523809523809522,1,1.762015959,1,1,-4.88235294117647,30.3490818461987,142.214080123052,0.23945826998556133,0.10453641740156136,0.4592037188290141,0.19680159378386322,31.331386516477938,0.001531111915303487,22413.773037235926
0,APPLE,30,2017.0,3.511959791,2.9273033930000003,0.9777899959999999,5007.715533,17965.50499,7699.50214,2102.721739,15.18,11.111130333333334,11.111130333333334,0.0,1246.593333,31919.316000000003,15.0,0.17,0.11,2102.721739,1193.9139381549976,0.9625958796163095,1,3.511959791,1,1,-4.88235294117647,9.08304962369948,1184.8308885313,0.11045883353424468,0.4324150573659328,0.31998827635206434,0.1371378327477579,13.521954743008319,0.8181804027297214,0.8541321873756011
1,BEAN,30,2017.0,1.637819549,1.31025564,0.711591023,421.592,427.0364,183.0156,938.3912,1.1,45.210231,45.210231,0.0,0.58632,1032.23032,15.0,0.17,0.17,1008.2016889970455,52.81056466175005,0.9523809523809523,1,1.637819549,1,1,-4.88235294117647,9.08304962369948,43.7275150380506,0.34942817972767864,0.2012290557549753,0.3145399351621423,0.13480282935520385,1.0553572967267422,0.13011110120575295,10.166214122969512
2,CHERRY,30,2017.0,3.5602170006666665,2.914729537,0.9771712403333334,2685.30733,10026.02196,4296.866556,3467.15,7.337803717,481.1576016666667,475.96619833333335,5.191403333333334,8433.070306,25441.26616,15.0,0.17,0.11,3467.15,8379.667056386548,0.670626964690186,1,3.5602170006666665,1,1,-4.88235294117647,9.08304962369948,8370.58400676285,0.2140441923204831,0.5088895446183597,0.19394638411959692,0.08311987894156032,6.346006997655647,0.019099904830936033,65.28111386263951
3,GRAIN,30,2017.0,1.8275530409999998,1.56056331,0.9777129410000001,132.625,165.6221,70.9809,250.25891880000003,1.796407186,16746.733803333333,2878.964329666667,13867.769473333334,80.33892,449.56692,15.0,0.17,0.38000000000000006,250.25891880000003,52.92562447791048,0.8822742018763913,1,1.8275530409999998,1,1,-4.88235294117647,9.08304962369948,43.8425748542111,0.19681802546467492,0.5522114622557383,0.17567935859571082,0.07529115368387608,1.543598145997777,0.0009140713972212052,14608.380941984764
4,GRAPE,30,2017.0,1.826869401,1.51037364,0.9771294866666667,1288.48148,1521.585296,652.107984,979.0,3.6199999999999997,234.80189700000003,234.80189700000003,0.0,81.80524,3543.98,15.0,0.17,0.11,979.0,54.40219898499996,0.9846494057570867,1,1.826869401,1,1,-4.88235294117647,9.08304962369948,45.3191493613003,0.33272382451560867,0.12870418093000938,0.3770003961880674,0.16157159836631463,3.524875740676479,0.038717357939016525,3.908418212813608
5,HAY,30,2017.0,3.7447480703333333,3.088390617,0.9777148910000001,576.123,414.4266,177.6114,212.19999999999996,6.0,28820.143883333338,5987.297093333334,22832.84679,105.039,1273.2,15.0,0.17,0.51,212.19999999999996,48.86777894499975,0.9616181440896954,1,3.7447480703333333,1,1,-4.88235294117647,9.08304962369948,39.7847293213003,0.017062149730305995,0.9667753062093122,0.011313780842267258,0.004848763218114539,3.015307114791924,0.0003274907329901437,268606.66637088323
6,PASTURE,30,2017.0,2.382912866333333,2.004868553,0.977637443,235.939,257.6728,110.4312,225.17,2.5,8898.295144333335,5210.7255270000005,3687.569617333333,-41.118,562.925,15.0,0.17,0.51,268.7104110579,31.98933464975001,0.9523809523809524,1,2.382912866333333,1,1,-4.88235294117647,9.08304962369948,22.9062850260506,0.08599596261384576,0.7958550634697198,0.08270428174150422,0.03544469217493038,1.8258522488061122,0.0003762977542312391,100214.18769905313
7,PEAR,30,2017.0,3.7569604185000003,3.063980798,1.1098396904999999,2639.021143,3444.17688,1476.075806,284.58,26.79285714,1.077027,1.077027,0.0,65.43745714,7624.711286,15.0,0.17,0.11,284.58,9.08304962369948,0.9988087352708441,1,3.7569604185000003,1,1,-4.88235294117647,9.08304962369948,0.0,0.060644037893664654,0.8266776199295665,0.07887483951915797,0.03380350265761083,18.740521576846543,8.440743909771149,0.03535270840826084
8,VEGETABLE,30,2017.0,2.7964233020000004,2.290384858,0.9772630256666668,789.426,1844.7848999999999,790.6221,106.32,32.0,8.071655333333334,8.071655333333334,0.0,-22.593,3402.24,15.0,0.17,0.3,113.75369740645313,173.3389674765002,0.9523809523809522,1,2.7964233020000004,1,1,-4.88235294117647,9.08304962369948,164.255917852801,0.09672211547993574,0.6385173782682071,0.18533235437629994,0.07942815187555713,26.041664466160793,0.41296774895327126,83.16792565951845
0,APPLE,31,2017.0,4.294944191666667,3.4820610960000002,0.183016302,5007.715533,17965.50499,7699.50214,2102.721739,15.18,3629.9824969999995,3629.9824969999995,0.0,1246.593333,31919.316000000003,15.0,0.17,0.11,2102.721739,1182.169172144997,0.962963831298317,1,4.294944191666667,1,1,-4.88235294117647,32.4209474435001,1149.7482247015,0.0556780896134541,0.7134648532710361,0.16159993997186173,0.06925711714364788,11.75631078815674,0.00250439474527006,278.51470004598116
1,BEAN,31,2017.0,1.920243773,1.536195019,0.1826985853333333,421.5919999999999,427.0364,183.01560000000003,938.3912,1.1,7426.71432,7292.5041710000005,134.210149,0.58632,1032.23032,15.0,0.17,0.17,1012.2454903861362,53.022382829750086,0.9523809523809522,1,1.920243773,1,1,-4.88235294117647,32.4209474435001,20.6014353862501,0.26646933703966386,0.3910207056545684,0.23975697011403743,0.10275298719173034,0.99909424237382,0.0008066300413743664,1640.5636311334429
2,BLUEBERRY,31,2017.0,3.5141697293333336,2.831773923,0.18291234566666667,4254.082,12661.36348,5426.298636,4131.7,6.140473171,2307.605964,2307.605964,0.0,3028.84888,25370.593000000004,15.0,0.17,0.11,4131.7,2976.1363386806975,0.8826934656746933,1,3.5141697293333336,1,1,-4.88235294117647,32.4209474435001,2943.7153912372,0.1455196666561212,0.49043730747460007,0.25483011808434325,0.10921290778493555,5.350757574699354,0.003939541339696889,206.81121999726727
3,CHERRY,31,2017.0,4.300642339666667,3.4610039809999997,0.18281650433333332,2685.30733,10026.02196,4296.866556,3467.15,7.337803717,979.4252479999999,979.4252479999999,0.0,8433.070306,25441.26616,15.0,0.17,0.11,3467.15,8368.560676301548,0.6710635145071758,1,4.300642339666667,1,1,-4.88235294117647,32.4209474435001,8336.13972885805,0.10495945102482003,0.7590408686033817,0.09519977624886457,0.04079990412293384,5.485320622493005,0.009281881500883151,134.19817232402482
4,CORN,31,2017.0,2.544212884,2.035370307,0.1826985853333333,387.26500000000004,504.2933,216.12569999999997,180.37,7.0,35128.679039999995,34958.74093666667,169.93810666666664,154.906,1262.59,15.0,0.17,0.45,180.37,116.7428067400001,0.9075370415257525,1,2.544212884,1,1,-4.88235294117647,32.4209474435001,84.3218592965,0.10350414525338493,0.7485490336415911,0.1035627747735168,0.0443840463315072,5.3092046003283455,6.35669982007685e-05,859224.6173448667
5,GRAIN,31,2017.0,2.369728296,1.926328628,0.18292384266666664,132.625,165.6221,70.9809,250.25891880000003,1.796407186,143863.0139,29243.30531,114619.70860000001,80.33892,449.56692,15.0,0.17,0.38000000000000006,250.25891880000003,44.792995652910484,0.9003641201099644,1,2.369728296,1,1,-4.88235294117647,32.4209474435001,12.3720482094105,0.0630491999341938,0.8528689694875035,0.05885728140481183,0.025224549173490787,1.2338471629342427,8.998910757425665e-05,141882.06741887899
6,GRAPE,31,2017.0,2.183079618333333,1.770574438,0.18280940966666667,1288.48148,1521.585296,652.107984,979.0,3.6199999999999997,17411.31078,16752.25431666667,659.056462,81.80524,3543.98,15.0,0.17,0.11,979.0,49.05904572500018,0.9861570760204628,1,2.183079618333333,1,1,-4.88235294117647,32.4209474435001,16.6380982814995,0.26791270463865546,0.29669110773255597,0.3047773313401519,0.1306188562886365,3.374635560131608,0.0005426678057212053,277.7417952659305
7,HAY,31,2017.0,4.572696217000001,3.68760502,0.1829714073333333,576.123,414.4266,177.6114,212.19999999999996,6.0,12482.153863333333,5422.16823,7059.985634000001,105.039,1273.2,15.0,0.17,0.51,212.19999999999996,36.448556744999756,0.9713724813501416,1,4.572696217000001,1,1,-4.88235294117647,32.4209474435001,4.02760930149961,0.00528640480072482,0.9896043920523938,0.003576442202816901,0.001532760944064386,2.3817153149028387,0.0003616236587564326,238419.72570893937
8,PASTURE,31,2017.0,2.958396591333333,2.402420921,0.182927265,235.939,257.6728,110.4312,225.17,2.5,5873.644399333333,3111.629626666667,2762.014772666667,-41.118,562.925,15.0,0.17,0.51,272.33595852540003,32.42094744350004,0.9523809523809522,1,2.958396591333333,1,1,-4.88235294117647,32.4209474435001,0.0,0.028284593821472827,0.932917991649105,0.02715819017059555,0.011639224358826666,1.4574766748039003,0.0006301470769276548,59940.16918926292
9,PEAR,31,2017.0,4.512316505666667,3.630686535,0.18281729066666666,2639.021143,3444.1768800000004,1476.075806,284.58,26.79285714,48.9623,48.9623,0.0,65.43745714,7624.711286000001,15.0,0.17,0.11,298.8970703485881,381.34792882925075,0.9523809523809522,1,4.512316505666667,1,1,-4.88235294117647,32.4209474435001,348.92698138575,0.0264972281859115,0.9303381601216745,0.030215228182935115,0.012949383509478718,15.552388224524215,0.18567161042085628,1.8330860675760843
10,POTATO,31,2017.0,2.909509085,2.327607268,0.1826985853333333,1082.164,3084.3638000000005,1321.8702,176.76,30.5,29563.119813333335,29563.119813333335,0.0,-97.218,5391.18,15.0,0.17,0.19000000000000003,190.44730059307383,276.6020318137507,0.9523809523809522,1,2.909509085,1,1,-4.88235294117647,32.4209474435001,244.181084370251,0.0985330372643584,0.5819420344167135,0.2236674498232496,0.09585747849567838,25.5501013848138,0.00017803120671868643,39526.47766534536
11,VEGETABLE,31,2017.0,3.416216631333333,2.7467843130000005,0.18282649666666664,789.426,1844.7848999999999,790.6221,106.32,32.0,21243.816443333333,21214.09678333333,29.71965966666667,-22.593,3402.24,15.0,0.17,0.3,114.05875193573438,173.80381247350002,0.9523809523809522,1,3.416216631333333,1,1,-4.88235294117647,32.4209474435001,141.38286503,0.039748482769487135,0.8514992460969116,0.07612658979352072,0.03262568134008031,21.7150957693978,0.0001571282231516987,218689.25411878398
0,APPLE,32,2017.0,4.125861429,3.373617001,0.306294227,5007.715533,17965.50499,7699.50214,2102.721739,15.18,2929.222541333334,2929.222541333334,0.0,1246.593333,31919.316000000003,15.0,0.17,0.11,2102.721739,1184.7054135849976,0.9628843734101794,1,4.125861429,1,1,-4.88235294117647,0.33348021619986,1184.3719333688,0.06553866454760388,0.6628308524128752,0.1901413381170811,0.08148914492244001,12.15454035777467,0.003103522850391237,224.8401519024193
1,BEAN,32,2017.0,1.8757693613333333,1.503332214,0.30565236533333334,421.5919999999999,427.0364,183.01560000000003,938.3912,1.1,48628.01796,3547.135174333334,45080.882783333334,0.58632,1032.23032,15.0,0.17,0.17,1011.6086976736364,52.98902702100008,0.9523809523809522,1,1.8757693613333333,1,1,-4.88235294117647,0.33348021619986,52.6555468048003,0.2805830710738497,0.3587403448890688,0.25247360882595704,0.10820297521112447,1.0095959427676195,0.0016583390967844997,797.9278236820476
2,BLUEBERRY,32,2017.0,3.3118967453333332,2.694825112,0.306283197,4254.082,12661.36348,5426.298636,4131.7,6.140473171,118.91247266666666,118.91247266666666,0.0,3028.84888,25370.593000000004,15.0,0.17,0.11,4131.7,2979.170433440698,0.8825738746678956,1,3.3118967453333332,1,1,-4.88235294117647,0.33348021619986,2978.8369532245,0.1701361231731987,0.40441699273137915,0.29781281883856986,0.12763406525685234,5.524335307934736,0.07645042514919832,10.661592107971085
3,CANEBERRY,32,2017.0,4.003839568333333,3.263444448,0.30621269333333334,2156.154667,2860.5833670000006,1225.9643,2384.88,4.583333333,26.47490533333333,25.894357666666668,0.5805476666666667,4687.997667,10930.700000000003,15.0,0.17,0.11,2384.88,4627.940071680041,0.5766108234590083,1,4.003839568333333,1,1,-4.88235294117647,0.33348021619986,4627.60659146384,0.107072121258897,0.8284306474691796,0.04514806189192481,0.0193491693799988,3.1979378788889004,0.35107683333700346,2.1774995706260447
4,CHERRY,32,2017.0,4.125025475,3.348355585,0.305960487,2685.30733,10026.02196,4296.866556,3467.15,7.337803717,341.84061233333335,341.84061233333335,0.0,8433.070306,25441.26616,15.0,0.17,0.11,3467.15,8371.194929271549,0.6709599719808841,1,4.125025475,1,1,-4.88235294117647,0.33348021619986,8370.86144905535,0.12573871723426272,0.7113759880441635,0.1140197062914548,0.04886558843011899,5.691783561824766,0.02659399955100836,46.84922901807696
5,CORN,32,2017.0,2.5103464116666667,2.010999092,0.3056576033333333,387.26500000000004,504.2933,216.12569999999997,180.37,7.0,8918.256771333334,8808.141638,110.11513333333333,154.906,1262.59,15.0,0.17,0.45,180.37,117.25080382500005,0.9071346962790772,1,2.5103464116666667,1,1,-4.88235294117647,0.33348021619986,116.9173236088,0.1098286993823563,0.7333423545658709,0.10978026223624102,0.04704868381553186,5.372984727614418,0.0002522918356166223,216706.8950570467
6,GRAIN,32,2017.0,2.1577752483333335,1.803430768,0.30638159533333337,132.625,165.6221,70.9809,250.25891880000003,1.796407186,277246.23733333335,36416.742966666665,240829.49436666665,80.33892,449.56692,15.0,0.17,0.38000000000000006,250.25891880000003,47.972291367910486,0.8932922125186696,1,2.1577752483333335,1,1,-4.88235294117647,0.33348021619986,47.6388111517107,0.10031862949569614,0.7682525516400378,0.09200017320498624,0.03942864565927982,1.3520536976832838,7.226288605153909e-05,179852.1833267357
7,GRAPE,32,2017.0,2.1211987286666667,1.74056266,0.3058578836666666,1288.48148,1521.585296,652.107984,979.0,3.6199999999999997,1955.5811853333335,1943.3848976666668,12.196287666666668,81.80524,3543.98,15.0,0.17,0.11,979.0,49.987259070000164,0.985895163327671,1,2.1211987286666667,1,1,-4.88235294117647,0.33348021619986,49.6537788537998,0.2810211067270859,0.26259640677923235,0.31946774054557725,0.13691474594810454,3.4073306131170886,0.004677873694410268,32.24245388110277
8,HAY,32,2017.0,4.382143758333334,3.562946212,0.30629871399999997,576.123,414.4266,177.6114,212.19999999999996,6.0,16163.904906666668,12718.682903333334,3445.222004333333,105.039,1273.2,15.0,0.17,0.51,212.19999999999996,39.30684362499968,0.9691275183592524,1,4.382143758333334,1,1,-4.88235294117647,0.33348021619986,38.9733634088,0.00680182387279926,0.9866548824541398,0.004580305571142639,0.001962988101918274,2.5055108993887663,0.00015416567333490205,561866.3985409248
9,PASTURE,32,2017.0,2.8073393976666665,2.319896689,0.30625271833333334,235.939,257.6728,110.4312,225.17,2.5,7188.433854333333,5050.528738666667,2137.9051156666665,-41.118,562.925,15.0,0.17,0.51,271.3842982053,32.307654548250035,0.9523809523809522,1,2.8073393976666665,1,1,-4.88235294117647,0.33348021619986,31.9741743320501,0.03757246830308904,0.9108683579374763,0.036091421631604316,0.015467752127830423,1.543782313062238,0.00038823347320326995,97248.63842032202
10,PEAR,32,2017.0,4.3402650456666665,3.5208823720000004,0.305954839,2639.021143,3444.1768800000004,1476.075806,284.58,26.79285714,46.338373,46.338373,0.0,65.43745714,7624.711286000001,15.0,0.17,0.11,284.58,0.3334802161992532,0.9999562632336177,1,4.3402650456666665,1,1,-4.88235294117647,0.33348021619986,0.0,0.02871067725167954,0.9177672285129057,0.037465465962614825,0.016056628272800043,16.090224216660317,0.19618533199059646,1.5160012467054433
11,POTATO,32,2017.0,2.82956865,2.266397872,0.30567859266666664,1082.164,3084.3638000000005,1321.8702,176.76,30.5,10410.522611666665,10145.185707333334,265.3369023333333,-97.218,5391.18,15.0,0.17,0.19000000000000003,190.40601987663936,276.5420764875004,0.9523809523809522,1,2.82956865,1,1,-4.88235294117647,0.33348021619986,276.208596271299,0.10803227440250847,0.5416230198460836,0.24524129402598552,0.10510341172542234,26.03539878612496,0.0005187837903186363,13563.716028364099
12,VEGETABLE,32,2017.0,3.252905005666667,2.636315133,0.30602816066666666,789.426,1844.7848999999999,790.6221,106.32,32.0,1540.228316,1527.8796076666665,12.348708333333335,-22.593,3402.24,15.0,0.17,0.3,113.97837199497657,173.6813287542503,0.9523809523809522,1,3.252905005666667,1,1,-4.88235294117647,0.33348021619986,173.34784853805,0.05051131226993933,0.811271625144141,0.09675194381014372,0.04146511877577588,22.804759910048638,0.002181672768330159,15748.413298923138
0,APPLE,33,2017.0,4.283314177,3.466401215,0.10424245866666665,5007.715533,17965.50499,7699.50214,2102.721739,15.18,10408.668113333333,10408.668113333333,0.0,1246.593333,31919.316000000003,15.0,0.17,0.11,2102.721739,1182.3436223649987,0.9629583659487458,1,4.283314177,1,1,-4.88235294117647,32.4121637032501,1149.93145866175,0.05631534462752569,0.7101919398559893,0.16344490085244184,0.07004781466404322,11.783677676979122,0.000873397921033123,798.6398782296598
1,BEAN,33,2017.0,1.896063305,1.516850644,0.103980335,421.5919999999999,427.0364,183.01560000000003,938.3912,1.1,1898.2549733333333,1707.1548143333332,191.100159,0.58632,1032.23032,15.0,0.17,0.17,1011.8992700488635,53.00424747875013,0.9523809523809522,1,1.896063305,1,1,-4.88235294117647,32.4121637032501,20.5920837754999,0.2741626428830062,0.3734252394388986,0.24668848237466673,0.10572363530342863,1.004873062164779,0.0034457056218850355,384.0366791519007
2,BLUEBERRY,33,2017.0,3.4751954183333336,2.7957374109999997,0.10407285933333334,4254.082,12661.36348,5426.298636,4131.7,6.140473171,610.5013939999999,610.5013939999999,0.0,3028.84888,25370.593000000004,15.0,0.17,0.11,4131.7,2976.7209533456976,0.8826704226711266,1,3.4751954183333336,1,1,-4.88235294117647,32.4121637032501,2944.30878964245,0.15020737599066086,0.4740528504627606,0.26301784145767704,0.11272193208890148,5.385528839222782,0.01489088998035784,54.718504361396086
3,CHERRY,33,2017.0,4.281914238333333,3.4393888569999995,0.10406518166666667,2685.30733,10026.02196,4296.866556,3467.15,7.337803717,912.0128526666667,912.0128526666667,0.0,8433.070306,25441.26616,15.0,0.17,0.11,3467.15,8368.841597821547,0.6710524725441595,1,4.281914238333333,1,1,-4.88235294117647,32.4121637032501,8336.4294341183,0.10702070397579852,0.7543123012190862,0.09706689635196283,0.041600098453152344,5.507185591863581,0.009967961596514632,124.96468579762602
4,CORN,33,2017.0,2.528514132,2.022811305,0.103980335,387.26500000000004,504.2933,216.12569999999997,180.37,7.0,13509.787496666666,13392.565063333333,117.22243233333334,154.906,1262.59,15.0,0.17,0.45,180.37,116.97828802000004,0.907350534995525,1,2.528514132,1,1,-4.88235294117647,32.4121637032501,84.5661243167501,0.10639486703818411,0.7415973907908555,0.10640541951967233,0.045602322651288135,5.33873238047027,0.00016592954461773014,329319.5824259355
5,GRAIN,33,2017.0,2.3331446393333333,1.9009098060000003,0.10414698433333335,132.625,165.6221,70.9809,250.25891880000003,1.796407186,53369.368536666676,11430.566076666668,41938.80246333333,80.33892,449.56692,15.0,0.17,0.38000000000000006,250.25891880000003,45.341750502910465,0.8991434901537243,1,2.3331446393333333,1,1,-4.88235294117647,32.4121637032501,12.9295867996605,0.06832735062301,0.8408328936710968,0.06358782899412518,0.027251926711767942,1.2535392248108197,0.00023022297668531832,55630.11917610744
6,GRAPE,33,2017.0,2.192273554,1.771365682,0.10407934633333332,1288.48148,1521.585296,652.107984,979.0,3.6199999999999997,2061.532267,2048.1018296666666,13.430437333333332,81.80524,3543.98,15.0,0.17,0.11,979.0,48.92113669000006,0.9861959896246592,1,2.192273554,1,1,-4.88235294117647,32.4121637032501,16.5089729867499,0.26591772688706483,0.3018836451501265,0.30253903957396605,0.12965958838884262,3.3695445544449196,0.00443869975566042,33.9527335774801
7,HAY,33,2017.0,4.5636397749999995,3.673721104,0.10415284833333333,576.123,414.4266,177.6114,212.19999999999996,6.0,10914.409236666668,10808.66566,105.743577,105.039,1273.2,15.0,0.17,0.51,212.19999999999996,36.584403374999816,0.9712657843426015,1,4.5636397749999995,1,1,-4.88235294117647,32.4121637032501,4.17223967174968,0.005348942321899634,0.9894825594733633,0.0036179487433159684,0.0015505494614211292,2.3873507998215917,0.00018140854527324605,475376.3585965362
8,PASTURE,33,2017.0,2.946684937666667,2.392808217,0.10414359066666667,235.939,257.6728,110.4312,225.17,2.5,1699.945238,597.5933236666666,1102.3519143333333,-41.118,562.925,15.0,0.17,0.51,272.26217510730004,32.41216370325003,0.9523809523809522,1,2.946684937666667,1,1,-4.88235294117647,32.4121637032501,0.0,0.028905626851145148,0.9314438021597896,0.027755399692345528,0.011895171296719513,1.4639032282895443,0.0032811349057493854,11511.226205671015
9,PEAR,33,2017.0,4.497120142333333,3.6119099710000007,0.10406701800000001,2639.021143,3444.1768800000004,1476.075806,284.58,26.79285714,2.06732,2.06732,0.0,65.43745714,7624.711286000001,15.0,0.17,0.11,298.88813726910166,381.3365315567501,0.9523809523809522,1,4.497120142333333,1,1,-4.88235294117647,32.4121637032501,348.924367853501,0.026990501676343294,0.9290411665303021,0.030777832253560854,0.013190499539793565,15.611170715733103,4.397436822025178,0.07739753217008703
10,POTATO,33,2017.0,2.880288192,2.304230554,0.103980335,1082.164,3084.3638000000005,1321.8702,176.76,30.5,15543.171273333333,15502.534026666666,40.63724366666667,-97.218,5391.18,15.0,0.17,0.19000000000000003,190.432211115541,276.5801161440004,0.9523809523809522,1,2.880288192,1,1,-4.88235294117647,32.4121637032501,244.16795244075,0.10195187847232311,0.5674311731625373,0.23143186385559775,0.09918508450954189,25.728891559015157,0.00033950306999381045,20726.86122288308
11,VEGETABLE,33,2017.0,3.3805466416666667,2.711534123,0.10402850200000001,789.426,1844.7848999999999,790.6221,106.32,32.0,3578.3837286666662,3569.680775333333,8.702953333333333,-22.593,3402.24,15.0,0.17,0.3,114.04119561269532,173.77705998125006,0.9523809523809524,1,3.3805466416666667,1,1,-4.88235294117647,32.4121637032501,141.364896278,0.04188276604947267,0.8435223583608554,0.08021641291277032,0.03437846267690157,21.948404511259756,0.000933790314351588,36797.66112982688
0,APPLE,34,2017.0,3.7810204906666667,3.0926761480000002,0.44433643899999997,5007.715533,17965.50499,7699.50214,2102.721739,15.18,12.767679333333334,12.767679333333334,0.0,1246.593333,31919.316000000003,15.0,0.17,0.11,2102.721739,1189.8780276599998,0.9627223206244829,1,3.7810204906666667,1,1,-4.88235294117647,32.1249696647501,1157.75305799525,0.08937732783174454,0.5405000215603329,0.25908585541112444,0.11103679519679803,12.949694533853842,0.7120251733746883,0.9808353050558114
1,BEAN,34,2017.0,1.7358528303333334,1.390283398,0.4437210983333333,421.5919999999999,427.0364,183.01560000000003,938.3912,1.1,145851.3141,669.6471333333333,145181.66696666667,0.58632,1032.23032,15.0,0.17,0.17,1009.605347343409,52.884089622750025,0.9523809523809522,1,1.7358528303333334,1,1,-4.88235294117647,32.1249696647501,20.759119958,0.32296803259728013,0.2617796532583129,0.2906766199010848,0.12457569424332209,1.0387355594064136,0.00878425763117302,150.6037702591275
2,CHERRY,34,2017.0,3.78405699,3.067545218,0.44397474333333337,2685.30733,10026.02196,4296.866556,3467.15,7.337803717,2.529944,2.529944,0.0,8433.070306,25441.26616,15.0,0.17,0.11,3467.15,8376.309456546549,0.670758939247554,1,3.78405699,1,1,-4.88235294117647,32.1249696647501,8344.1844868818,0.17546645656941895,0.5973347040350642,0.15903918755782664,0.06815965183769024,6.093260218539232,3.5933242359945874,0.3468890161540965
3,CORN,34,2017.0,2.3351120030000003,1.86969344,0.44372380233333325,387.26500000000004,504.2933,216.12569999999997,180.37,7.0,281.59662699999996,254.12851333333333,27.468113666666667,154.906,1262.59,15.0,0.17,0.45,180.37,119.87931995500018,0.905052851713541,1,2.3351120030000003,1,1,-4.88235294117647,32.1249696647501,87.7543502902501,0.14792024309493598,0.6419530741894489,0.14708867790093053,0.06303800481468451,5.704780190362721,0.008744482046008724,6284.903685841617
4,GRAIN,34,2017.0,1.9151314604,1.592697828,0.43868026480000005,132.625,165.6221,70.9809,250.2589188,1.7964071860000002,349832.1575060001,2423.6202458000002,347408.53725399997,80.33892,449.56692000000004,15.0,0.17,0.38,250.2589188,51.6119481869105,0.885196294744631,1,1.9151314604,1,1,-4.88235294117647,32.1249696647501,19.4869785221604,0.16651039411805732,0.6196516153636338,0.14968659336281614,0.06415139715549265,1.493796920102928,0.0010858049861271796,12210.815911028181
5,HAY,34,2017.0,4.000034994666667,3.2532016229999994,0.44424300866666666,576.123,414.42659999999995,177.6114,212.20000000000002,6.0,16600.343337833332,3940.596302333334,12659.747033833335,105.039,1273.2,15.0,0.17,0.5099999999999999,212.20000000000002,45.03847507999982,0.9646257657241598,1,4.000034994666667,1,1,-4.88235294117647,32.1249696647501,12.9135054152498,0.01163008335288872,0.9772851157309072,0.0077593606413429335,0.0033254402748612573,2.791167358645637,0.0004975856858426368,175702.85828664433
6,PASTURE,34,2017.0,2.563759553,2.111057854,0.44420823200000004,235.939,257.6728,110.4312,225.17,2.5,973.5779863333333,486.61831699999993,486.9596693333333,-41.118,562.9250000000001,15.0,0.17,0.5099999999999999,269.84974518390004,32.12496966475006,0.9523809523809524,1,2.563759553,1,1,-4.88235294117647,32.1249696647501,0.0,0.060252143805177384,0.8570099366937465,0.05791654365075332,0.024821375850322857,1.6988352117792198,0.004029409180101806,9363.522651140092
7,POTATO,34,2017.0,2.603423476,2.08758332,0.277631031,1082.164,3084.3638,1321.8702,176.76,30.5,229.610598,229.610598,0.0,-97.218,5391.18,15.0,0.17,0.19,190.28923999170496,276.37246760700054,0.9523809523809523,1,2.603423476,1,1,-4.88235294117647,32.1249696647501,244.247497942251,0.13670115955851064,0.41992664436998917,0.3103605372500502,0.13301165882145008,27.31851714579508,0.022922103511689135,306.9420577761457
8,VEGETABLE,34,2017.0,2.9660670232,2.393083655,0.4771368718,789.426,1844.7849,790.6221,106.31999999999998,32.0,32.1352854,31.6973326,0.4379528,-22.593,3402.2399999999993,15.0,0.17,0.3,113.83719392548126,173.4662002674002,0.9523809523809523,1,2.9660670232,1,1,-4.88235294117647,32.1249696647501,141.34123060265,0.07650782500037234,0.7140925584020865,0.14657973161827872,0.06281988497926232,24.823760213967446,0.10516131989394381,326.6430088658355
