internal_id,crop_code,hr,direct_jobs,direct_value_add,total_jobs,total_revenue,total_value_add
OXNV,Pasture,South Coast,1,1,1.205098,1,1.787872
OXNV,Subtropical,South Coast,1,1,1.536726,1,1.858587
OXNV,Tomatoes,South Coast,1,1,1.738386,1,2.01891
OXNV,Truck,South Coast,1,1,1.738386,1,2.01891
OXNV,Walnuts,South Coast,1,1,1.246854,1,1.319481
PALV,Alfalfa,Colorado River,1,1,2.827795,1,2.525216
PALV,Almonds,Colorado River,1,1,1.4296,1,1.273555
PALV,Corn,Colorado River,1,1,5.712464,1,1.487216
PALV,Cotton,Colorado River,1,1,2.165951,1,1.197962
PALV,Cucurbits,Colorado River,1,1,2.428483,1,1.844841
PALV,Field and Grain,Colorado River,1,1,5.712464,1,1.487216
PALV,Lettuce,Colorado River,1,1,2.428483,1,1.844841
PALV,Onions and Garlic,Colorado River,1,1,2.428483,1,1.844841
PALV,Orchards,Colorado River,1,1,2.02058,1,1.732461
PALV,Pasture,Colorado River,1,1,3.97597,1,2.062156
PALV,Potatoes,Colorado River,1,1,2.428483,1,1.844841
PALV,Subtropical,Colorado River,1,1,2.02058,1,1.732461
PALV,Truck,Colorado River,1,1,2.428483,1,1.844841
PITRC,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614
PITRC,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022
PITRC,Orchards,Sacramento River,1,1,1.68112,1,1.728657
PITRC,Pasture,Sacramento River,1,1,1.746634,1,1.760549
PITRC,Rice,Sacramento River,1,1,2.297911,1,1.667022
PITREL,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614
PITREL,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022
PITREL,Pasture,Sacramento River,1,1,1.746634,1,1.760549
PITREL,Rice,Sacramento River,1,1,2.297911,1,1.667022
PITREU,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614
PITREU,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022
PITREU,Orchards,Sacramento River,1,1,1.68112,1,1.728657
PITREU,Pasture,Sacramento River,1,1,1.746634,1,1.760549
PITREU,Rice,Sacramento River,1,1,2.297911,1,1.667022
PITREU,Truck,Sacramento River,1,1,1.93033,1,1.928356
PITRW,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614
PITRW,Berries,Sacramento River,1,1,1.68112,1,1.728657
PITRW,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022
PITRW,Onions and Garlic,Sacramento River,1,1,1.93033,1,1.928356
PITRW,Pasture,Sacramento River,1,1,1.746634,1,1.760549
PITRW,Rice,Sacramento River,1,1,2.297911,1,1.667022
PITRW,Truck,Sacramento River,1,1,1.93033,1,1.928356
RUSRL,Berries,North Coast,1,1,1.802422,1,1.62372
RUSRL,Corn,North Coast,1,1,2.927971,1,1.320677
RUSRL,Field and Grain,North Coast,1,1,2.927971,1,1.320677
RUSRL,Grapes,North Coast,1,1,1.802422,1,1.62372
RUSRL,Orchards,North Coast,1,1,1.802422,1,1.62372
RUSRL,Pasture,North Coast,1,1,1.74442,1,2.02578
RUSRL,Subtropical,North Coast,1,1,1.802422,1,1.62372
RUSRL,Truck,North Coast,1,1,1.669159,1,1.513049
RUSRL,Walnuts,North Coast,1,1,1.713238,1,1.346641
RUSRU,Alfalfa,North Coast,1,1,1.395335,1,1.82832
RUSRU,Berries,North Coast,1,1,1.802422,1,1.62372
RUSRU,Cucurbits,North Coast,1,1,1.669159,1,1.513049
RUSRU,Field and Grain,North Coast,1,1,2.927971,1,1.320677
RUSRU,Grapes,North Coast,1,1,1.802422,1,1.62372
RUSRU,Orchards,North Coast,1,1,1.802422,1,1.62372
RUSRU,Pasture,North Coast,1,1,1.74442,1,2.02578
RUSRU,Subtropical,North Coast,1,1,1.802422,1,1.62372
RUSRU,Truck,North Coast,1,1,1.669159,1,1.513049
RUSRU,Walnuts,North Coast,1,1,1.713238,1,1.346641
RUSSRC,Field and Grain,North Coast,1,1,2.927971,1,1.320677
RUSSRC,Grapes,North Coast,1,1,1.802422,1,1.62372
RUSSRC,Orchards,North Coast,1,1,1.802422,1,1.62372
RUSSRC,Pasture,North Coast,1,1,1.74442,1,2.02578
RUSSRC,Subtropical,North Coast,1,1,1.802422,1,1.62372
RUSSRC,Truck,North Coast,1,1,1.669159,1,1.513049
SAL,Alfalfa,Central Coast,1,1,1.351503,1,2.992086
SAL,Berries,Central Coast,1,1,1.830253,1,1.820359
SAL,Cucurbits,Central Coast,1,1,2.26423,1,1.890723
SAL,Field and Grain,Central Coast,1,1,4.951161,1,1.504448
SAL,Grapes,Central Coast,1,1,1.830253,1,1.820359
SAL,Lettuce,Central Coast,1,1,2.26423,1,1.890723
SAL,Onions and Garlic,Central Coast,1,1,2.26423,1,1.890723
SAL,Orchards,Central Coast,1,1,1.830253,1,1.820359
SAL,Pasture,Central Coast,1,1,3.043274,1,1.938384
SAL,Subtropical,Central Coast,1,1,1.830253,1,1.820359
SAL,Truck,Central Coast,1,1,2.26423,1,1.890723
SAL,Walnuts,Central Coast,1,1,1.464095,1,1.288618
SAN,Alfalfa,South Coast,1,1,1.281954,1,3.875502
SAN,Berries,South Coast,1,1,1.536726,1,1.858587
SAN,Cucurbits,South Coast,1,1,1.738386,1,2.01891
SAN,Field and Grain,South Coast,1,1,1.34619,1,7.694659
SAN,Grapes,South Coast,1,1,1.536726,1,1.858587
SAN,Lettuce,South Coast,1,1,1.738386,1,2.01891
SAN,Orchards,South Coast,1,1,1.536726,1,1.858587
SAN,Pasture,South Coast,1,1,1.205098,1,1.787872
SAN,Subtropical,South Coast,1,1,1.536726,1,1.858587
SAN,Tomatoes,South Coast,1,1,1.738386,1,2.01891
SAN,Truck,South Coast,1,1,1.738386,1,2.01891
SCOV,Alfalfa,North Coast,1,1,1.395335,1,1.82832
SCOV,Berries,North Coast,1,1,1.802422,1,1.62372
SCOV,Field and Grain,North Coast,1,1,2.927971,1,1.320677
SCOV,Orchards,North Coast,1,1,1.802422,1,1.62372
SCOV,Pasture,North Coast,1,1,1.74442,1,2.02578
SCOV,Truck,North Coast,1,1,1.669159,1,1.513049
SHV,Alfalfa,North Coast,1,1,1.395335,1,1.82832
SHV,Berries,North Coast,1,1,1.802422,1,1.62372
SHV,Field and Grain,North Coast,1,1,2.927971,1,1.320677
SHV,Grapes,North Coast,1,1,1.802422,1,1.62372
SHV,Orchards,North Coast,1,1,1.802422,1,1.62372
SHV,Pasture,North Coast,1,1,1.74442,1,2.02578
SHV,Truck,North Coast,1,1,1.669159,1,1.513049
TULE,Alfalfa,North Coast,1,1,1.395335,1,1.82832
TULE,Field and Grain,North Coast,1,1,2.927971,1,1.320677
TULE,Lettuce,North Coast,1,1,1.669159,1,1.513049
TULE,Onions and Garlic,North Coast,1,1,1.669159,1,1.513049
TULE,Pasture,North Coast,1,1,1.74442,1,2.02578
TULE,Potatoes,North Coast,1,1,1.669159,1,1.513049
WATS,Berries,Central Coast,1,1,1.830253,1,1.820359
WATS,Field and Grain,Central Coast,1,1,4.951161,1,1.504448
WATS,Grapes,Central Coast,1,1,1.830253,1,1.820359
WATS,Lettuce,Central Coast,1,1,2.26423,1,1.890723
WATS,Onions and Garlic,Central Coast,1,1,2.26423,1,1.890723
WATS,Orchards,Central Coast,1,1,1.830253,1,1.820359
WATS,Pasture,Central Coast,1,1,3.043274,1,1.938384
WATS,Subtropical,Central Coast,1,1,1.830253,1,1.820359
WATS,Truck,Central Coast,1,1,2.26423,1,1.890723
WATS,Walnuts,Central Coast,1,1,1.464095,1,1.288618
