g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply
PATTERSON W.D.,Corn,San Joaquin River,1233.213596,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293
PATTERSON W.D.,Cucurbits,San Joaquin River,128.884954,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591
PATTERSON W.D.,Field and Grain,San Joaquin River,459.4792562,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702
PATTERSON W.D.,Grapes,San Joaquin River,18.31527259,1686.199914,10.80135885,3.098484515,5693.452831,50,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166
PATTERSON W.D.,Orchards,San Joaquin River,691.9816398,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127
PATTERSON W.D.,Pasture,San Joaquin River,415.2737143,226.9343417,5.0,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702
PATTERSON W.D.,Pistachios,San Joaquin River,4.863103757,4897.401316,1.414819371,3.805829794,1806.455069,50,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284
PATTERSON W.D.,Tomatoes,San Joaquin River,704.7957521,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875
PATTERSON W.D.,Truck,San Joaquin River,9.02919326,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021
PATTERSON W.D.,Walnuts,San Joaquin River,990.4301522,1802.497789,1.658526763,4.952669773,765.1413128,50,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664
PLEASANT VALLEY W.D.,Alfalfa,Tulare Lake,50.1504379,279.620574,8.447932227,4.524530937,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255
PLEASANT VALLEY W.D.,Field and Grain,Tulare Lake,4521.819274,289.315121,2.652255461,3.261387025,145.2774368,25,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702
PLEASANT VALLEY W.D.,Lettuce,Tulare Lake,165.6443867,1008.0,18.9,2.300762612,1600.0,65,12500.0,929.0,0.25,65,0.083984211,0.048763332,0.656126648
PLEASANT VALLEY W.D.,Onions and Garlic,Tulare Lake,414.712446,2408.610949,10.63434095,1.253629891,4112.522919,50,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415
PLEASANT VALLEY W.D.,Orchards,Tulare Lake,192.7330287,2277.681025,7.763328774,3.502172688,2519.675644,50,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127
PLEASANT VALLEY W.D.,Pistachios,Tulare Lake,10215.19935,5088.640658,1.460333567,3.820163692,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
PLEASANT VALLEY W.D.,Tomatoes,Tulare Lake,618.7395327,97.3922824,54.70338716,2.220206136,168.9385059,50,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465
PLEASANT VALLEY W.D.,Truck,Tulare Lake,364.9871072,1282.087936,19.71342086,1.84535452,1338.105955,50,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021
RECLAMATION DISTRICT 1606,Corn,Tulare Lake,165.0853057,161.4386617,22.01452234,2.280437339,313.2553801,50,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293
SAN BENITO CO. W.D.,Alfalfa,Central Coast,8.12339201,285.4085125,5.753769454,3.906073496,462.8843905,50,247.8128041,306.0767778,1.86,50,0.281872792,0.186385019,0.150905255
SAN BENITO CO. W.D.,Berries,Central Coast,120.6360779,3173.779594,32.91702622,1.420392307,4726.112712,50,43531.43094,40464.20108,0.25,50,0.045238346,0.387323291,0.416682812
SAN BENITO CO. W.D.,Cucurbits,Central Coast,106.7233162,711.6013188,16.77063156,1.662176564,559.1650505,50,7800.035962,2729.337685,0.05,50,0.046854775,0.228702604,0.653597591
SAN BENITO CO. W.D.,Field and Grain,Central Coast,3021.39001,255.5234925,2.245253001,2.883732558,108.6195012,25,65.03786993,279.3980675,0.74,25,0.189326621,0.486998112,0.113362702
SAN BENITO CO. W.D.,Grapes,Central Coast,428.1874501,1828.539429,9.7576058,2.457170381,2359.617621,50,7755.875761,5387.354345,0.13,50,0.132249498,0.30194507,0.434693599
SAN BENITO CO. W.D.,Lettuce,Central Coast,8846.629564,1008.0,18.9,1.36519475,1600.0,65,12500.0,929.0,0.25,65,0.083984211,0.048763332,0.656126648
SAN BENITO CO. W.D.,Onions and Garlic,Central Coast,311.1388125,1427.738608,20.08290673,1.590455311,4603.693159,50,8026.599034,11960.76136,0.41,50,0.160557684,0.417141646,0.279934415
SAN BENITO CO. W.D.,Orchards,Central Coast,978.2403343,1190.158285,14.43863271,2.717713319,2448.694178,50,5940.703399,6255.495968,0.13,50,0.142496355,0.364024786,0.345706127
SAN BENITO CO. W.D.,Pasture,Central Coast,1044.006954,207.2507842,4.78638378,4.185193859,187.8085607,10,112.4537362,483.0932597,0.51,10,0.189326621,0.486998112,0.113362702
SAN BENITO CO. W.D.,Subtropical,Central Coast,83.69731083,2833.550317,6.019821828,2.611553899,3447.896788,50,7372.192676,2731.881917,0.13,50,0.202134149,0.160157528,0.432197361
SAN BENITO CO. W.D.,Sunflowers,Central Coast,5.29369938,3639.713227,0.60825,2.911908699,458.2915301,50,392.4029709,859.4796422,0.74,50,0.207010582,0.388227513,0.177248677
SAN BENITO CO. W.D.,Tomatoes,Central Coast,473.6418756,1384.386105,17.43992832,2.094853308,765.582177,50,8173.921698,5442.940742,0.74,50,0.031709536,0.225440365,0.338554465
SAN BENITO CO. W.D.,Truck,Central Coast,3260.314578,1187.253943,17.43634578,1.094970985,1095.99807,50,6078.274671,4930.89021,0.41,50,0.052943262,0.238191489,0.293617021
SAN BENITO CO. W.D.,Walnuts,Central Coast,1385.788693,2279.333378,0.866689676,2.032823511,505.6102861,50,177.1638589,539.5941523,0.13,50,0.25594369,0.273146576,0.089681664
SAN LUIS W.D.,Alfalfa,San Joaquin River,441.2783924,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255
SAN LUIS W.D.,Almonds,San Joaquin River,20883.82554,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311
SAN LUIS W.D.,Corn,San Joaquin River,579.213267,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293
SAN LUIS W.D.,Cotton,San Joaquin River,1337.25626,3399.208415,0.729719844,3.634047537,368.4467916,50,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087
SAN LUIS W.D.,Cucurbits,San Joaquin River,750.7869123,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591
SAN LUIS W.D.,Field and Grain,San Joaquin River,4344.972528,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702
SAN LUIS W.D.,Grapes,San Joaquin River,92.17806865,1686.199914,10.80135885,3.098484515,5693.452831,50,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166
SAN LUIS W.D.,Orchards,San Joaquin River,709.1819312,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127
SAN LUIS W.D.,Pasture,San Joaquin River,14.23068243,226.9343417,5.0,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702
SAN LUIS W.D.,Pistachios,San Joaquin River,1694.583416,4897.401316,1.414819371,3.805829794,1806.455069,50,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284
SAN LUIS W.D.,Subtropical,San Joaquin River,390.9571127,950.3385633,4.405405823,3.247465856,846.2602941,50,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361
SAN LUIS W.D.,Tomatoes,San Joaquin River,1854.552714,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875
SAN LUIS W.D.,Truck,San Joaquin River,59.83517133,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021
SAN LUIS W.D.,Walnuts,San Joaquin River,117.7389633,1802.497789,1.658526763,4.952669773,765.1413128,50,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664
SANTA CLARA VALLEY W.D.,Alfalfa,San Francisco Bay,84.58347712,261.3108833,4.962762579,3.848948655,365.5393658,50,195.6975372,241.7085422,1.86,50,0.281872792,0.186385019,0.150905255
SANTA CLARA VALLEY W.D.,Beans Dry,San Francisco Bay,201.5180848,2081.677186,2.666642109,2.084209184,472.7708366,50,394.4021188,2797.773609,1.68,50,0.085167238,0.504004546,0.071049516
SANTA CLARA VALLEY W.D.,Berries,San Francisco Bay,6.23286231,4365.17382,23.99255765,1.75032744,4737.888181,50,43639.89281,40565.02072,0.25,50,0.045238346,0.387323291,0.416682812
SANTA CLARA VALLEY W.D.,Corn,San Francisco Bay,788.2910355,592.8076036,11.59681099,2.304449244,605.9462015,50,601.446945,3840.671664,0.3,50,0.088141761,0.558669339,0.087487293
SANTA CLARA VALLEY W.D.,Cucurbits,San Francisco Bay,187.3301612,620.0615846,11.79928567,1.351684028,342.80283,50,4781.905449,1673.25315,0.05,50,0.046854775,0.228702604,0.653597591
SANTA CLARA VALLEY W.D.,Field and Grain,San Francisco Bay,4337.849319,188.7820128,2.299231437,2.375207373,82.17788979,25,49.20548194,211.3832538,0.74,25,0.189326621,0.486998112,0.113362702
SANTA CLARA VALLEY W.D.,Grapes,San Francisco Bay,1588.194449,2182.634114,9.45983331,2.512108519,6454.352671,50,6860.08709,5157.16476,0.13,50,0.312599493,0.249773629,0.332250166
SANTA CLARA VALLEY W.D.,Lettuce,San Francisco Bay,2566.579155,1008.0,18.9,1.682308346,1600.0,65,12500.0,929.0,0.25,65,0.083984211,0.048763332,0.656126648
SANTA CLARA VALLEY W.D.,Onions and Garlic,San Francisco Bay,210.3818955,1577.95801,5.4088809,1.996666667,1370.357736,50,2389.236577,3560.298502,0.41,50,0.160557684,0.417141646,0.279934415
SANTA CLARA VALLEY W.D.,Orchards,San Francisco Bay,1754.067185,3477.145422,5.627572715,3.121144607,2788.352815,50,6764.739016,7123.196497,0.13,50,0.142496355,0.364024786,0.345706127
SANTA CLARA VALLEY W.D.,Pasture,San Francisco Bay,709.7992854,274.2759113,5.0,3.305404007,259.6386575,10,155.463292,667.8592548,0.51,10,0.189326621,0.486998112,0.113362702
SANTA CLARA VALLEY W.D.,Subtropical,San Francisco Bay,97.24796519,1623.939354,3.019839614,2.432378703,991.2732225,50,2119.511586,785.4183456,0.13,50,0.202134149,0.160157528,0.432197361
SANTA CLARA VALLEY W.D.,Sunflowers,San Francisco Bay,85.06879426,3544.154505,0.641760597,2.398414857,470.8453017,50,403.1518871,883.0229774,0.74,50,0.207010582,0.388227513,0.177248677
SANTA CLARA VALLEY W.D.,Tomatoes,San Francisco Bay,1070.133204,688.3142088,22.53639409,2.231636364,407.6613283,50,6370.763807,3076.806144,0.74,50,0.026280181,0.198348523,0.410695875
SANTA CLARA VALLEY W.D.,Truck,San Francisco Bay,4262.428498,815.0818496,17.985083,1.349315785,776.1119396,50,4304.224316,3491.723999,0.41,50,0.052943262,0.238191489,0.293617021
SANTA CLARA VALLEY W.D.,Walnuts,San Francisco Bay,652.5439926,2099.727093,1.587369044,2.505016927,853.071014,50,298.9127337,910.4089519,0.13,50,0.25594369,0.273146576,0.089681664
THE WEST SIDE I.D.,Alfalfa,San Joaquin River,195.2803528,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255
THE WEST SIDE I.D.,Almonds,San Joaquin River,2051.676699,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311
THE WEST SIDE I.D.,Beans Dry,San Joaquin River,378.7262008,1593.773361,1.285477627,2.212101358,174.4872303,50,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516
THE WEST SIDE I.D.,Corn,San Joaquin River,11.4631428,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293
THE WEST SIDE I.D.,Field and Grain,San Joaquin River,579.7215402,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702
THE WEST SIDE I.D.,Orchards,San Joaquin River,9.336755415,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127
THE WEST SIDE I.D.,Pasture,San Joaquin River,72.72551955,226.9343417,5.0,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702
THE WEST SIDE I.D.,Safflower,San Joaquin River,65.88967035,575.1459791,1.245291589,2.40565496,140.0879783,50,80.89587427,303.852797,0.74,50,0.195592287,0.424242424,0.112947658
THE WEST SIDE I.D.,Tomatoes,San Joaquin River,141.5475083,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875
THE WEST SIDE I.D.,Truck,San Joaquin River,108.2797869,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021
THE WEST SIDE I.D.,Walnuts,San Joaquin River,34.70947493,1802.497789,1.658526763,4.952669773,765.1413128,50,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664
TRANQUILLITY I.D.,Alfalfa,Tulare Lake,106.4868569,279.620574,8.447932227,4.524530937,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255
TRANQUILLITY I.D.,Almonds,Tulare Lake,3113.908545,4875.001978,1.131453803,4.141037405,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311
TRANQUILLITY I.D.,Corn,Tulare Lake,107.0194188,161.4386617,22.01452234,2.280437339,313.2553801,50,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293
TRANQUILLITY I.D.,Cotton,Tulare Lake,1894.920714,3710.758752,0.813814056,3.749301711,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087
TRANQUILLITY I.D.,Cucurbits,Tulare Lake,346.2873917,654.3961754,16.06524008,2.442132231,492.5857332,50,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591
TRANQUILLITY I.D.,Field and Grain,Tulare Lake,172.1450522,289.315121,2.652255461,3.261387025,145.2774368,25,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702
TRANQUILLITY I.D.,Grapes,Tulare Lake,101.979781,1422.002244,11.72196241,4.00891598,2204.421502,50,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599
TRANQUILLITY I.D.,Onions and Garlic,Tulare Lake,370.5070886,2408.610949,10.63434095,1.253629891,4112.522919,50,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415
TRANQUILLITY I.D.,Orchards,Tulare Lake,54.74224611,2277.681025,7.763328774,3.502172688,2519.675644,50,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127
TRANQUILLITY I.D.,Pistachios,Tulare Lake,779.7019015,5088.640658,1.460333567,3.820163692,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
TRANQUILLITY I.D.,Tomatoes,Tulare Lake,1366.825793,97.3922824,54.70338716,2.220206136,168.9385059,50,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465
TRANQUILLITY I.D.,Truck,Tulare Lake,26.53025848,1282.087936,19.71342086,1.84535452,1338.105955,50,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021
Turner Island Water District,Alfalfa,San Joaquin River,805.3181971,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255
Turner Island Water District,Corn,San Joaquin River,75.43745254,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293
Turner Island Water District,Cotton,San Joaquin River,1878.995841,3399.208415,0.729719844,3.634047537,368.4467916,50,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087
Turner Island Water District,Field and Grain,San Joaquin River,735.3085043,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702
Turner Island Water District,Tomatoes,San Joaquin River,2761.141671,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875
WEST STANISLAUS I.D.,Alfalfa,San Joaquin River,94.44847871,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255
WEST STANISLAUS I.D.,Almonds,San Joaquin River,10501.49631,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311
WEST STANISLAUS I.D.,Beans Dry,San Joaquin River,2484.029035,1593.773361,1.285477627,2.212101358,174.4872303,50,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516
WEST STANISLAUS I.D.,Corn,San Joaquin River,388.2248773,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293
WEST STANISLAUS I.D.,Cucurbits,San Joaquin River,360.1378533,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591
WEST STANISLAUS I.D.,Field and Grain,San Joaquin River,392.2128276,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702
WEST STANISLAUS I.D.,Grapes,San Joaquin River,685.5711351,1686.199914,10.80135885,3.098484515,5693.452831,50,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166
WEST STANISLAUS I.D.,Orchards,San Joaquin River,826.0435861,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127
WEST STANISLAUS I.D.,Pasture,San Joaquin River,3.62836231,226.9343417,5.0,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702
WEST STANISLAUS I.D.,Subtropical,San Joaquin River,415.9886924,950.3385633,4.405405823,3.247465856,846.2602941,50,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361
WEST STANISLAUS I.D.,Tomatoes,San Joaquin River,1366.051172,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875
WEST STANISLAUS I.D.,Truck,San Joaquin River,4.85550086,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021
WEST STANISLAUS I.D.,Walnuts,San Joaquin River,992.7444353,1802.497789,1.658526763,4.952669773,765.1413128,50,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664
WESTLANDS W.D.,Alfalfa,Tulare Lake,3278.323924,279.620574,8.447932227,4.524530937,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255
WESTLANDS W.D.,Almonds,Tulare Lake,105691.3829,4875.001978,1.131453803,4.141037405,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311
WESTLANDS W.D.,Beans Dry,Tulare Lake,1079.877442,1326.519215,1.43231235,1.919782133,161.8168882,50,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516
WESTLANDS W.D.,Berries,Tulare Lake,108.4718173,7027.33636,10.36058171,2.39378705,3293.681493,50,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812
WESTLANDS W.D.,Corn,Tulare Lake,2764.868915,161.4386617,22.01452234,2.280437339,313.2553801,50,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293
WESTLANDS W.D.,Cotton,Tulare Lake,13435.24955,3710.758752,0.813814056,3.749301711,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087
WESTLANDS W.D.,Cucurbits,Tulare Lake,15754.36235,654.3961754,16.06524008,2.442132231,492.5857332,50,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591
WESTLANDS W.D.,Field and Grain,Tulare Lake,25486.78129,289.315121,2.652255461,3.261387025,145.2774368,25,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702
WESTLANDS W.D.,Grapes,Tulare Lake,17315.58484,1422.002244,11.72196241,4.00891598,2204.421502,50,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599
WESTLANDS W.D.,Lettuce,Tulare Lake,8110.953311,1008.0,18.9,2.300762612,1600.0,65,12500.0,929.0,0.25,65,0.083984211,0.048763332,0.656126648
WESTLANDS W.D.,Onions and Garlic,Tulare Lake,27823.36879,2408.610949,10.63434095,1.253629891,4112.522919,50,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415
WESTLANDS W.D.,Orchards,Tulare Lake,5418.242261,2277.681025,7.763328774,3.502172688,2519.675644,50,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127
WESTLANDS W.D.,Pasture,Tulare Lake,338.6020497,242.4206904,4.903405501,4.768194291,225.050083,10,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702
WESTLANDS W.D.,Pistachios,Tulare Lake,83798.50992,5088.640658,1.460333567,3.820163692,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
WESTLANDS W.D.,Potatoes,Tulare Lake,217.893609,697.8686048,20.75531565,1.233512156,1479.227265,50,1543.541499,8971.834969,0.41,50,0.10212496,0.619410086,0.106565176
WESTLANDS W.D.,Safflower,Tulare Lake,145.8300506,574.3765351,1.258,2.392307778,141.3282741,50,81.61210144,306.5430161,0.74,50,0.195592287,0.424242424,0.112947658
WESTLANDS W.D.,Subtropical,Tulare Lake,4425.2732,1157.720607,15.10914155,3.608433712,3535.76379,50,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361
WESTLANDS W.D.,Tomatoes,Tulare Lake,62120.98177,97.3922824,54.70338716,2.220206136,168.9385059,50,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465
WESTLANDS W.D.,Truck,Tulare Lake,5134.289129,1282.087936,19.71342086,1.84535452,1338.105955,50,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021
WESTLANDS W.D.,Walnuts,Tulare Lake,489.4898915,1793.152974,1.862011475,3.425917313,854.5630698,50,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664
