g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater_unit
PANOCHE W.D.,Tomato Processing,San Joaquin River,4402.542612,93,51.2,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
PANOCHE W.D.,Truck Crops,San Joaquin River,480.3086554,941,19.4,2.667732673,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
PANOCHE W.D.,Vineyard,San Joaquin River,2864.138053,1492.914288,10.10273139,3.098484515,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
PATTERSON W.D.,Alfalfa,San Joaquin River,1953.205988,280,7.1,4.134965358,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
PATTERSON W.D.,Almonds & Pistachios,San Joaquin River,4452.544538,4807.659494,1.100220392,4.125147272,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
PATTERSON W.D.,Corn,San Joaquin River,1260.277075,69,26.9,2.415829265,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
PATTERSON W.D.,Cucurbits,San Joaquin River,128.884954,507,13.6,2.299627126,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
PATTERSON W.D.,Dry Beans,San Joaquin River,175.5792852,1752,1.3,2.212101358,0.272510229,50,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50
PATTERSON W.D.,Grain,San Joaquin River,556.3787811,205,3.7,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
PATTERSON W.D.,Other Deciduous,San Joaquin River,1746.30949,3142.659184,1.879958393,3.445837194,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
PATTERSON W.D.,Pasture,San Joaquin River,416.0416043,344,5,4.600187047,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
PATTERSON W.D.,Tomato Processing,San Joaquin River,843.5879936,100,50.3,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
PATTERSON W.D.,Truck Crops,San Joaquin River,9.02919326,717,19.8,2.667732673,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
PATTERSON W.D.,Vineyard,San Joaquin River,18.47881382,1630.308163,11.30505992,3.098484515,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
PLEASANT VALLEY W.D.,Alfalfa,Tulare Lake,50.1504379,264,7.7,4.524530937,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
PLEASANT VALLEY W.D.,Almonds & Pistachios,Tulare Lake,10238.68066,4618,1.5,3.820163692,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
PLEASANT VALLEY W.D.,Grain,Tulare Lake,4683.284412,303,2.9,0.715524558,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
PLEASANT VALLEY W.D.,Lettuce,Tulare Lake,165.6443867,703,19.4,2.300762612,0.164570286,50,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50
PLEASANT VALLEY W.D.,Onions & Garlic,Tulare Lake,414.712446,2366,7.7,1.253629891,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
PLEASANT VALLEY W.D.,Other Deciduous,Tulare Lake,192.7330286,1850,7.8,3.502172688,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
PLEASANT VALLEY W.D.,Tomato Processing,Tulare Lake,667.8228797,93,51.2,2.220206136,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
PLEASANT VALLEY W.D.,Truck Crops,Tulare Lake,439.5955571,941,19.4,1.84535452,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
RECLAMATION DISTRICT 1606,Almonds & Pistachios,Tulare Lake,523.4634039,4712.278285,1.185739051,4.072258886,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
RECLAMATION DISTRICT 1606,Corn,Tulare Lake,165.0853057,71,20.6,2.280437339,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
RECLAMATION DISTRICT 1606,Onions & Garlic,Tulare Lake,103.6588801,2366,7.7,1.253629891,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
RECLAMATION DISTRICT 1606,Tomato Processing,Tulare Lake,73.48659579,93,51.2,2.220206136,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
SAN BENITO CO. W.D.,Alfalfa,Central Coast,8.12339201,240,6,3.906073496,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
SAN BENITO CO. W.D.,Citrus & Subtropical,Central Coast,93.56230545,1871,10.6,2.611553899,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
SAN BENITO CO. W.D.,Cucurbits,Central Coast,113.9966187,557,13.9,1.662176564,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
SAN BENITO CO. W.D.,Grain,Central Coast,3243.914414,268,2.6,0.851962382,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
SAN BENITO CO. W.D.,Lettuce,Central Coast,9015.458991,421,15.9,1.36519475,0.164570286,50,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50
SAN BENITO CO. W.D.,Onions & Garlic,Central Coast,311.1388125,1570,15.4,1.590455311,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
SAN BENITO CO. W.D.,Other Deciduous,Central Coast,3793.594103,1830.659695,4.969677609,2.717713319,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
SAN BENITO CO. W.D.,Pasture,Central Coast,1110.634207,238.050834,5,4.185193859,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
SAN BENITO CO. W.D.,Sunflowers,Central Coast,5.29369938,3640,0.6,2.911908699,0.386904762,50,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50
SAN BENITO CO. W.D.,Tomato Processing,Central Coast,509.4001453,98,52.9,2.094853308,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
SAN BENITO CO. W.D.,Truck Crops,Central Coast,3182.35908,1206.641638,14.91469593,1.094970985,0.139554281,50,0.396137579,0.419814805,0.40393476,0.17,7441.94487,27484.23099,27982.75263,50
SAN BENITO CO. W.D.,Vineyard,Central Coast,1126.718986,1773.723808,9.242885531,2.457170381,0.277321429,50,0.189642857,0.15,0.13,0.17,3571.632089,2442.416792,1931.85509,50
SAN LUIS W.D.,Alfalfa,San Joaquin River,576.0958634,282,6.8,4.134965358,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
SAN LUIS W.D.,Almonds & Pistachios,San Joaquin River,36451.15891,4757.745428,1.060655041,4.108469064,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
SAN LUIS W.D.,Almonds & Pistachios,Tulare Lake,17254.60799,4738,1.1,4.141037405,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
SAN LUIS W.D.,Citrus & Subtropical,San Joaquin River,577.2552697,727.5,12.15,3.247465856,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
SAN LUIS W.D.,Corn,San Joaquin River,928.50348,62,26.2,2.415829265,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
SAN LUIS W.D.,Cotton,San Joaquin River,1515.844815,3886.969042,0.8,3.634047537,0.148539114,50,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50
SAN LUIS W.D.,Cucurbits,San Joaquin River,750.7869123,485,17.3,2.299627126,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
SAN LUIS W.D.,Grain,San Joaquin River,4658.439118,198.9576545,4.335066834,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
SAN LUIS W.D.,Other Deciduous,San Joaquin River,1163.107803,2605.3185,6.440658383,3.445837194,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
SAN LUIS W.D.,Other Deciduous,Tulare Lake,115.0328563,1729,1.8,3.502172688,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
SAN LUIS W.D.,Pasture,San Joaquin River,14.23068243,200,5,4.600187047,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
SAN LUIS W.D.,Tomato Processing,San Joaquin River,2718.426708,94.87341916,49.93544206,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
SAN LUIS W.D.,Truck Crops,San Joaquin River,59.83517133,941,19.4,2.667732673,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
SAN LUIS W.D.,Vineyard,San Joaquin River,90.05945215,1492.427601,10.07028874,3.098484515,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
SANTA CLARA VALLEY W.D.,Alfalfa,Central Coast,73.17201929,277,6,3.906073496,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
SANTA CLARA VALLEY W.D.,Alfalfa,San Francisco Bay,11.41145783,277,6,3.848948655,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
SANTA CLARA VALLEY W.D.,Citrus & Subtropical,Central Coast,56.29060577,894,4.2,2.611553899,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
SANTA CLARA VALLEY W.D.,Citrus & Subtropical,San Francisco Bay,56.29060577,894,4.2,2.432378703,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
SANTA CLARA VALLEY W.D.,Corn,Central Coast,773.3514596,721,9.4,2.274255141,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
SANTA CLARA VALLEY W.D.,Corn,San Francisco Bay,14.93957594,721,9.4,2.304449244,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
SANTA CLARA VALLEY W.D.,Cucurbits,Central Coast,187.3301612,642,11.8,1.662176564,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
SANTA CLARA VALLEY W.D.,Dry Beans,Central Coast,201.5180848,1823,3.5,1.506154421,0.272510229,50,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50
SANTA CLARA VALLEY W.D.,Grain,Central Coast,2548.282738,225.4685967,1.923364038,0.851962382,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
SANTA CLARA VALLEY W.D.,Grain,San Francisco Bay,1978.409063,224,1.9,0.399249024,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
SANTA CLARA VALLEY W.D.,Lettuce,Central Coast,2444.064098,893.3912256,10.5521748,1.36519475,0.164570286,50,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50
SANTA CLARA VALLEY W.D.,Lettuce,San Francisco Bay,49.02699621,898,10.5,1.682308346,0.164570286,50,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50
SANTA CLARA VALLEY W.D.,Onions & Garlic,Central Coast,215.1344263,1712,5.3,1.590455311,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
SANTA CLARA VALLEY W.D.,Other Deciduous,Central Coast,192.8148602,2398.313786,7.145133767,2.717713319,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
SANTA CLARA VALLEY W.D.,Other Deciduous,San Francisco Bay,96.40743008,4047.471437,1.454200834,3.121144607,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
SANTA CLARA VALLEY W.D.,Pasture,Central Coast,1056.048825,249.6163555,5,4.185193859,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
SANTA CLARA VALLEY W.D.,Pasture,San Francisco Bay,378.2468903,275,5,3.305404007,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
SANTA CLARA VALLEY W.D.,Sunflowers,Central Coast,85.06879426,3640,0.6,2.911908699,0.386904762,50,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50
SANTA CLARA VALLEY W.D.,Tomato Processing,Central Coast,1070.133204,103,59,2.094853308,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
SANTA CLARA VALLEY W.D.,Truck Crops,Central Coast,3928.777726,882.8289505,16.82408356,1.094970985,0.139554281,50,0.396137579,0.419814805,0.409751252,0.17,7441.94487,27484.23099,27982.75263,50
SANTA CLARA VALLEY W.D.,Truck Crops,San Francisco Bay,335.3741544,879.8326874,16.80674045,1.349315785,0.139554281,50,0.396137579,0.419814805,0.409940416,0.17,7441.94487,27484.23099,27982.75263,50
SANTA CLARA VALLEY W.D.,Vineyard,Central Coast,164.1614474,1913.447178,9.180217963,2.457170381,0.277321429,50,0.189642857,0.15,0.13,0.17,3571.632089,2442.416792,1931.85509,50
SANTA CLARA VALLEY W.D.,Vineyard,San Francisco Bay,54.72048247,1879.432953,9.731994062,2.512108519,0.1875,50,0.15804878,0.110640244,0.13,0.17,7370.795962,6213.04167,4349.368869,50
THE WEST SIDE I.D.,Alfalfa,San Joaquin River,261.6624251,281,6.7,4.134965358,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
THE WEST SIDE I.D.,Almonds & Pistachios,San Joaquin River,2124.542192,4883,1.2,4.125499535,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
THE WEST SIDE I.D.,Corn,San Joaquin River,11.4631428,59,27.1,2.415829265,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
THE WEST SIDE I.D.,Dry Beans,San Joaquin River,522.3295708,1752,1.3,2.212101358,0.272510229,50,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50
THE WEST SIDE I.D.,Grain,San Joaquin River,678.9431805,164,2.5,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
THE WEST SIDE I.D.,Other Deciduous,San Joaquin River,43.85765373,2263.540627,2.348383386,3.445837194,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
THE WEST SIDE I.D.,Pasture,San Joaquin River,72.72551955,276,5,4.600187047,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
THE WEST SIDE I.D.,Safflower,San Joaquin River,65.88967035,574,1.3,2.40565496,0.396694215,50,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50
THE WEST SIDE I.D.,Tomato Processing,San Joaquin River,141.5475083,101,43.3,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
THE WEST SIDE I.D.,Truck Crops,San Joaquin River,108.2797869,555,22.8,2.667732673,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
TRANQUILLITY I.D.,Alfalfa,Tulare Lake,106.4868569,264,7.7,4.524530937,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
TRANQUILLITY I.D.,Almonds & Pistachios,Tulare Lake,4127.322699,4710.43212,1.191892935,4.067322337,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
TRANQUILLITY I.D.,Corn,Tulare Lake,107.0194188,71,20.6,2.280437339,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
TRANQUILLITY I.D.,Cotton,Tulare Lake,1973.649523,3438,0.8,3.749301711,0.148539114,50,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50
TRANQUILLITY I.D.,Cucurbits,Tulare Lake,346.2873917,485,17.3,2.442132231,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
TRANQUILLITY I.D.,Grain,Tulare Lake,172.1450522,303,2.9,0.715524558,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
TRANQUILLITY I.D.,Onions & Garlic,Tulare Lake,370.5070886,2366,7.7,1.253629891,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
TRANQUILLITY I.D.,Other Deciduous,Tulare Lake,54.71666716,1850,7.8,3.502172688,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
TRANQUILLITY I.D.,Tomato Processing,Tulare Lake,1366.825793,93,51.2,2.220206136,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
TRANQUILLITY I.D.,Truck Crops,Tulare Lake,26.53025848,941,19.4,1.84535452,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
TRANQUILLITY I.D.,Vineyard,Tulare Lake,101.9321298,1492.427601,10.07028874,4.00891598,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
Turner Island Water District,Alfalfa,San Joaquin River,805.3181971,282,6.8,4.134965358,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
Turner Island Water District,Corn,San Joaquin River,75.43745254,62,26.2,2.415829265,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
Turner Island Water District,Cotton,San Joaquin River,1878.995841,3927,0.8,3.634047537,0.148539114,50,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50
Turner Island Water District,Grain,San Joaquin River,735.3085043,187,4.5,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
Turner Island Water District,Tomato Processing,San Joaquin River,2761.141671,97,48.5,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
WEST STANISLAUS I.D.,Alfalfa,San Joaquin River,94.44847871,280,7.1,4.134965358,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
WEST STANISLAUS I.D.,Almonds & Pistachios,San Joaquin River,3073.046507,4845.5,1.15,4.125499535,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
WEST STANISLAUS I.D.,Citrus & Subtropical,San Joaquin River,43.45070261,913.5,3.9,3.247465856,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
WEST STANISLAUS I.D.,Corn,San Joaquin River,388.2248773,66.77889546,26.94442209,2.415829265,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
WEST STANISLAUS I.D.,Cucurbits,San Joaquin River,472.5153384,507,13.6,2.299627126,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
WEST STANISLAUS I.D.,Dry Beans,San Joaquin River,2580.55119,1752,1.3,2.212101358,0.272510229,50,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50
WEST STANISLAUS I.D.,Grain,San Joaquin River,578.0144497,203.0219178,3.642104912,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
WEST STANISLAUS I.D.,Other Deciduous,San Joaquin River,355.5540354,4009.639737,2.345957883,3.445837194,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
WEST STANISLAUS I.D.,Pasture,San Joaquin River,3.62836231,344,5,4.600187047,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
WEST STANISLAUS I.D.,Tomato Processing,San Joaquin River,1514.092256,100,50.3,2.379660861,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
WEST STANISLAUS I.D.,Truck Crops,San Joaquin River,4.85550086,717,19.8,2.667732673,0.139554281,50,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50
WEST STANISLAUS I.D.,Vineyard,San Joaquin River,662.6906968,1630.308163,11.30505992,3.098484515,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
WESTLANDS W.D.,Alfalfa,Tulare Lake,3395.293146,267.0724982,7.802416606,4.524530937,0.306290873,50,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50
WESTLANDS W.D.,Almonds & Pistachios,San Joaquin River,1319.385605,4723.699634,1.147667888,4.087404581,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
WESTLANDS W.D.,Almonds & Pistachios,Tulare Lake,2638.771209,4798.743468,1.153626374,4.102798974,0.287448101,50,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50
WESTLANDS W.D.,Citrus & Subtropical,Tulare Lake,7992.489055,1164,14.15,3.608433712,0.183365181,50,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50
WESTLANDS W.D.,Corn,Tulare Lake,3788.208598,72.5777026,22.61157082,2.280437339,0.234536008,50,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50
WESTLANDS W.D.,Cotton,Tulare Lake,14217.02475,3609.42348,0.8,3.749301711,0.148539114,50,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50
WESTLANDS W.D.,Cucurbits,Tulare Lake,15728.91697,497.5744895,17.10175354,2.442132231,0.087908733,50,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50
WESTLANDS W.D.,Dry Beans,Tulare Lake,1079.877442,1151.19302,1.475467,1.919782133,0.272510229,50,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50
WESTLANDS W.D.,Grain,San Joaquin River,488.3041778,303,2.9,0.466656841,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
WESTLANDS W.D.,Grain,Tulare Lake,25768.40118,299.9127532,2.870597649,0.715524558,0.351483763,50,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50
WESTLANDS W.D.,Lettuce,Tulare Lake,8136.398694,701.9533021,19.41207728,2.300762612,0.164570286,50,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50
WESTLANDS W.D.,Onions & Garlic,Tulare Lake,27861.59127,2291.043642,9.269283354,1.253629891,0.178481578,50,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50
WESTLANDS W.D.,Other Deciduous,Tulare Lake,7040.991599,1953.728763,8.220821812,3.502172688,0.215021845,50,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50
WESTLANDS W.D.,Pasture,Tulare Lake,338.6020497,170,5,4.768194291,0.350906068,50,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50
WESTLANDS W.D.,Potatoes,Tulare Lake,217.893609,1165,14.9,1.233512156,0.150675135,50,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50
WESTLANDS W.D.,Safflower,Tulare Lake,145.8300506,574,1.3,2.392307778,0.396694215,50,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50
WESTLANDS W.D.,Tomato Processing,Tulare Lake,63014.98907,93.81401088,51.86477556,2.220206136,0.124471553,50,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50
WESTLANDS W.D.,Truck Crops,Tulare Lake,5558.529541,1130.942023,18.46950135,1.84535452,0.139554281,50,0.396137579,0.419814805,0.406877683,0.17,7441.94487,27484.23099,27982.75263,50
WESTLANDS W.D.,Vineyard,Tulare Lake,33975.3929,1380.403848,11.47105969,4.00891598,0.302297005,50,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50
